v094_id,legacy_id,entity_type,label,resolves
LOC1043250,LOC000866,place,Hjørring,no
LOC1043300,LOC000867,place,Hobro,no
LOC1043350,LOC000868,place,Hochheim,no
LOC1043400,LOC000869,place,Hof,no
LOC1043450,LOC000870,place,Hofmansgave,no
LOC1043500,LOC000871,place,Hohenschwangau,no
LOC1043550,LOC000872,place,Hohnstein,no
LOC1043600,LOC000873,place,Hoisteinborg Nor,no
LOC1043650,LOC000874,place,"Holbæk (og Holbæk Amt, Holbæk-Egnen)",no
LOC1043700,LOC000875,place,Holckenhavn,no
LOC1043750,LOC000876,place,Hollabrunn (Ober-Hollabrunn),no
LOC1043800,LOC000877,place,Holland,no
LOC1043850,LOC000878,place,Hollufgaard,no
LOC1043900,LOC000879,place,Holmegaards Glasværk,no
LOC1043950,LOC000880,place,Holmsland,no
LOC1044000,LOC000881,place,Holstebro,no
LOC1044050,LOC000882,place,Holsteinborg,no
LOC1044100,LOC000883,place,Holsteinsminde,no
LOC1044150,LOC000884,place,Holsten,no
LOC1044200,LOC000885,place,Holstenshus,no
LOC1044250,LOC000886,place,Holte,no
LOC1044300,LOC000887,place,Holtegaard,no
LOC1044350,LOC000888,place,Homburg,no
LOC1044400,LOC000889,place,Hoptrup,no
LOC1044450,LOC000890,place,Horgen,no
LOC1044500,LOC000891,place,Hornbæk,no
LOC1044550,LOC000892,place,Horne,no
LOC1044600,LOC000893,place,Horsens,no
LOC1044650,LOC000894,place,Hospenthal,no
LOC1044700,LOC000895,place,"Hospiz, St. Gotthard",no
LOC1044750,LOC000896,place,Hova,no
LOC1044800,LOC000897,place,Hull,no
LOC1044850,LOC000898,place,"Hundegrotten (Grotta del Cane, Agnano)",no
LOC1044900,LOC000899,place,"Hundstrup, Salling H., Svendborg A.",no
LOC1044950,LOC000900,place,Hunneberg,no
LOC1045000,LOC000901,place,Hunte,no
LOC1045050,LOC000902,place,Husaby,no
LOC1045100,LOC000903,place,Husby,no
LOC1045150,LOC000904,place,Hvedholm,no
LOC1045200,LOC000905,place,Hven,no
LOC1045250,LOC000906,place,Hvidkilde,no
LOC1045300,LOC000907,place,Hyby,no
LOC1045350,LOC000908,place,Hyères,no
LOC1045400,LOC000909,place,Hymettos,no
LOC1045450,LOC000910,place,Hütteldorf,no
LOC1045500,LOC000911,place,Häckeberga,no
LOC1045550,LOC000912,place,Hällebrunn,no
LOC1045600,LOC000913,place,Härfvsta,no
LOC1045650,LOC000914,place,"Høgebjerg, Als",no
LOC1045700,LOC000915,place,Højbjerg,no
LOC1045750,LOC000916,place,"Höllenthal, das",no
LOC1045800,LOC000917,place,"Höllenweg, der",no
LOC1045850,LOC000918,place,Hölzbach,no
LOC1045900,LOC000919,place,Hønefos,no
LOC1045950,LOC000920,place,Hönsäter,no
LOC1046000,LOC000921,place,Höör,no
LOC1046050,LOC000922,place,Haag,no
LOC1046100,LOC000923,place,Håkansbo,no
LOC1046150,LOC000924,place,Haarlem,no
LOC1046200,LOC000925,place,Haarlemer Meer,no
LOC1046250,LOC000926,place,Iglau,no
LOC1046300,LOC000927,place,Iholm,no
LOC1046350,LOC000928,place,Ilissos,no
LOC1046400,LOC000929,place,Ilmenau,no
LOC1046450,LOC000930,place,Ilok,no
LOC1046500,LOC000931,place,Ilse,no
LOC1046550,LOC000932,place,Ilsenstein,no
LOC1046600,LOC000933,place,Ilsethal,no
LOC1046650,LOC000934,place,Immendorf,no
LOC1046700,LOC000935,place,Immensee,no
LOC1046750,LOC000936,place,Incisa Valdarno,no
LOC1046800,LOC000937,place,Indiana,no
LOC1046850,LOC000938,place,Indien,no
LOC1046900,LOC000940,place,Inn,no
LOC1046950,LOC000939,place,Inn-Dalen,no
LOC1047000,LOC000941,place,Innsbruck,no
LOC1047050,LOC000942,place,Interlaken,no
LOC1047100,LOC000943,place,Inverness,no
LOC1047150,LOC000944,place,Irland,no
LOC1047200,LOC000945,place,Irstad,no
LOC1047250,LOC000946,place,Irun,no
LOC1047300,LOC000947,place,Isala,no
LOC1047350,LOC000949,place,Isar,no
LOC1047400,LOC000948,place,Isar-Dalen,no
LOC1047450,LOC000950,place,Ischia,no
LOC1047500,LOC000951,place,Ischl,no
LOC1047550,LOC000952,place,Isefjorden,no
LOC1047600,LOC000953,place,Island,no
LOC1047650,LOC000954,place,Isola Bella,no
LOC1047700,LOC000955,place,Isthmen,no
LOC1047750,LOC000956,place,Italien,no
LOC1047800,LOC000957,place,Itzehoe,no
LOC1047850,LOC000958,place,Izlas,no
LOC1047900,LOC000959,place,Jacobsbruch,no
LOC1047950,LOC000960,place,Japan,no
LOC1048000,LOC000961,place,Jatzske,no
LOC1048050,LOC000962,place,Java,no
LOC1048100,LOC000963,place,Jena,no
LOC1048150,LOC000964,place,Jenikau,no
LOC1048200,LOC000965,place,Jeres de la Frontera,no
LOC1048250,LOC000966,place,Jerichow,no
LOC1048300,LOC000967,place,Jernit,no
LOC1048350,LOC000968,place,Jernporten (Eisernes Thor),no
LOC1048400,LOC000969,place,Jerup,no
LOC1048450,LOC000970,place,Jerusalem,no
LOC1048500,LOC000971,place,Jever,no
LOC1048550,LOC000972,place,"Johannisberg, Schloss",no
LOC1048600,LOC000973,place,Jomfruens Egede,no
LOC1048650,LOC000974,place,Jooephsberg,no
LOC1048700,LOC000975,place,Josephsdorf,no
LOC1048750,LOC000976,place,Jotnahem,no
LOC1048800,LOC000977,place,Juellinge (Halsted Kloster) (Lollands Nørre Herred),no
LOC1048850,LOC000978,place,Juellinge (Stevns Herred),no
LOC1048900,LOC000979,place,Juelsberg,no
LOC1048950,LOC000980,place,Jungfrau,no
LOC1049000,LOC000981,place,Jungshoved,no
LOC1049050,LOC000982,place,"Junquera, La",no
LOC1049100,LOC000983,place,Jurabjergene,no
LOC1049150,LOC000984,place,Jylland,no
LOC1049200,LOC000985,place,Jüterbog,no
LOC1049250,LOC000986,place,Jönköping,no
LOC1049300,LOC000987,place,Kahlenberg,no
LOC1049350,LOC000988,place,Kalby Ris,no
LOC1049400,LOC000989,place,Kallebodstrand,no
LOC1049450,LOC000990,place,Kallehave,no
LOC1049500,LOC000991,place,Kalmar,no
LOC1049550,LOC000992,place,Kalundborg,no
LOC1049600,LOC000993,place,Karasu,no
LOC1049650,LOC000994,place,Karise,no
LOC1049700,LOC000995,place,Karlberg,no
LOC1049750,LOC000996,place,Karlowicz (Karlovci),no
LOC1049800,LOC000997,place,Karlsbad,no
LOC1049850,LOC000998,place,Karlsborg,no
LOC1049900,LOC000999,place,Karlskrona,no
LOC1049950,LOC001000,place,Karlsruhe,no
LOC1050000,LOC001001,place,Karlstad,no
LOC1050050,LOC001002,place,Karpaterne,no
LOC1050100,LOC001003,place,Karrebæk,no
LOC1050150,LOC001004,place,Karrebæksminde,no
LOC1050200,LOC001005,place,Kassel,no
LOC1050250,LOC001006,place,Kastel,no
LOC1050300,LOC001007,place,Katrineholm,no
LOC1050350,LOC001008,place,Kattegat,no
LOC1050400,LOC001009,place,Katwijk,no
LOC1050450,LOC001010,place,Kaukasus,no
LOC1050500,LOC001011,place,Kazan,no
LOC1050550,LOC001012,place,Kea,no
LOC1050600,LOC001013,place,Kehl,no
LOC1050650,LOC001014,place,Kellinghusen,no
LOC1050700,LOC001015,place,Kempten,no
LOC1050750,LOC001016,place,Khalkis,no
LOC1050800,LOC001017,place,Khios,no
LOC1050850,LOC001018,place,Kiel,no
LOC1050900,LOC001019,place,Kielerfjord,no
LOC1050950,LOC001020,place,Kifissia,no
LOC1051000,LOC001021,place,Kifissos,no
LOC1051050,LOC001022,place,"Kilburn, Bransbury House",no
LOC1051100,LOC001023,place,Kina,no
LOC1051150,LOC001024,place,Kinnekulle,no
LOC1051200,LOC001025,place,Kirkcaldy,no
LOC1051250,LOC001026,place,Kirkestaten,no
LOC1051300,LOC001027,place,Kirnitz,no
LOC1051350,LOC001028,place,Kissingen,no
LOC1051400,LOC001029,place,Klampenborg,no
LOC1051450,LOC001030,place,Klara-Elven,no
LOC1051500,LOC001031,place,Klaus,no
LOC1051550,LOC001032,place,Kleef,no
LOC1051600,LOC001033,place,"Klopp, Burg",no
LOC1051650,LOC001034,place,Kloster-Mansfeld,no
LOC1051700,LOC001035,place,Klosterneuburg,no
LOC1051750,LOC001036,place,Knivholt,no
LOC1051800,LOC001037,place,Knole House,no
LOC1051850,LOC001038,place,"Knudshoved, Fyn",no
LOC1051900,LOC001039,place,Knuthenborg,no
LOC1051950,LOC001040,place,Kobelnick,no
LOC1052000,LOC001041,place,Koblenz,no
LOC1052050,LOC001042,place,Kochelsee,no
LOC1052100,LOC001043,place,Kohlfurt,no
LOC1052150,LOC001044,place,Kolberg,no
LOC1052200,LOC001045,place,Kolbäck,no
LOC1052250,LOC001046,place,Kolding,no
LOC1052300,LOC001047,place,Kolin,no
LOC1052350,LOC001048,place,Kollmann,no
LOC1052400,LOC001049,place,Kolonos,no
LOC1052450,LOC001050,place,Komorn (Komárno),no
LOC1052500,LOC001051,place,"Kongens Have, København",no
LOC1052550,LOC001052,place,Kongeaaen,no
LOC1052600,LOC001053,place,Kongsdal,no
LOC1052650,LOC001054,place,Kongsvinger,no
LOC1052700,LOC001055,place,Konstantinopel,no
LOC1052750,LOC001056,place,Konstanz,no
LOC1052800,LOC001057,place,Korinth,no
LOC1052850,LOC001058,place,Korneuburg,no
LOC1052900,LOC001059,place,Korsør,no
LOC1052950,LOC001060,place,Kowicz,no
LOC1053000,LOC001061,place,Krebshuset Kro,no
LOC1053050,LOC001062,place,"Kreischa, Bad",no
LOC1053100,LOC001063,place,Krempe,no
LOC1053150,LOC001064,place,Kreta,no
LOC1053200,LOC001065,place,"Kreuznach, Bad",no
LOC1053250,LOC001066,place,Krippen (ved Schandau),no
LOC1053300,LOC001067,place,Kristinehamn,no
LOC1053350,LOC001068,place,Krogerup,no
LOC1053400,LOC001069,place,Kronborg,no
LOC1053450,LOC001070,place,Kubin,no
LOC1053500,LOC001071,place,Kuchl,no
LOC1053550,LOC001072,place,Kufstein,no
LOC1053600,LOC001073,place,Kuhstall,no
LOC1053650,LOC001074,place,Kulla Gunnarstorp,no
LOC1053700,LOC001075,place,Kullen,no
LOC1053750,LOC001076,place,Kulm,no
LOC1053800,LOC001077,place,Kumla,no
LOC1053850,LOC001078,place,Kungelf,no
LOC1053900,LOC001079,place,Kurland,no
LOC1053950,LOC001080,place,Kuttenberg,no
LOC1054000,LOC001081,place,Kværndrup,no
LOC1054050,LOC001082,place,Kyritz,no
LOC1054100,LOC001083,place,Küssnacht am Rigi,no
LOC1054150,LOC001084,place,Küstendil,no
LOC1054200,LOC001085,place,Küstendje (Costanta),no
LOC1054250,LOC001086,place,Källtorp,no
LOC1054300,LOC001087,place,Kärra,no
LOC1054350,LOC001088,place,København,no
LOC1054400,LOC001090,place,Køge,no
LOC1054450,LOC001089,place,Køge Bugt,no
LOC1054500,LOC001091,place,Köln,no
LOC1054550,LOC001092,place,Kölva,no
LOC1054600,LOC001093,place,Køng,no
LOC1054650,LOC001094,place,Königerode,no
LOC1054700,LOC001095,place,Königsberg,no
LOC1054750,LOC001096,place,Königsplatz,no
LOC1054800,LOC001097,place,Königstein,no
LOC1054850,LOC001098,place,Köping,no
LOC1054900,LOC001099,place,"Kösen, Bad",no
LOC1054950,LOC001100,place,Köthen,no
LOC1055000,LOC001101,place,Laca,no
LOC1055050,LOC001102,place,Lachen,no
LOC1055100,LOC001103,place,Ladegaardsøen (ved Christiania),no
LOC1055150,LOC001104,place,Lagan,no
LOC1055200,LOC001105,place,Lago dei Tartari,no
LOC1055250,LOC001106,place,Lago Maggiore,no
LOC1055300,LOC001107,place,Lahn,no
LOC1055350,LOC001108,place,Laholm,no
LOC1055400,LOC001109,place,Laibach,no
LOC1055450,LOC001110,place,Lambach,no
LOC1055500,LOC001111,place,Lammhult,no
LOC1055550,LOC001112,place,Landeron,no
LOC1055600,LOC001113,place,Landskrona,no
LOC1055650,LOC001114,place,Langeland,no
LOC1055700,LOC001115,place,Langenfelde (Holsten),no
LOC1055750,LOC001116,place,Langesø,no
LOC1055800,LOC001117,place,Languedoc-Kanalen (Canal du Midi),no
LOC1055850,LOC001118,place,Langaa (Fyn),no
LOC1055900,LOC001119,place,Lapland,no
LOC1055950,LOC001120,place,Larvik,no
LOC1056000,LOC001121,place,Lauenburg,no
LOC1056050,LOC001122,place,Lausanne,no
LOC1056100,LOC001123,place,Lauterbrunnen,no
LOC1056150,LOC001124,place,Lavis,no
LOC1056200,LOC001125,place,Lavrbjerg,no
LOC1056250,LOC001126,place,Laxenburg,no
LOC1056300,LOC001127,place,Laxå,no
LOC1056350,LOC001128,place,Lecco-Bugten (Como-Søen),no
LOC1056400,LOC001129,place,Leckö,no
LOC1056450,LOC001130,place,Leeds,no
LOC1056500,LOC001131,place,Lehrte,no
LOC1056550,LOC001132,place,Leiden,no
LOC1056600,LOC001133,place,Leimbach,no
LOC1056650,LOC001134,place,Leipzig,no
LOC1056700,LOC001135,place,Leith,no
LOC1056750,LOC001136,place,Leitmeritz,no
LOC1056800,LOC001137,place,Lek,no
LOC1056850,LOC001138,place,Lekkende,no
LOC1056900,LOC001139,place,Lemberg (Lwów),no
LOC1056950,LOC001140,place,Lemvig,no
LOC1057000,LOC001141,place,Lenz,no
LOC1057050,LOC001142,place,Leopoldsberg,no
LOC1057100,LOC001143,place,Lerchenborg,no
LOC1057150,LOC001144,place,Lethraborg,no
LOC1057200,LOC001145,place,Levane,no
LOC1057250,LOC001146,place,Libanon,no
LOC1057300,LOC001147,place,Liben,no
LOC1057350,LOC001148,place,Lidköping,no
LOC1057400,LOC001149,place,"Liebenwerda, Bad",no
LOC1057450,LOC001150,place,Liebethaler Grund,no
LOC1057500,LOC001151,place,Lifland,no
LOC1057550,LOC001152,place,Lilienstein,no
LOC1057600,LOC001153,place,Lilla Edet,no
LOC1057650,LOC001155,place,Lille,no
LOC1057700,LOC001154,place,Lille Odinshøi,no
LOC1057750,LOC001156,place,Lillebelt,no
LOC1057800,LOC001157,place,Lillestrøm,no
LOC1057850,LOC001158,place,Lilliendal,no
LOC1057900,LOC001159,place,Limfjorden,no
LOC1057950,LOC001160,place,Limsta,no
LOC1058000,LOC001161,place,Lindau im Bodensee,no
LOC1058050,LOC001162,place,Lingen,no
LOC1058100,LOC001163,place,Linköping,no
LOC1058150,LOC001164,place,Linth-Kanalen,no
LOC1058200,LOC001165,place,Linz,no
LOC1058250,LOC001166,place,"Lipariske Øer, de",no
LOC1058300,LOC001167,place,Lippe-Detmold,no
LOC1058350,LOC001168,place,Liro,no
LOC1058400,LOC001169,place,Lissabon,no
LOC1058450,LOC001170,place,Liverpool,no
LOC1058500,LOC001171,place,Livorno,no
LOC1058550,LOC001172,place,Ljung,no
LOC1058600,LOC001173,place,lnversnaid,no
LOC1058650,LOC001174,place,Lobositz,no
LOC1058700,LOC001175,place,Loch Katrine,no
LOC1058750,LOC001176,place,Loch Laggan,no
LOC1058800,LOC001177,place,Loch Lomond,no
LOC1058850,LOC001178,place,"Locle, Le",no
LOC1058900,LOC001179,place,Lohmen,no
LOC1058950,LOC001180,place,Loiano,no
LOC1059000,LOC001181,place,Loire,no
LOC1059050,LOC001182,place,Loisach,no
LOC1059100,LOC001183,place,Loja,no
LOC1059150,LOC001184,place,Lolland,no
LOC1059200,LOC001185,place,Lom-Palanka,no
LOC1059250,LOC001186,place,London,no
LOC1059300,LOC001187,place,Longchamp,no
LOC1059350,LOC001188,place,Lorch,no
LOC1059400,LOC001189,place,Loreto,no
LOC1059450,LOC001190,place,Lottchensitz (ved Maxen),no
LOC1059500,LOC001191,place,Louisehøj (ved Silkeborg),no
LOC1059550,LOC001192,place,Lowerzer-See,no
LOC1059600,LOC001193,place,lselle,no
LOC1059650,LOC001194,place,lsted,no
LOC1059700,LOC001195,place,ltri,no
LOC1059750,LOC001196,place,Lucca,no
LOC1059800,LOC001197,place,Lucriner-Søen,no
LOC1059850,LOC001198,place,Ludwigshafen,no
LOC1059900,LOC001199,place,Ludwigslust,no
LOC1059950,LOC001200,place,Luganer-Søen,no
LOC1060000,LOC001201,place,Lugano,no
LOC1060050,LOC001202,place,Lund,no
LOC1060100,LOC001203,place,Lundeborg,no
LOC1060150,LOC001204,place,Lundenburg,no
LOC1060200,LOC001205,place,Lundsgaard,no
LOC1060250,LOC001206,place,Lunéville,no
LOC1060300,LOC001208,place,Lungern,no
LOC1060350,LOC001207,place,Lungern-Søen,no
LOC1060400,LOC001209,place,Lurlei,no
LOC1060450,LOC001210,place,Luzern,no
LOC1060500,LOC001211,place,Lübeck,no
LOC1060550,LOC001212,place,Lykkesholm,no
LOC1060600,LOC001213,place,Lüneburg,no
LOC1060650,LOC001214,place,Lüneburger Heide,no
LOC1060700,LOC001215,place,Lyngby,no
LOC1060750,LOC001216,place,Lyon,no
LOC1060800,LOC001217,place,Lyoner-Bugten,no
LOC1060850,LOC001218,place,Lyrastad,no
LOC1060900,LOC001219,place,Lystrup,no
LOC1060950,LOC001220,place,Lütschinen,no
LOC1061000,LOC001221,place,Lüttich (Liège),no
LOC1061050,LOC001222,place,Lützen,no
LOC1061100,LOC001223,place,Lærkehøj (Ulvborg S.),no
LOC1061150,LOC001224,place,Löfsta Bruk,no
LOC1061200,LOC001225,place,Løgsø,no
LOC1061250,LOC001226,place,Løkken,no
LOC1061300,LOC001227,place,Löningen,no
LOC1061350,LOC001228,place,Løvenborg,no
LOC1061400,LOC001229,place,Löwen (Louvain),no
LOC1061450,LOC001230,place,Macerata,no
LOC1061500,LOC001231,place,Macon,no
LOC1061550,LOC001232,place,Madeira,no
LOC1061600,LOC001233,place,Madrid,no
LOC1061650,LOC001234,place,Maegaard,no
LOC1061700,LOC001235,place,Mafra,no
LOC1061750,LOC001236,place,Magdeburg,no
LOC1061800,LOC001237,place,"Magra, La",no
LOC1061850,LOC001238,place,Maidstone,no
LOC1061900,LOC001239,place,Main,no
LOC1061950,LOC001240,place,Mainz,no
LOC1062000,LOC001241,place,Maiori,no
LOC1062050,LOC001242,place,Maira,no
LOC1062100,LOC001243,place,Makedonien,no
LOC1062150,LOC001244,place,Málaga,no
LOC1062200,LOC001245,place,Malebern,no
LOC1062250,LOC001246,place,Malines,no
LOC1062300,LOC001247,place,Malmö,no
LOC1062350,LOC001248,place,Maloja-Kulm,no
LOC1062400,LOC001249,place,Malta,no
LOC1062450,LOC001250,place,Manchester,no
LOC1062500,LOC001251,place,Mannheim,no
LOC1062550,LOC001252,place,Mansfeld,no
LOC1062600,LOC001253,place,Mantova,no
LOC1062650,LOC001254,place,Marathon,no
LOC1062700,LOC001255,place,Marburg,no
LOC1062750,LOC001256,place,Maria-Frieden,no
LOC1062800,LOC001259,place,Mariager,no
LOC1062850,LOC001258,place,Mariager Fjord,no
LOC1062900,LOC001257,place,Maria-Zell,no
LOC1062950,LOC001260,place,Maribo,no
LOC1063000,LOC001261,place,"Marienborg, Møn",no
LOC1063050,LOC001262,place,Marienbrücke (ved Hohenschwangau),no
LOC1063100,LOC001263,place,Marienlyst,no
LOC1063150,LOC001264,place,Mariestad,no
LOC1063200,LOC001265,place,Marina di Conca,no
LOC1063250,LOC001266,place,Marino,no
LOC1063300,LOC001267,place,Marmara-Havet,no
LOC1063350,LOC001268,place,Marmara-Øen,no
LOC1063400,LOC001269,place,Marne,no
LOC1063450,LOC001270,place,Marokko,no
LOC1063500,LOC001271,place,Maroussi (Amarousion),no
LOC1063550,LOC001272,place,Marseille,no
LOC1063600,LOC001273,place,Marselisborg,no
LOC1063650,LOC001274,place,Marsk Stigs Hule,no
LOC1063700,LOC001275,place,Marslev,no
LOC1063750,LOC001276,place,Marstrand,no
LOC1063800,LOC001277,place,Martinswand,no
LOC1063850,LOC001278,place,Martorp,no
LOC1063900,LOC001279,place,Massa,no
LOC1063950,LOC001280,place,Matra,no
LOC1064000,LOC001281,place,Matta,no
LOC1064050,LOC001282,place,Matterhorn,no
LOC1064100,LOC001283,place,"Maus, die (Deurenburg)",no
LOC1064150,LOC001284,place,Maxen,no
LOC1064200,LOC001285,place,Meaux,no
LOC1064250,LOC001287,place,Mecklenburg,no
LOC1064300,LOC001286,place,Mecklenburg-Schwerin,no
LOC1064350,LOC001288,place,Megara,no
LOC1064400,LOC001289,place,Mehádia,no
LOC1064450,LOC001290,place,Meiningen,no
LOC1064500,LOC001291,place,Meiringen,no
LOC1064550,LOC001292,place,Meissen,no
LOC1064600,LOC001293,place,Mekka,no
LOC1064650,LOC001294,place,Melbourne,no
LOC1064700,LOC001295,place,"Melk, Stift",no
LOC1064750,LOC001296,place,Mem,no
LOC1064800,LOC001297,place,Menton (Mentone),no
LOC1064850,LOC001298,place,Meran,no
LOC1064900,LOC001299,place,Mérida,no
LOC1064950,LOC001300,place,Merseburg,no
LOC1065000,LOC001301,place,Messenien,no
LOC1065050,LOC001302,place,Messina,no
LOC1065100,LOC001303,place,Meudon,no
LOC1065150,LOC001304,place,Mexico,no
LOC1065200,LOC001305,place,Middelfart,no
LOC1065250,LOC001306,place,Middelhavet,no
LOC1065300,LOC001307,place,Milano,no
LOC1065350,LOC001308,place,Minden,no
LOC1065400,LOC001309,place,Minneapolis,no
LOC1065450,LOC001310,place,Minnesota,no
LOC1065500,LOC001311,place,Minori,no
LOC1065550,LOC001312,place,Miranda de Ebro,no
LOC1065600,LOC001313,place,Mississippi,no
LOC1065650,LOC001314,place,Mittenwald,no
LOC1065700,LOC001315,place,Mjøsen,no
LOC1065750,LOC001316,place,Modena,no
LOC1065800,LOC001317,place,Modum,no
LOC1065850,LOC001318,place,Moerdijk,no
LOC1065900,LOC001319,place,Mogyorod,no
LOC1065950,LOC001320,place,Mohács,no
LOC1066000,LOC001321,place,Mola di Gaëta (Formia),no
LOC1066050,LOC001322,place,Moldau,no
LOC1066100,LOC001323,place,Moldava,no
LOC1066150,LOC001324,place,Mols,no
LOC1066200,LOC001325,place,Monaco,no
LOC1066250,LOC001326,place,Mondego,no
LOC1066300,LOC001327,place,Monheim in Bayern,no
LOC1066350,LOC001328,place,Monnetier,no
LOC1066400,LOC001329,place,Mons,no
LOC1066450,LOC001330,place,Monserrat,no
LOC1066500,LOC001331,place,Monserrate (Portugal),no
LOC1066550,LOC001332,place,Mont Cenis,no
LOC1066600,LOC001333,place,Mont Pouillerel,no
LOC1066650,LOC001334,place,Montblanc,no
LOC1066700,LOC001335,place,Monte Cavo,no
LOC1066750,LOC001336,place,Monte Circeo (Circes Ø),no
LOC1066800,LOC001337,place,Monte Cristo,no
LOC1066850,LOC001338,place,"Monte della Misericordia, Ischia",no
LOC1066900,LOC001339,place,Monte Nuovo,no
LOC1066950,LOC001340,place,Monte Porzio,no
LOC1067000,LOC001341,place,Monte Rosa,no
LOC1067050,LOC001342,place,Monte Somma,no
LOC1067100,LOC001343,place,Monte Soratte (Soracte),no
LOC1067150,LOC001344,place,Montebello,no
LOC1067200,LOC001345,place,Montecarelli,no
LOC1067250,LOC001346,place,Montefiascone,no
LOC1067300,LOC001347,place,Montélimart,no
LOC1067350,LOC001348,place,Monteroni,no
LOC1067400,LOC001349,place,Montpellier,no
LOC1067450,LOC001350,place,Montreux,no
LOC1067500,LOC001351,place,Monze,no
LOC1067550,LOC001352,place,Mora,no
LOC1067600,LOC001353,place,Morea,no
LOC1067650,LOC001354,place,Mori,no
LOC1067700,LOC001355,place,Moritzburg,no
LOC1067750,LOC001356,place,Mornas,no
LOC1067800,LOC001357,place,Mornaux,no
LOC1067850,LOC001358,place,Mornex,no
LOC1067900,LOC001359,place,Mors,no
LOC1067950,LOC001360,place,Morteau,no
LOC1068000,LOC001361,place,"Mosebackan, Stockholm",no
LOC1068050,LOC001362,place,Mosel,no
LOC1068100,LOC001363,place,Moskva,no
LOC1068150,LOC001365,place,Motala,no
LOC1068200,LOC001364,place,Motala-Strømmen,no
LOC1068250,LOC001366,place,Mullerup,no
LOC1068300,LOC001367,place,Munkebo Bakke,no
LOC1068350,LOC001368,place,Munkeboda,no
LOC1068400,LOC001369,place,Murano,no
LOC1068450,LOC001370,place,Murcia,no
LOC1068500,LOC001371,place,Murnau,no
LOC1068550,LOC001372,place,Musselburgh,no
LOC1068600,LOC001373,place,Müglitz,no
LOC1068650,LOC001374,place,Mühlhausen,no
LOC1068700,LOC001375,place,Mülheim a.d. Ruhr,no
LOC1068750,LOC001376,place,Münchberg,no
LOC1068800,LOC001377,place,München,no
LOC1068850,LOC001378,place,Münden,no
LOC1068900,LOC001379,place,Münster,no
LOC1068950,LOC001380,place,Münsterdorf,no
LOC1069000,LOC001381,place,Mürzzuschlag,no
LOC1069050,LOC001382,place,Mytilene,no
LOC1069100,LOC001383,place,Mägdesprung,no
LOC1069150,LOC001384,place,Mähren,no
LOC1069200,LOC001385,place,Mälaren,no
LOC1069250,LOC001386,place,Møen,no
LOC1069300,LOC001387,place,Møens Klint,no
LOC1069350,LOC001388,place,Møllerup,no
LOC1069400,LOC001389,place,Mölln,no
LOC1069450,LOC001390,place,"Mönch, der",no
LOC1069500,LOC001391,place,Maas (Meuse),no
LOC1069550,LOC001392,place,"Nahe, die",no
LOC1069600,LOC001393,place,Nakskov,no
LOC1069650,LOC001394,place,Nancy,no
LOC1069700,LOC001395,place,Napoli,no
LOC1069750,LOC001396,place,Narbonne,no
LOC1069800,LOC001397,place,Narni,no
LOC1069850,LOC001398,place,Narva,no
LOC1069900,LOC001399,place,Nassau,no
LOC1069950,LOC001400,place,Nauen,no
LOC1070000,LOC001401,place,Naumburg,no
LOC1070050,LOC001402,place,Nauplia,no
LOC1070100,LOC001403,place,Naxos,no
LOC1070150,LOC001404,place,Nea Phocea (Nea Fokaia),no
LOC1070200,LOC001405,place,"Necessidades, Lissabon",no
LOC1070250,LOC001406,place,Neckar,no
LOC1070300,LOC001408,place,Nemi,no
LOC1070350,LOC001407,place,Nemi-Søen,no
LOC1070400,LOC001409,place,Nepi,no
LOC1070450,LOC001410,place,Nera,no
LOC1070500,LOC001411,place,Neubrandenburg,no
LOC1070550,LOC001412,place,Neuchâtel (By),no
LOC1070600,LOC001413,place,Neuchâtel (Kanton),no
LOC1070650,LOC001414,place,Neuchâteller-Søen,no
LOC1070700,LOC001415,place,Neuensalz,no
LOC1070750,LOC001416,place,Neuhaus (Schweiz),no
LOC1070800,LOC001417,place,Neuilly-sur-Seine,no
LOC1070850,LOC001418,place,Neumark,no
LOC1070900,LOC001419,place,Neumarkt (Egna),no
LOC1070950,LOC001420,place,Neumünster,no
LOC1071000,LOC001421,place,Neusatz (Novisad),no
LOC1071050,LOC001422,place,Neusiedler-Søen,no
LOC1071100,LOC001423,place,Neuveville,no
LOC1071150,LOC001424,place,Neva,no
LOC1071200,LOC001425,place,New York,no
LOC1071250,LOC001426,place,Newcastle,no
LOC1071300,LOC001427,place,Niagara,no
LOC1071350,LOC001428,place,Nibe,no
LOC1071400,LOC001429,place,Nicobarerne,no
LOC1071450,LOC001430,place,Nicopoli,no
LOC1071500,LOC001431,place,Niedergrund,no
LOC1071550,LOC001432,place,Nienburg,no
LOC1071600,LOC001433,place,Niesen,no
LOC1071650,LOC001435,place,Nilen,no
LOC1071700,LOC001434,place,Nil-Kanalen,no
LOC1071750,LOC001436,place,Nîmes,no
LOC1071800,LOC001437,place,Ninive,no
LOC1071850,LOC001438,place,Nishni Novgorod,no
LOC1071900,LOC001439,place,Nisida,no
LOC1071950,LOC001440,place,Nissum Fjord,no
LOC1072000,LOC001441,place,Nizza (Nice),no
LOC1072050,LOC001442,place,Nocera Superiore,no
LOC1072100,LOC001444,place,Nordamerika,no
LOC1072150,LOC001445,place,Norden,no
LOC1072200,LOC001446,place,Norderhov,no
LOC1072250,LOC001447,place,Norditalien,no
LOC1072300,LOC001448,place,Nordkap,no
LOC1072350,LOC001449,place,Nordsleswig,no
