collin_surname,collin_given_names,collin_birth_year,collin_death_year,match_tier,match_count,match_reg_ids,match_labels
Fiesco,"Gianluigi de’, Greve af Lavagna",1523,1547,exact,1,Reg0057510,"Fiesco, Gianluigi de’, Greve af Lavagna (1523–1547)"
Fjeldsted,Caroline,1821,1881,exact,1,Reg0057770,"Fjeldsted, Caroline (1821–1881)"
Flindt,Poulinede,1802,1888,surname_only,1,Reg0057880,Flindt(?)
Floderus,Manfred Mustafa,1832,1909,exact,1,Reg0057930,"Floderus, Manfred Mustafa (1832–1909)"
Flor,Christian,1792,1875,exact,1,Reg0057950,"Flor, Christian (1792–1875)"
Fock,"Hedvig Charlotta Catharina, Friherre- inde, f. v. Saltza",1805,1875,exact,1,Reg0058010,"Fock, Hedvig Charlotta Catharina, Friherreinde, f. Grevinde von Saltza (1805–1875)"
Foersom,Christen,1794,1850,exact,1,Reg0058030,"Foersom, Christen (1794–1850)"
Forchhammer,J. G.,1794,1865,exact,1,Reg0058200,"Forchhammer, G. (1794–1865)"
Fouqué,Friedrich de la Motte,1777,1843,exact,1,Reg0058350,"Fouqué, Friedrich de La Motte, Baron (1777–1843)"
Frankrig,"Charles X, Konge af —",1757,1836,exact,1,Reg0058590,"Frankrig, Charles X, Konge af – (1757–1836)"
Frankrig,"Henri IV, Konge af —",1553,1610,surname_year_mismatch,16,Reg0058590;Reg0058600;Reg0058610;Reg0058620;Reg0058630;Reg0058640;Reg0058650;Reg0058660;Reg0058670;Reg0058680;Reg0058690;Reg0058700;Reg0058710;Reg0058720;Reg0058730;Reg0058740,"Frankrig, Charles X, Konge af – (1757–1836) | Frankrig, Eugénie, Kejserinde af –, f. Komtesse Montijo (1826–1920) | Frankrig, François I, Konge af – (1494–1547) | Frankrig, Henri III, Konge af – (1551–1589) | Frankrig, Josephine, Kejserinde af –, f. Tascher de la Pagerie (1763–1814) | Frankrig, Louis XIV, Konge af – (1638–1715) | Frankrig, Louis XVI, Konge af – (1754–1793) | Frankrig, Louis XVIII, Konge af – (1755–1824) | Frankrig, Louis Philippe, Konge af – (1773–1850) | Frankrig, Maria af Medici, Dronning af – (1573–1642) | Frankrig, Marie-Amélie, Dronning af –, f. Prinsesse af Neapel (1782–1866) | Frankrig, Marie Antoinette, Dronning af –, f. Prinsesse af Østrig (1755–1793) | Frankrig, Marie Louise, Kejserinde af –, f. Prinsesse af Østrig (1791–1847) | Frankrig, Napoléon I, Kejser af – (1769–1821) | Frankrig, Napoléon III, Kejser af – (1808–1873) | Frankrig, Napoléon (IV), Kejserprinsen af – (1856–1879)"
Frankrig,"Louis XVI, Konge af —",1754,1793,exact,1,Reg0058650,"Frankrig, Louis XVI, Konge af – (1754–1793)"
Frankrig,"Louis Philippe, Konge af —",1773,1850,exact,1,Reg0058670,"Frankrig, Louis Philippe, Konge af – (1773–1850)"
Frankrig,"Marie-Amélie, Dronning af —, f. Prinsesse af Neapel",1782,1866,exact,1,Reg0058690,"Frankrig, Marie-Amélie, Dronning af –, f. Prinsesse af Neapel (1782–1866)"
Frankrig,"Marie Antoinette, Dronning af —, f. Prinsesse af Østrig",1755,1793,ambiguous,2,Reg0058660;Reg0058700,"Frankrig, Louis XVIII, Konge af – (1755–1824) | Frankrig, Marie Antoinette, Dronning af –, f. Prinsesse af Østrig (1755–1793)"
Frankrig,"Napoleon I, Kejser af —",1769,1821,exact,1,Reg0058720,"Frankrig, Napoléon I, Kejser af – (1769–1821)"
Frankrig,"Napoleon III, Kejser af —",1808,1873,exact,1,Reg0058730,"Frankrig, Napoléon III, Kejser af – (1808–1873)"
Fredstrup,Axel,1830,1894,exact,1,Reg0058950,"Fredstrup, Axel (1830–1894)"
Fredstrup,"Josephine Amalie, f. Worre",1840,1917,surname_year_mismatch,2,Reg0058950;Reg0058960,"Fredstrup, Axel (1830–1894) | Fredstrup, Petrine (1827–1881)"
Frémont,John Charles,1813,1890,exact,1,Reg0059060,"Frémont, John Charles (1813–1890)"
Freund,"Amalie Elisabeth, f. v. Würden",1807,1866,surname_only,2,Reg0059140;Reg0059150,"Freund | Freund, Casimir Georg (1831–?)"
Freund,Johan Frederik,1785,1857,exact,1,Reg0059190,"Freund, Johan Frederik (1785–1857)"
Friedrich,Friedr.,1828,1890,none,0,,
Fries,Elias,1794,1878,exact,1,Reg0059360,"Fries, Elias (1794–1878)"
Friis,Hans G.,1839,1892,surname_only,3,Reg0059390;Reg0059410;Reg0059450,"Friis, Frøken | Friis, Christine (Kirstine), f. Schrøder (1822–?) | Friis, Jørgen, se: Friis, Johan."
Frijs,"Agnes Krag-Juel-Vind-, Komtesse",1852,1871,exact,1,Reg0059480,"Frijs, Agnes Krag-Juel-Vind-, Komtesse (1852–1871)"
Frijs,"C. E. Krag-Juel-Vind-, Lensgreve",1817,1896,exact,1,Reg0059500,"Frijs, C. E. Krag-Juel-Vind-, Greve (1817–1896)"
Frijs,"Mogens Krag-Juel-Vind-, Greve",1849,1923,exact,1,Reg0059590,"Frijs, Mogens Krag-Juel-Vind-, Greve (1849–1923)"
Frijs,"Thyra Krag-Juel-Vind-, Lensgrevinde, f. Haffner",1821,1881,ambiguous,2,Reg0059580;Reg0059600,"Frijs, Julius Krag-Juel-Vind-, Greve (1821–1885) | Frijs, Thyra Krag-Juel-Vind-, Lensgrevinde, f. Haffner (1821–1881)"
Frisch,Julius Theodor,1818,1895,exact,1,Reg0059640,"Frisch, Julius Theodor (1818–1895)"
Frommann,Friedr. Joh.,1797,1886,exact,1,Reg0059740,"Frommann, Friedrich Johann (1797–1886)"
Fryxell,Anders,1795,1881,exact,1,Reg0059850,"Fryxell, Anders (1795–1881)"
Fröbel,Friedrich,1782,1852,none,0,,
Fröhlich,J. F.,1806,1860,exact,1,Reg0059910,"Fröhlich, J. F. (1806–1860)"
Frölich,Johannes,1800,1865,surname_year_mismatch,5,Reg0059920;Reg0059930;Reg0059940;Reg0059950;Reg0059960,"Frölich, Anna Christina (1773–1850) | Frølich, Carolina (Lina), f. in de Betou (1823–1872) | Frølich, Edina (1859–1958) | Frølich, Johan Jacob (1781–1858) | Frølich, Lorenz (1820–1908)"
Frölich,Lorenz,1820,1908,exact,1,Reg0059960,"Frølich, Lorenz (1820–1908)"
Fugl,August Emil,1813,1849,exact,1,Reg0060030,"Fugl, August Emil (1813–1849)"
Fugl,Ulrik Nicolai,1807,1867,surname_year_mismatch,3,Reg0060030;Reg0060040;Reg0060050,"Fugl, August Emil (1813–1849) | Fugl, George Edward (1841–1900) | Fugl, Silvio (1844–1924)"
Funch,David Emil,1822,1910,surname_year_mismatch,3,Reg0060120;Reg0060130;Reg0060140,"Funch, D. E. (1821–1910) | Funch, Emma Maria, f. Friherreinde Lagerheim (1834–1895) | Funch, William C. F. (1837–1872)"
Funch,William C. A. F.,1837,1872,exact,1,Reg0060140,"Funch, William C. F. (1837–1872)"
Fürst,Olivia,1831,1888,surname_only,1,Reg0060170,"Fürst, Frøken"
Fürst,Thorvald Chr.,1820,1844,surname_only,1,Reg0060170,"Fürst, Frøken"
Fønss,Karen Julie,1814,1844,surname_year_mismatch,5,Reg0060230;Reg0060240;Reg0060250;Reg0060260;Reg0060270,"Fønss, Frederik Jørgen (1794–1885) | Fønss, Henrik (1796–1887) | Fønss, Holger Lauritz Basse (1807–1894) | Fønss, Niels Basse (1793–1858) | Fønss, Rogert (1796–1882)"
Fønss,"Louise, f. Wedel-Heinen",1796,1864,ambiguous,2,Reg0060240;Reg0060270,"Fønss, Henrik (1796–1887) | Fønss, Rogert (1796–1882)"
Gad,H. C.,1807,1865,surname_year_mismatch,7,Reg0060320;Reg0060330;Reg0060340;Reg0060350;Reg0060360;Reg0060370;Reg0060380,"Gad, Christian Sophus (1827–1899) | Gad, Dorothea (Thea), f. Tønsberg (1840–1889) | Gad, Elieser (1823–1852) | Gad, G. E. G. (1830–1906) | Gad, Knud (1797–1870) | Gad, P. G. Stenersen (1797–1851) | Gad, Sophie Georgia, f. Clausen (1799–1875)"
Gade,"Mathilde, f. Stæger",1833,1915,exact,1,Reg0060460,"Gade, Mathilde, f. Stæger (1833–1915)"
Gade,Niels W.,1817,1890,exact,1,Reg0060470,"Gade, Niels W. (1817–1890)"
Galitzin,"Vasilij Petrovic, Fyrste",1800,1862,exact,1,Reg0060600,"Galitzin, Vasiliu Petrovid, Fyrste (1800–1862)"
Gammeltoft,Carl,1855,1934,exact,1,Reg0060730,"Gammeltoft, Carl (1855–1934)"
Gammeltoft,Chr.,1818,1873,exact,1,Reg0060740,"Gammeltoft, Chr. (1818–1873)"
Garcia,Manuel,1805,1906,none,0,,
Gardthausen,Gustav,1807,1872,none,0,,
Garibaldi,Giuseppe,1807,1882,exact,1,Reg0060840,"Garibaldi, Giuseppe (1807–1882)"
Gaskell,Elizabeth,1810,1865,none,0,,
Gaudy,Franz v.,1800,1840,none,0,,
Geel,Jacob,1789,1862,exact,1,Reg0061170,"Geel, Jacob (1789–1862)"
Geibel,Karl,1806,1884,exact,1,Reg0061250,"Geibel, Karl (1806–1884)"
Geibel,Marie,1863,1918,exact,1,Reg0061280,"Geibel, Marie (1863–1918)"
Geijer,Erik Gustaf,1789,1847,surname_year_mismatch,2,Reg0061290;Reg0061300,"Geijer, Erik Gustaf (1783–1847) | Geijer, Knut (1817–1849)"
Gerdislaw,"Charlotte v., tysk Forfatterinde III, 65. Gerson, Nicolai",1802,1865,surname_only,1,Reg0061410,"Gerdislaw, Charlotte von"
Gianelli,"Gipser I, 16. V, 6. Gieti, Franz Xaver, Ritter v.",1803,1888,surname_year_mismatch,1,Reg0061660,"Gianelli, Gaudenz (ca. 1820–1887)"
Gluck,Christoph Willibald,1714,1787,exact,1,Reg0062110,"Gluck, Ghristoph Willibald, Ritter von (1714–1787)"
Goethe,Johann Wolfgang v.,1749,1832,exact,1,Reg0064570,"Goethe, Johann Wolfgang von (1749–1832)"
Goldschmidt,M.,1819,1887,exact,1,Reg0062410,"Goldschmidt, M. (1819–1887)"
Good,"Hannah, f. Nathanson",1822,1885,exact,1,Reg0062500,"Good, Hannah, f. Nathanson (1822–1885)"
Good,William,1819,1879,exact,1,Reg0062510,"Good, William (1819–1879)"
Gotschalk,"Johanne, f. Rosing",1827,1900,exact,1,Reg0062600,"Gotschalk, Johanne, f. Rosing (1827–1900)"
Gotschalk,John Kierulf,1820,1889,exact,1,Reg0062610,"Gotschalk, John Kierulf (1820–1889)"
Gottlieb,"se Collin, Gottlieb. Gounod, Charles",1818,1893,surname_only,1,Reg0062660,"Gottlieb, se: Gollin, Gottlieb."
Gourlie,"John H., Autografsamler i New York IV, 119. Grahl, A.",1791,1868,none,0,,
Grahn,Lucile,1819,1907,exact,1,Reg0062800,"Grahn, Lucile (1819–1907)"
Grandjean,Axel,1847,1932,exact,1,Reg0062840,"Grandjean, Axel (1847–1932)"
Grandjean,C. F.,1811,1877,exact,1,Reg0062850,"Grandjean, G. F. (1811–1877)"
Gravenhorst-Lövenstjerne,Robert,1840,1894,exact,1,Reg0062960,"Gravenhorst-Lovenstjerne, Robert (1840–1894)"
Grevenkop-Castenskiold,"se Castenskiold. Griepenkerl, W. R.",1810,1868,surname_only,1,Reg0063080,"Grevenkop-Castenskiold, se: Castenskiold."
Grossmann,"Badelæge i Ems IV, 57, 58. Groth, E. P. C. M.",1821,1867,surname_only,1,Reg0063390,Grossmann
Grove,C. F.,1822,1883,exact,1,Reg0063460,"Grove, C. F. (1822–1883)"
Grubbe,Marie,1643,1718,exact,1,Reg0063520,"Grubbe, Marie (ca. 1643–1718)"
Grækenland,"Georg I, Konge af —",1845,1913,exact,1,Reg0063700,"Grækenland, Georgios I, Konge af – (1845–1913)"
Grækenland,"Otto I, Konge af —",1815,1867,exact,1,Reg0063730,"Grækenland, Otto I, Konge af – (1815–1867)"
Grøn,"Ada, f. Courtois",1830,1917,exact,1,Reg0063740,"Grøn, Ada, f. Courtois (1830–1917)"
Gudmundsson,Stefan,1814,1865,exact,1,Reg0063850,"Gudmundsson, Stefan (1814–1865)"
Guizot,F.,1787,1874,none,0,,
Guldberg,"se Høegh-Guldberg. Guldbrand, Chr.",1780,1847,surname_only,1,Reg0063960,"Guldberg, se: Høegh-Guldberg."
Gundelach,Fr. C.,1785,1847,none,0,,
Gundersen,G. E.,1817,1890,exact,1,Reg0064070,"Gundersen, Gunder Emanuel (1817–1890)"
Gurlitt,Cornelius,1820,1901,exact,1,Reg0064120,"Gurlitt, Cornelius (1820–1901)"
Gutzkow,Karl,1811,1878,exact,1,Reg0064200,"Gutzkow, Karl (1811–1878)"
Giildencrone,"Emma, Baronesse",1805,1886,none,0,,
Giildencrone,"Isabella, Baronesse, f. Biilow",1796,1873,none,0,,
Giildencrone,"Ludvig Ehrenreich, Baron",1833,1871,none,0,,
Güldencrone,"Ove, Baron",1795,1863,exact,1,Reg0064300,"Güldencrone, Ove, Lensbaron (1795–1863)"
Gyldenfeldt,H. H. af,1785,1866,none,0,,
Gyldenløve,"Ulrik Frederik, Greve",1638,1704,none,0,,
Gyllembourg-Ehrensvärd,"Thomasine, f.Bunt- zen",1773,1856,exact,1,Reg0064350,"Gyllembourg-Ehrensvärd, Thomasine, f. Buntzen (1773–1856)"
Günther,Julius,1818,1904,exact,1,Reg0064420,"Günther, Julius (1818–1904)"
Hackländer,Friedrich Wilhelm v.,1816,1877,exact,1,Reg0064710,"Hackländer, Friedrich Wilhelm von (1816–1877)"
Haffner,Valdemar,1816,1894,exact,1,Reg0064790,"Haffner, Waldemar (1816–1894)"
Haffner,Wentzel,1810,1835,exact,1,Reg0064800,"Haffner, Wolfgang (1810–1887)"
Haffner,Wolfgang,1810,1887,exact,1,Reg0064800,"Haffner, Wolfgang (1810–1887)"
Hage,Alfred,1803,1872,exact,1,Reg0064820,"Hage, Alfred (1803–1872)"
Hage,"Vilhelmine, f. Faber",1810,1891,exact,1,Reg0064900,"Hage, Vilhelmine, f. Faber (1810–1891)"
Hagen,Lauritz Terpager,1791,1873,exact,1,Reg0064990,"Hagen, Lauritz Terpager (1791–1873)"
Hagerup,Hans,1823,1883,none,0,,
Hahn-Hahn,"Ida, Grevinde, f. v. Hahn",1805,1880,exact,1,Reg0065110,"Hahn-Hahn, Ida, Grevinde, f. von Hahn (1805–1880)"
Hallager,Thora,1821,1884,exact,1,Reg0065240,"Hallager, Thora (1821–1884)"
Hambro,"Carl Joachim, Baron",1807,1877,exact,1,Reg0065320,"Hambro, Carl Joachim (1807–1877)"
Hambro,Joseph,1780,1848,exact,1,Reg0065360,"Hambro, Joseph (1780–1848)"
Hamilton,"Adolf, Friherre",1820,1896,exact,1,Reg0065400,"Hamilton, Adolf Ludvig, Greve (1820–1896)"
Hamilton,"Agnes, Friherreinde, f. Geijer",1824,1885,exact,1,Reg0065410,"Hamilton, Agnes, Grevinde, f. Geijer (1824–1885)"
Geijer,"g. m. Adolf H. III, 220. V, 333. Hamilton, Henning, Greve",1814,1886,surname_year_mismatch,2,Reg0061290;Reg0061300,"Geijer, Erik Gustaf (1783–1847) | Geijer, Knut (1817–1849)"
Hammerich,Martin,1811,1881,surname_year_mismatch,4,Reg0065590;Reg0065610;Reg0065620;Reg0065630,"Hammerich, Angul (1848–1931) | Hammerich, Frederik (1809–1877) | Hammerich, Julie, f. Scheuermann (1806–1879) | Hammerich, Thyra (1846–1921)"
Hanck,Caroline,1816,1901,exact,1,Reg0065670,"Hanck, Caroline (1816–1901)"
Hanck,H. T.,1776,1840,exact,1,Reg0065700,"Hanck, J. H. T. (1776–1840)"
Hanck,Henriette,1807,1846,exact,1,Reg0065690,"Hanck, Henriette (Jette) (1807–1846)"
Hanck,"Madseline, f. Iversen",1788,1851,exact,1,Reg0065710,"Hanck, Madseline, f. Iversen (1788–1851)"
Hanfstängl,Franz v.,1804,1877,exact,1,Reg0065740,"Hanfstängl, Franz von (1804–1877)"
Hans,"Tjener hos Chr. Thyberg II, 284. V, 223. Hansen, Christian",1803,1883,surname_only,3,Reg0065800;Reg0065810;Reg0065820,"Hans | Hans, Prins, se: Glücksborg, Johan. | Hans"
Hansen,Christian,1812,1880,ambiguous,2,Reg0066130;Reg0066390,"Hansen, Christian (1812–1880) | Hansen, Jens Peter (1812–1894)"
Hansen,C. P. M.,1803,1879,ambiguous,2,Reg0066110;Reg0066120,"Hansen, Carl Peter Mathias (1803–1879) | Hansen, Christian (1803–1883)"
Hansen,Edvard,1820,1874,exact,1,Reg0066210,"Hansen, Edvard (1820–1874)"
Hansen,"Erhardine, f. Rantzau",1815,1893,ambiguous,2,Reg0066270;Reg0066540,"Hansen, Erhardine, f. Rantzau (1815–1893) | Hansen, Mariane, f. Dam (1815–1902)"
Hansen,F. J.,1810,1852,ambiguous,3,Reg0066010;Reg0066050;Reg0066430,"Hansen, C. A. (1810–1874) | Hansen, C. J. (1810–1882) | Hansen, Jørgen Laurits Vilh. (1810–1884)"
Hansen,Georg E.,1833,1891,exact,1,Reg0066290,"Hansen, Georg E. (1833–1891)"
Hansen,Hans,1801,1830,surname_only,28,Reg0065830;Reg0065840;Reg0065850;Reg0065870;Reg0065880;Reg0065890;Reg0065900;Reg0065920;Reg0065950;Reg0065970;Reg0066060;Reg0066090;Reg0066100;Reg0066160;Reg0066170;Reg0066200;Reg0066310;Reg0066340;Reg0066380;Reg0066400;Reg0066420;Reg0066460;Reg0066470;Reg0066560;Reg0066610;Reg0066620;Reg0066670;Reg0066700,"Hansen (1862), se: Matthison-Hansen, Hans. | Hansen | Hansen | Hansen, Frøken | Hansen | Hansen | Hansen | Hansen, Albert | Hansen, Amalie | Hansen, Anna | Hansen, Carl | Hansen, Carl Emil (1829–?) | Hansen, Carl Georg (ca. 1862–?) | Hansen, Dagmar Caroline Gatinka (ca. 1861–?) | Hansen, David Julius (død 1889) | Hansen, Edmund, Øjenlæge, se: Grut. | Hansen, Gunild Margrete | Hansen, Hans Peter (1841–?) | Hansen, Jens | Hansen, Johannes | Hansen, Jørgen (død 1842) | Hansen, Kristen | Hansen, Laurids Siegfried (1866–?) | Hansen, Nicoline Sophie Georgine, f. Schjødt | Hansen, Peter Christian (1803–?) | Hansen, Poul (Hanssøn, Povel) (død 1617) | Hansen, Thora Lovise Augusta | Hansen, Vilhelmine Jacobine (død 1885, 82 år gl.)"
Paludan-Müller,"Odense I, 28. V, 9. VI, 39. Hansen, Hans Jacob",1797,1830,surname_year_mismatch,5,Reg0099070;Reg0099080;Reg0099090;Reg0099100;Reg0099110,"Paludan-Müller, Benedicte (1843–1916) | Paludan-Müller, Charite, f. Borch (1801–1884) | Paludan-Müller, Charlotte Christiane, f. Tryde (1816–1874) | Paludan-Müller, Frederik (1809–1876) | Paludan-Müller, Jens (1813–1899)"
Hansen,Ida,1815,1889,ambiguous,2,Reg0066270;Reg0066540,"Hansen, Erhardine, f. Rantzau (1815–1893) | Hansen, Mariane, f. Dam (1815–1902)"
Hansen,Jørgen Salomon,1822,1895,ambiguous,2,Reg0066080;Reg0066440,"Hansen, Carl Emil (1822–1888) | Hansen, Jørgen Salomon (1822–1895)"
Hansen,P.,1840,1905,exact,1,Reg0066590,"Hansen, P. (1840–1905)"
Hansen,Theophilus,1813,1891,ambiguous,2,Reg0066660;Reg0066680,"Hansen, Theophilus (1813–1891) | Hansen, Urban (1813–1895)"
Harbou,Johannes,1810,1891,exact,1,Reg0066890,"Harbou, Johannes (1810–1891)"
Hartlaub,Karl,1792,1874,exact,1,Reg0067090,"Hartlaub, Karl (1792–1874)"
Hartmann,"Bolette, f. Puggaard",1844,1929,ambiguous,2,Reg0067160;Reg0067260,"Hartmann, Bolette, f. Puggaard (1844–1929) | Hartmann, Ernst (1844–1911)"
Hartmann,Emil,1836,1898,exact,1,Reg0067220,"Hartmann, Emil (1836–1898)"
Hartmann,"Emma, f. Zinn",1807,1851,ambiguous,2,Reg0067230;Reg0067390,"Hartmann, Emma, f. Zinn (1807–1851) | Hartmann, Thora, f. Jacobsen (1807–1889)"
Hartmann,"Helene, f. Schneeberger",1845,1898,exact,1,Reg0067340,"Hartmann, Maria (1845–1851)"
Hartmann,Moritz,1821,1872,surname_only,3,Reg0067100;Reg0067110;Reg0067180,"Hartmann, Berider | Hartmann | Hartmann, Carl (1818–ca. 57)"
Hartmann,"Thora, f. Jacobsen",1807,1889,ambiguous,2,Reg0067230;Reg0067390,"Hartmann, Emma, f. Zinn (1807–1851) | Hartmann, Thora, f. Jacobsen (1807–1889)"
Hase,Karl August v.,1800,1890,exact,1,Reg0067540,"Hase, Karl August von (1800–1890)"
Hasebroek,J. P.,1812,1896,none,0,,
Hasselbalch,Fr. Deichmann,1779,1860,none,0,,
Hauch,Adam G. 0.,1836,1914,exact,1,Reg0067630,"Hauch, Adam G. 0. (1836–1914)"
Hauch,Carsten,1790,1872,exact,1,Reg0067640,"Hauch, Carsten (1790–1872)"
Hauch,Marie,1834,1915,exact,1,Reg0067680,"Hauch, Marie (1834–1915)"
Haugsted,Jørgen,1804,1889,exact,1,Reg0067760,"Haugsted, J. (1804–1889)"
Hawthorne,Nathaniel,1804,1864,none,0,,
Hay,Sir John Drummond,1816,1893,exact,1,Reg0067930,"Hay, Sir John Drummond (1816–1893)"
Heber,Carl Vilhelm,1771,1839,exact,1,Reg0068040,"Heber, Carl Vilhelm (1771–1839)"
Hecksher,"Ida, f. Bang",1813,1891,surname_only,1,Reg0068090,"Hecksher, L. A. (død 1874, 69 år gl.)"
Hecksher,Wilhelmine,1850,1871,exact,1,Reg0068100,"Hecksher, Wilhelmine (1850–1871)"
Hedemann,Hans,1792,1859,exact,1,Reg0068160,"Hedemann, Hans (1792–1859)"
Heegaard,Thomas,1781,1831,exact,1,Reg0068220,"Heegaard, Thomas Wissing (1781–1831)"
Hegel,F. V.,1817,1887,exact,1,Reg0068250,"Hegel, F. V. (1817–1887)"
Heger,Juliane,1815,1899,surname_year_mismatch,1,Reg0068260,"Heger, Anna Louise (1799–1833)"
Heggelund,"William Christian III, 14, 40. V, 272. Heiberg, Johan Ludvig",1791,1860,surname_only,1,Reg0068330,"Heggelund, Frue"
Heiberg,"Johanne Luise, f. Pätges",1812,1890,exact,1,Reg0068370,"Heiberg, Johanne Luise, f. Pätges (1812–1890)"
Heiberg,P. A.,1758,1841,exact,1,Reg0068440,"Heiberg, Peter Andreas (1758–1841)"
Heide,Louise Catharine Sophie,1793,1856,none,0,,
Heine,Heinrich,1797,1856,exact,1,Reg0068590,"Heine, Heinrich (1797–1856)"
Heine,Salomon,1767,1844,exact,1,Reg0068600,"Heine, Salomon (1767–1844)"
Heinen,"Isabella, f. v. Bülow",1796,1873,exact,1,Reg0068650,"Heinen, Isabella, f. von Bülow (1796–1873)"
Heinke,Clara,1825,1892,exact,1,Reg0068680,"Heinke, Clara (1825–1892)"
Heise,P.,1830,1879,exact,1,Reg0068730,"Heise, Peter (1830–1879)"
Helgesen,Hans,1793,1858,exact,1,Reg0068780,"Helgesen, Hans (1793–1858)"
Helms,Henrik Steffens,1835,1914,exact,1,Reg0068880,"Helms, Henrik Steffens (1835–1914)"
Helst,Bartholomaeus van der,1613,1670,none,0,,
Helsted,Carl,1818,1904,exact,1,Reg0068910,"Helsted, Carl (1818–1904)"
Helsted,Edv.,1816,1900,exact,1,Reg0068920,"Helsted, Edvard (1816–1900)"
Kapelmusikus,"Komponist I, 346. V, 95, 109, 232, 289. Hempel, Søren",1775,1844,none,0,,
Henne,"Johanne Clausine, f. Hornemann",1783,1864,exact,1,Reg0069140,"Henne, Johanne Clausine, f. Hornemann (1783–1864)"
Henrik,"se Stampe, Henrik. Henriques, Benny",1814,1847,surname_only,2,Reg0069290;Reg0069310,"Henrik, se: Stampe, Henrik. | Henrik"
Henriques,"Emma, f. Meyersohn",1838,1930,exact,1,Reg0069410,"Henriques, Emma, f. Meyersohn (1838–1930)"
Henriques,M.,1775,1857,surname_only,1,Reg0069360,Henriques
Henriques,Martin R.,1825,1912,exact,1,Reg0069470,"Henriques, Martin R. (1825–1912)"
Henriques,Robert,1858,1914,exact,1,Reg0069500,"Henriques, Robert (1858–1914)"
Henriques,Simon R.,1828,1890,exact,1,Reg0069540,"Henriques, Simon R. (1828–1890)"
Henriques,"Therese, f. Abrahamson",1833,1882,exact,1,Reg0069550,"Henriques, Therese, f. Abrahamson (1833–1882)"
Herbst,"Anna, f. Rasch",1746,1835,surname_only,1,Reg0069610,"Herbst, Frøknerne"
Herder,Johann Gottfried v.,1744,1803,exact,1,Reg0069690,"Herder, Johann Gottfried von (1744–1803)"
Hertel,Jacob Samuel,1792,1867,surname_year_mismatch,3,Reg0069820;Reg0069830;Reg0069840,"Hertel, Agathe, f. Hertel (1816–1902) | Hertel, Agathe (1850–1892) | Hertel, August Wolfgang (1806–1872)"
Herwerden,"Galathea van, f. van Deen",1836,1900,exact,1,Reg0070040,"Herwerden, Galathea van, f. van Deen (1836–1900)"
Melchior,"g. m. H. van H. III, 250. V, 341. Herwerden, H. van",1831,1910,surname_only,2,Reg0090410;Reg0090660,"Melchior, Familien | Melchior, Mine, se: Melchior, Emilie (Mille)."
Hessen-Kassel,"Anna, Prinsesse af —, f. Prin­ sesse af Preussen",1836,1884,exact,1,Reg0070170,"Hessen-Kassel, Anna, Prinsesse af –, f. Prinsesse af Preussen (1836–1918)"
Hessen-Philippsthal-Barchfeld,"Ernst, Prins af—",1789,1850,none,0,,
Hessen-Philippsthal-Barchfeld,"Juliane So­ phie, Prinsesse af —, f. Prinsesse af Dan­ mark",1788,1850,none,0,,
Hetzel,Jules,1814,1886,exact,1,Reg0070300,"Hetzel, Jules (1814–1886)"
Heyerdahl,Henry van Kervel,1825,1903,exact,1,Reg0070410,"Heyerdahl, Henry (1825–1903)"
Hillerup,F. C.,1793,1861,exact,1,Reg0070600,"Hillerup, F. G. (1793–1861)"
Himmer,Johann Peter,1801,1867,exact,1,Reg0070630,"Himmer, Johann Peter (1801–1867)"
Hindenburg,F. L.,1792,1863,ambiguous,2,Reg0070650;Reg0070660,"Hindenburg, F. L. (1792–1863) | Hindenburg, Georg Daniel (1792–1867)"
Hirschsprung,Heinrich,1836,1908,exact,1,Reg0070750,"Hirschsprung, Heinrich (1836–1908)"
Hirschsprung,Pauline f. Jacobson,1845,1912,exact,1,Reg0070760,"Hirschsprung, Pauline Elisabeth, f. Jacobson (1845–1912)"
Hitzig,Julius Eduard,1780,1849,exact,1,Reg0070770,"Hitzig, Julius Eduard (1780–1849)"
Hjort,Peder,1793,1871,exact,1,Reg0070930,"Hjort, Peder (1793–1871)"
Hoffmann,Carl,1802,1883,exact,1,Reg0071040,"Hoffmann, Carl (1802–1883)"
Hoffmann,E. T. A.,1776,1822,exact,1,Reg0071050,"Hoffmann, E. Th. A. (1776–1822)"
Hoffmeyer,Cordulus Henrik Emil,1832,1898,exact,1,Reg0071080,"Hoffmeyer, Cordulus Henrik Emil (1832–1898)"
Hohlenberg,"Birgitte, f. Malling",1800,1886,exact,1,Reg0071200,"Hohlenberg, Birgitte, f. Malling (1800–1886)"
Hohlenberg,Joh. Chr. Carl,1803,1849,exact,1,Reg0071220,"Hohlenberg, Joh. Chr. Carl (1803–1849)"
Holbeck,H. C. G.,1828,1911,none,0,,
Holberg,Ludvig,1684,1754,exact,1,Reg0071380,"Holberg, Ludvig (1684–1754)"
Holck,"Caroline Elisabeth, Grevinde, f. Møl­ ler",1795,1852,exact,1,Reg0071430,"Holck, Caroline Elisabeth, Grevinde, f. Møller (1795–1852)"
Holck,"Christian, Baron",1847,1919,exact,1,Reg0071450,"Holck, Christian, Baron (1847–1919)"
Holck,"Julius, Greve",1789,1857,exact,1,Reg0071500,"Holck, Julius, Greve (1789–1857)"
Holck,"Natalia, Grevinde, f. Ryge",1816,1895,exact,1,Reg0071510,"Holck, Nathalia, Grevinde, f. Ryge (1816–1895)"
