collin_surname,collin_given_names,collin_birth_year,collin_death_year,match_tier,match_count,match_reg_ids,match_labels
Liebe,"Emilie, f. Egense",1831,1881,exact,1,Reg0084690,"Liebe, Emilie, f. Egense (1831–1881)"
Liebe,Georg Julius,1788,1845,surname_year_mismatch,4,Reg0084670;Reg0084680;Reg0084690;Reg0084700,"Liebe, C. (1820–1900) | Liebe, C. F. J. H. (1815–1883) | Liebe, Emilie, f. Egense (1831–1881) | Liebe, Theodor (1823–1893)"
Liebe,Theodor,1823,1893,exact,1,Reg0084700,"Liebe, Theodor (1823–1893)"
Liebig,Justus v.,1803,1873,exact,1,Reg0084740,"Liebig, Justus von, Friherre (1803–1873)"
Liebmann,Axel,1849,1876,ambiguous,2,Reg0084750;Reg0084780,"Liebmann, Axel (1849–1876) | Liebmann, Nanna, f. Lehmann (1849–1935)"
Lind,Agnete,1849,1915,exact,1,Reg0084890,"Lind, Agnethe (1849–1915)"
Lind,Anna,1843,1915,exact,1,Reg0084900,"Lind, Anna (1843–1915)"
Lind,Ingeborg,1841,1924,exact,1,Reg0084910,"Lind, Ingeborg (1841–1924)"
Lind,Jenny,1820,1887,exact,1,Reg0084930,"Lind, Jenny (1820–1887)"
Lind,"Louise, f. Collin",1813,1898,exact,1,Reg0084940,"Lind, Louise, f. Collin (1813–1898)"
Lind,W.,1807,1891,exact,1,Reg0084980,"Lind, W. (1807–1891)"
Lindegaard,"Johanne Marie, f. Colling",1763,1838,exact,1,Reg0085120,"Lindegaard, Salomon (1763–1825)"
Linstow,Carl Adolph v.,1806,1857,exact,1,Reg0085360,"Linstow, Carl Adolph von (1806–1857)"
Bataillon,"Kam­ merjunker II, 166. V, 180. Linstow, Fr. August v.",1775,1848,none,0,,
Linstow,Otto Ferd. v.,1818,1893,surname_year_mismatch,2,Reg0085350;Reg0085360,"Linstow, August Wilhelm Frantz von (1814–1887) | Linstow, Carl Adolph von (1806–1857)"
Liszt,Franz,1811,1886,exact,1,Reg0085410,"Liszt, Franz (1811–1886)"
Liunge,A. P.,1798,1879,exact,1,Reg0085420,"Liunge, A. P. (1798–1879)"
Livingstone,David,1813,1873,exact,1,Reg0085480,"Livingstone, David (1813–1873)"
Lobedanz,Edmund,1820,1882,exact,1,Reg0085540,"Lobedanz, Edmund (1820–1882)"
Lohmeyer,Charles Beckwith,1810,1874,surname_only,2,Reg0085600;Reg0085610,"Lohmeyer, Charles Beckwith (ca. 1810–74) | Lohmeyer, John Henry Beckwith"
Bentley,"London II, 128, 139. V, 158, 165. Longfellow, H. W.",1807,1882,surname_only,7,Reg0036540;Reg0036550;Reg0036560;Reg0036570;Reg0036580;Reg0036590;Reg0036610,"Bentley, Mrs. George. | Bentley, Mrs. Richard (død 1871) | Bentley, Alfred | Bentley, Annie | Bentley, Charlotte | Bentley, Frederick | Bentley, Horatio"
Lorck,Carl B.,1814,1905,exact,1,Reg0085740,"Lorck, Carl B. (1814–1905)"
Lorck,J. H.,1810,1895,exact,1,Reg0085770,"Lorck, J. H. (1810–1895)"
Lortzing,G. A.,1801,1851,exact,1,Reg0085920,"Lortzing, G. A. (1801–1851)"
Lose,C. C.,1821,1892,exact,1,Reg0085940,"Lose, C. C. (1821–1892)"
Lumbye,H. C.,1810,1874,exact,1,Reg0086230,"Lumbye, H. C. (1810–1874)"
Lund,"Axelline, f. Mørch",1836,1918,ambiguous,2,Reg0086270;Reg0086300,"Lund, Axelline, f. Mørch (1836–1918) | Lund, Christian (1836–1894)"
Lund,Chr. Carl Fr.,1820,1891,surname_only,5,Reg0086250;Reg0086280;Reg0086350;Reg0086360;Reg0086430,"Lund | Lund, Chr., Digter, se: Lund, O. G. | Lund, H. C. (død 1871, 69 år gl.) | Lund, Hans | Lund, Johan R. (død 1893)"
Lund,F. C.,1826,1901,ambiguous,2,Reg0086320;Reg0086470,"Lund, F. C. (1826–1901) | Lund, Louis (1826–1901)"
Lund,Henrik,1825,1889,ambiguous,2,Reg0086370;Reg0086530,"Lund, Henrik (1825–1889) | Lund, Thorvald (1825–1898)"
Lund,Jacob,1831,1891,surname_only,5,Reg0086250;Reg0086280;Reg0086350;Reg0086360;Reg0086430,"Lund | Lund, Chr., Digter, se: Lund, O. G. | Lund, H. C. (død 1871, 69 år gl.) | Lund, Hans | Lund, Johan R. (død 1893)"
Lund,Jens,1796,1836,surname_only,5,Reg0086250;Reg0086280;Reg0086350;Reg0086360;Reg0086430,"Lund | Lund, Chr., Digter, se: Lund, O. G. | Lund, H. C. (død 1871, 69 år gl.) | Lund, Hans | Lund, Johan R. (død 1893)"
Lund,J. J. G.,1801,1884,exact,1,Reg0086400,"Lund, Johan Jacob Georg (1801–1884)"
Lund,"Louise, f. Malling",1829,1895,exact,1,Reg0086500,"Lund, O. C. (1829–1896)"
Lund,Ludvig,1844,1912,exact,1,Reg0086450,"Lund, L. (1844–1912)"
Lund,M. M.,1803,1866,exact,1,Reg0086460,"Lund, Laura Tønder (1803–1831)"
Lund,O. C.,1829,1896,exact,1,Reg0086500,"Lund, O. C. (1829–1896)"
Lund,"Vahlia, f. Hornemann",1807,1890,exact,1,Reg0086550,"Lund, Vahlia, f. Hornemann (1807–1890)"
Luno,Bianco,1795,1852,none,0,,
Luther,Martin,1483,1546,exact,1,Reg0086670,"Luther, Martin (1483–1546)"
Lüth,"Christiane, f. Fischer",1817,1900,exact,1,Reg0086870,"Lüth, Christiane, f. Fischer (1817–1900)"
Lüttichau,Hans Helmuth,1804,1857,surname_year_mismatch,5,Reg0086980;Reg0086990;Reg0087000;Reg0087010;Reg0087020,"Lüttichau, Constant Arnold Ulysses (1847–1906) | Lüttichau, Ida von, f. von Knobelsdorff (1798–1856) | Lüttichau, Idalia, f. Dirckinck Friherreinde af Holmberg (1808–1899) | Lüttichau, Mathias (1795–1870) | Lüttichau, Wolff von (1786–1863)"
Lüttichau,"Idalia, f. Dirckinck Friherreinde af Holmfeld",1808,1899,exact,1,Reg0087000,"Lüttichau, Idalia, f. Dirckinck Friherreinde af Holmberg (1808–1899)"
Lüttichau,Wolff v.,1786,1863,exact,1,Reg0087020,"Lüttichau, Wolff von (1786–1863)"
Lytton,Sir Edward Bulwer-,1803,1873,exact,1,Reg0087040,"Lytton, Sir Edward Bulwer- (1803–1873)"
Lytton,Edward Robert Bulwer-,1831,1891,exact,1,Reg0087050,"Lytton, Edward Robert Bulwer- (1831–1891)"
Læssøe,Axel,1861,1916,exact,1,Reg0087260,"Læssøe, Axel (1861–1916)"
Læssøe,Niels Frederik,1775,1831,surname_only,1,Reg0087360,"Læssøe, Niels Frederik (1869–?)"
Læssøe,"Signe, f. Abrahamson",1781,1870,exact,1,Reg0087370,"Læssøe, Signe, f. Abrahamson (1781–1870)"
Læssøe,Thorald,1816,1878,exact,1,Reg0087380,"Læssøe, Thorald (1816–1878)"
Löffler,Carl,1810,1853,exact,1,Reg0087410,"Løffler, Carl (1810–1853)"
Lønborg,Frederik,1790,1860,surname_only,1,Reg0087480,"Lønborg, Frederikke (død 1904)"
Løvenskiold,H. S.,1815,1870,surname_only,1,Reg0087520,Løvenskiold
Løvenskiold,Leopold Herman Severin,1813,1848,exact,1,Reg0087630,"Løvenskiold, Leopold Herman Severin (1813–1848)"
Löwenstein-Wertheim,"Wilhelm, Prins af —",1783,1847,exact,1,Reg0087800,"Löwenstein-Wertheim, Wilhelm, Prins af – (1783–1847)"
Löwenstern,"Adelaide v., Friherreinde, f. Komtesse Schimmelmann",1796,1876,exact,1,Reg0087830,"Löwenstern, Adelaide von, Baronesse, f. Komtesse Schimmelmann (1796–1876)"
Löwenstern,"Georg Heinrich v., Friherre",1786,1856,exact,1,Reg0087840,"Löwenstern, Georg Heinrich von, Baron (1786–1856)"
Maase,"Olivia v. d., f. Colbiørnsen",1796,1877,surname_year_mismatch,6,Reg0087880;Reg0087900;Reg0087910;Reg0087920;Reg0087930;Reg0087940,"Maase, Caroline von der (1827–1886) | Maase, Caroline Amalie von der, f. Komtesse Holck-Winterfeldt (1842–1914) | Maase, Christian von der (1831–1893) | Maase, Frederik von der (1800–1866) | Maase, Frederik von der (1825–1905) | Maase, Olivia von der, f. Colbiørnsen (1795–1877)"
Madsen,Frederik,1834,1882,exact,1,Reg0088180,"Madsen, Frederik (1834–1882)"
Madvig,J. N.,1804,1886,exact,1,Reg0088220,"Madvig, J. N. (1804–1886)"
Magnus,J. C.,1812,1879,exact,1,Reg0088340,"Magnus, J. C. (1812–1879)"
Maire,Emile le,1814,1912,none,0,,
Malibran,"Maria Felicita, f. Garcia",1808,1836,exact,1,Reg0088400,"Malibran, Maria Félicita, f. Garcia (1808–1836)"
Maltitz,"Franz v., Baron",1794,1857,ambiguous,2,Reg0088520;Reg0088530,"Maltitz, Franz von, Friherre (1794–1857) | Maltitz, Gotthilf August von, Friherre (1794–1837)"
Maltitz,"Gotthilf August v., Friherre",1794,1837,ambiguous,2,Reg0088520;Reg0088530,"Maltitz, Franz von, Friherre (1794–1857) | Maltitz, Gotthilf August von, Friherre (1794–1837)"
Manderstierna,Alexandrine,1836,1913,exact,1,Reg0088590,"Manderstierna, Alexandra (1836–1913)"
Manderstierna,Elisabeth,1821,1904,exact,1,Reg0088600,"Manderstierna, Elisabeth (1821–1904)"
Mannerheim,"A. R., Friherre",1802,1867,exact,1,Reg0088650,"Mannerheim, A. R., Friherre (1802–1867)"
Manthey,Joh. Daniel,1771,1831,surname_only,2,Reg0088780;Reg0088790,"Manthey | Manthey, Frøken"
Mantzius,Kristian,1819,1879,exact,1,Reg0088820,"Mantzius, Kristian (1819–1879)"
Marcus,"Galathea, f. Melchior",1818,1906,exact,1,Reg0088910,"Marcus, Galathea, f. Melchior (1818–1906)"
Melchior,"g. m. L. N. M. IV, 58, 61. V, 388. Marcus, L. N.",1814,1879,exact,1,Reg0090740,"Melchior, Sally (1814–1865)"
Marées,Carl de,1793,1865,exact,1,Reg0089020,"Marées, Carl de (1793–1865)"
Mariager,P.,1827,1894,none,0,,
Marmier,Xavier,1809,1892,exact,1,Reg0089280,"Marmier, Xavier (1809–1892)"
Marr,Heinrich,1797,1871,exact,1,Reg0089330,"Marr, Heinrich (1797–1871)"
Marryat,Frederick,1792,1848,exact,1,Reg0089350,"Marryat, Frederick (1792–1848)"
Marschner,Heinrich,1795,1861,exact,1,Reg0089400,"Marschner, Heinrich (1795–1861)"
Marstrand,Wilhelm,1810,1873,exact,1,Reg0089460,"Marstrand, Wilhelm (1810–1873)"
Martin,Henri,1810,1883,exact,1,Reg0089570,"Martin, Henri (1810–1883)"
Mathiesen,Haagen,1759,1842,exact,1,Reg0089790,"Mathiesen, Haagen (1759–1842)"
Meisling,"Inger Cathrine, f. Hjarup",1793,1854,exact,1,Reg0090280,"Meisling, Inger Cathrine, f. Hjarup (1793–1854)"
Meisling,Peter,1825,1882,exact,1,Reg0090320,"Meisling, Peter (1825–1882)"
Meisling,Simon,1787,1856,exact,1,Reg0090330,"Meisling, Simon (1787–1856)"
Melbye,Anton,1818,1875,exact,1,Reg0090390,"Melbye, Anton (1818–1875)"
Melchior,Anna,1853,1881,exact,1,Reg0090420,"Melchior, Anna (1853–1881)"
Melchior,Carl H.,1855,1931,exact,1,Reg0090460,"Melchior, Carl H. (1855–1931)"
Melchior,"Dorothea, f. Henriques",1823,1885,exact,1,Reg0090490,"Melchior, Dorothea, f. Henriques (1823–1885)"
Melchior,Emil,1857,1881,exact,1,Reg0090500,"Melchior, Emil (1857–1881)"
Melchior,Israel,1827,1893,exact,1,Reg0090610,"Melchior, Israel (1827–1893)"
Melchior,"Johanne, f. Melchior",1848,1911,ambiguous,3,Reg0090620;Reg0090630;Reg0090780,"Melchior, Johanne (1848–1911) | Melchior, Louise (1848–1933) | Melchior, Thea (1848–1928)"
Melchior,Louise,1849,1934,exact,1,Reg0090650,"Melchior, Louise (1849–1934)"
Melchior,Nathan G.,1811,1872,exact,1,Reg0090710,"Melchior, Nathan G. (1811–1872)"
Meldahl,F.,1827,1908,exact,1,Reg0090850,"Meldahl, F. (1827–1908)"
Mellin,G. H.,1803,1876,exact,1,Reg0090890,"Mellin, G. H. (1803–1876)"
Mendelssohn-Bartholdy,Felix,1809,1847,exact,1,Reg0090920,"Mendelssohn-Bartholdy, Felix (1809–1847)"
Mérimée,Prosper,1803,1870,none,0,,
Mexiko,"Maximilian, Kejser af —",1832,1867,none,0,,
Meyer,Wilhelm,1824,1895,exact,1,Reg0091520,"Meyer, Wilhelm (1824–1895)"
Meyerbeer,Giacomo,1791,1864,exact,1,Reg0091550,"Meyerbeer, Giacomo (1791–1864)"
Meza,C. J. de,1792,1865,exact,1,Reg0091600,"Meza, G. J. de (1792–1865)"
Michel,Francisque,1809,1887,exact,1,Reg0091660,"Michel, Francisque (1809–1887)"
Michelsen,"Koffardikaptajn III, 348. V, 363. Michelsen, A. L. J.",1801,1881,exact,1,Reg0091710,"Michelsen, A. L. J. (1801–1881)"
Michelsen,"Marie, f. Duntzfelt",1819,1871,exact,1,Reg0091780,"Michelsen, Marie, f. Duntzfelt (1819–1871)"
Milanollo,Maria,1832,1848,exact,1,Reg0091890,"Milanollo, Maria (1832–1848)"
Milanollo,Teresa,1827,1904,exact,1,Reg0091900,"Milanollo, Teresa (1827–1904)"
Milo,Johan,1788,1861,none,0,,
Molbech,C.,1783,1857,exact,1,Reg0092240,"Molbech, C. (1783–1857)"
Molbech,Chr. K. F.,1821,1888,exact,1,Reg0092250,"Molbech, Chr. K. F. (1821–1888)"
Molière,Jean Baptiste Poquelin,1622,1673,exact,1,Reg0092310,"Moliere, Jean Baptiste Poquelin kaldet - (1622–1673)"
Moltke,"Adam Gottlob, Greve",1798,1863,ambiguous,2,Reg0092400;Reg0092490,"Moltke, Adam Gottlob, Greve (1798–1863) | Moltke, Carl, Greve (1798–1866)"
Moltke,"A. W., Lensgreve",1785,1864,exact,1,Reg0092420,"Moltke, Adam Wilhelm, Lensgreve (1785–1864)"
Moltke,Andreas,1843,1856,ambiguous,2,Reg0092430;Reg0092970,"Moltke, Amalie (Amy), Grevinde, f. Komtesse Danneskiold-Samsøe (1843–1876) | Moltke, Thusnelda (Nelly), Komtesse (1843–1928)"
Moltke,"Carl, Greve",1773,1858,exact,1,Reg0092510,"Moltke, Carl Emil, Greve (1773–1858)"
Moltke,"Carl, Greve",1798,1866,ambiguous,2,Reg0092400;Reg0092490,"Moltke, Adam Gottlob, Greve (1798–1863) | Moltke, Carl, Greve (1798–1866)"
Moltke,"Caroline, Lensgrevinde, f. v. d. Maase",1827,1886,ambiguous,4,Reg0092520;Reg0092810;Reg0092940;Reg0093020,"Moltke, Caroline, Lensgrevinde, f. von der Maase (1827–1886) | Moltke, Maria, Komtesse (1827–1889) | Moltke, Sophie Isabella Lætitia, Komtesse (1827–1898) | Moltke, Wilhelmine Annette Vilsentia, Komtesse (1827–1867)"
Moltke,"Luise Ernestine, f. Bramsen",1806,1878,exact,1,Reg0092660,"Moltke, Gustav Carl (1806–1887)"
Moltke,"Maria, Grevinde, f. v. Buchwald",1809,1895,exact,1,Reg0092800,"Moltke, Maria, Grevinde, f. von Buchwald (1809–1895)"
Moltke,"Marie, Komtesse",1815,1890,exact,1,Reg0092830,"Moltke, Marie, Komtesse (1815–1890)"
Moltke,"Marie Elisabeth, Lensgrevinde, f. Komtesse Knuth",1791,1851,exact,1,Reg0092840,"Moltke, Marie Elisabeth, Lensgrevinde, f. Komtesse Knuth (1791–1851)"
Moltke,"Otto, Greve",1828,1868,ambiguous,2,Reg0092860;Reg0092890,"Moltke, Otto, Greve (1828–1868) | Moltke, Ovine (1828–1908)"
Moltke,"Rosalie, Grevinde, f. Hennings",1801,1885,ambiguous,2,Reg0092910;Reg0093000,"Moltke, Rosalie, Grevinde, f. Hennings (1801–1885) | Moltke, Wilhelm, Greve (1801–1864)"
Moltke,"Thekla, Komtesse",1811,1876,exact,1,Reg0092950,"Moltke, Thekla, Komtesse (1811–1876)"
Moltke-Hvitfeldt,"Adam Gottlob, Greve",1796,1876,exact,1,Reg0093030,"Moltke-Hvitfeldt, Adam Gottlob, Greve (1796–1876)"
Moltke-Hvitfeldt,"Annie, Grevinde, f. Hutton",1836,1889,exact,1,Reg0093040,"Moltke-Hvitfeldt, Annie, Grevinde, f. Hutton (1836–1889)"
Moltke-Hvitfeldt,"Elise, Grevinde, f. Kom­ tesse Razumovska",1811,1892,exact,1,Reg0093050,"Moltke-Hvitfeldt, Elise, Grevinde, f. Grevinde Razumovska (1811–1892)"
Moltke-Hvitfeldt,"Gebhard, Greve",1764,1851,exact,1,Reg0093060,"Moltke-Hvitfeldt, Gebhard, Greve (1764–1851)"
Moltke-Hvitfeldt,"Harald, Greve",1838,1878,exact,1,Reg0093070,"Moltke-Hvitfeldt, Harald, Greve (1838–1878)"
Moltke-Hvitfeldt,"Leon, Greve",1829,1896,exact,1,Reg0093080,"Moltke-Hvitfeldt, Léon, Greve (1829–1896)"
Moltke-Hvitfeldt,"Marie, Grevinde, f. Kom­ tesse Seebach",1843,1902,exact,1,Reg0093090,"Moltke-Hvitfeldt, Maria, Grevinde, f. Grevinde Seebach (1843–1902)"
Monrad,D. G.,1811,1887,exact,1,Reg0093190,"Monrad, D. G. (1811–1887)"
Mosen,Erich,1841,1870,exact,1,Reg0093470,"Mosen, Erich (1841–1870)"
Mosen,Julius,1803,1867,exact,1,Reg0093480,"Mosen, Julius (1803–1867)"
Mosenthai,Salomon Hermann,1821,1877,exact,1,Reg0093510,"Mosenthai, S. H. (1821–1877)"
Mourier,Louis E. A.,1805,1877,exact,1,Reg0093600,"Mourier, Louis (1805–1877)"
Mozart,W. A.,1756,1791,exact,1,Reg0093640,"Mozart, Wolfgang Amadeus (1756–1791)"
Muller,Frederik,1817,1881,exact,1,Reg0093680,"Muller, Frederik (1817–1881)"
Munch,Andreas,1811,1884,exact,1,Reg0093730,"Munch, Andreas (1811–1884)"
Munch,"Anna Marie Amalie, f. Norberg, adopt. Raben",1832,1905,exact,1,Reg0093720,"Munch, Amalia, f. Norberg, adopt. Raben (1832–1905)"
Munch,Helga,1868,1913,exact,1,Reg0093750,"Munch, Helga (1868–1913)"
Munch,Laura,1845,1913,surname_only,2,Reg0093710;Reg0093740,"Munch, Frøknerne | Munch, Caroline (død 1907, 86½ år gl.)"
Munck,Vilhelm,1833,1913,ambiguous,2,Reg0093810;Reg0093840,"Munck, Jens (1833–1885) | Munck, Vilhelm (1833–1913)"
Murillo,Bartolomé Esteban,1617,1682,exact,1,Reg0094000,"Murillo, Bartolome Esteban (1617–1682)"
Murphy,Eduard Falkner,1810,1900,exact,1,Reg0094020,"Murphy, Eduard Falkner (ca. 1810–1900)"
Murray,John,1778,1843,surname_only,2,Reg0094030;Reg0094050,"Murray | Murray, Lady Edythe, f. Fitzpatrick (død 1906)"
Müller,Adam,1811,1844,exact,1,Reg0094240,"Müller, Adam (1811–1844)"
Müller,Friedrich v.,1779,1849,exact,1,Reg0094300,"Müller, Friedrich von(1779–1849)"
Müller,Johannes v.,1752,1809,surname_only,9,Reg0094160;Reg0094170;Reg0094180;Reg0094190;Reg0094200;Reg0094210;Reg0094220;Reg0094420;Reg0094500,"Müller, se også: Møller. | Müller (1833), se: Paludan-Müller, Fr. | Müller | Müller, Brødrene | Müller, Frue | Müller | Müller | Müller, Otto, og hans Kæreste | Müller, Wilhelmine von, f. Lüttich"
Müller,Ludvig,1809,1891,ambiguous,2,Reg0094380;Reg0094480,"Müller, Ludvig (1809–1891) | Müller, Thorvald (1809–1879)"
Müller,Ludvig Christian,1806,1851,exact,1,Reg0094390,"Müller, Ludvig Christian (1806–1851)"
Müller,Otto,1807,1882,exact,1,Reg0094430,"Müller, Otto (1807–1882)"
Müller,P. E.,1840,1926,ambiguous,2,Reg0094310;Reg0094450,"Müller, Georg (1840–1909) | Müller, Peter Erasmus (1840–1926)"
Müller,Sigurd,1844,1918,ambiguous,2,Reg0094400;Reg0094460,"Müller, Marie Louise, f. Biering (1844–1908) | Müller, Sigurd (1844–1918)"
Münch-Bellinghausen,"Eligius Franz Joseph v., Friherre",1806,1871,exact,1,Reg0094530,"Münch-Bellinghausen, Eligius Franz Joseph von, Friherre (1806–1871)"
Møller,Albrecht Carl Adolph From,1803,1884,ambiguous,2,Reg0094820;Reg0094870,"Møller, Albrecht Carl Adolph From (1803–1884) | Møller, Christine Sophie, f. Kellermann (1803–1890)"
Møller,Chr. Edv.,1806,1859,exact,1,Reg0094900,"Møller, Eline, f. Bredsdorff (1806–1888)"
Møller,"Eline, f. Bredsdorff",1806,1888,exact,1,Reg0094900,"Møller, Eline, f. Bredsdorff (1806–1888)"
Møller,Elise Bolette,1813,1877,exact,1,Reg0095070,"Møller, Jørgen Christian (1813–1870)"
Møller,Hans Ulrik,1796,1862,surname_only,12,Reg0094730;Reg0094740;Reg0094750;Reg0094760;Reg0094770;Reg0094780;Reg0094790;Reg0094800;Reg0094810;Reg0095040;Reg0095100;Reg0095120,"Møller, se også: Müller. | Møller | Møller | Møller, Frøken | Møller, Frøken | Møller, Jomfru (1861), se: Müller, Laura. | Møller, Komponist, se: Lange-Müller, P. E. | Møller | Möller, Albert Wilhelm | Møller, Johan Fich | Møller, Minna, se: Müller, Wilhelmine. | Møller, Otto"
Møller,James Fingal,1816,1881,ambiguous,4,Reg0094880;Reg0095000;Reg0095010;Reg0095020,"Møller, Daniel Christian (1816–1904) | Møller, James Fingal (1816–1881) | Møller, Jens Georg Marius (1816–1891) | Møller, Jens Peter (1816–1884)"
Møller,Johan Georg,1779,1840,surname_only,12,Reg0094730;Reg0094740;Reg0094750;Reg0094760;Reg0094770;Reg0094780;Reg0094790;Reg0094800;Reg0094810;Reg0095040;Reg0095100;Reg0095120,"Møller, se også: Müller. | Møller | Møller | Møller, Frøken | Møller, Frøken | Møller, Jomfru (1861), se: Müller, Laura. | Møller, Komponist, se: Lange-Müller, P. E. | Møller | Möller, Albert Wilhelm | Møller, Johan Fich | Møller, Minna, se: Müller, Wilhelmine. | Møller, Otto"
Møller,L. R.,1809,1893,exact,1,Reg0095080,"Møller, L. R. (1809–1893)"
Møller,Poul Martin,1794,1838,exact,1,Reg0095140,"Møller, Poul (1794–1838)"
Mørch,M. W.,1803,1877,surname_year_mismatch,3,Reg0095240;Reg0095250;Reg0095260,"Mørch, Dorothea Juliane, f. Sjobeck (1805–1880) | Mørch, O. A. L. (1828–1878) | Mørch, O. J. N. (1799–1842)"
Mørch,O. A. L.,1828,1878,exact,1,Reg0095250,"Mørch, O. A. L. (1828–1878)"
Mörck,Carl Magnus,1817,1864,exact,1,Reg0095270,"Mörck, Carl Magnus (1817–1864)"
Mørck,Frederik Sigfried,1800,1839,exact,1,Reg0095280,"Mørck, Frederik Sigfried (1800–1839)"
Møsting,J. S. v.,1759,1843,exact,1,Reg0095350,"Møsting, Johan Sigismund (1759–1843)"
Nagel,Carl Friedrich,1794,1873,exact,1,Reg0095360,"Nagel, Carl Friedrich (1794–1873)"
Nathanson,M. L.,1780,1868,exact,1,Reg0095480,"Nathanson, M. L. (1780–1868)"
Neapel,"se Begge Sicilier. Nebelong, N. S.",1806,1871,none,0,,
Nederlandene,"se Holland. Neergaard, Joachim Bruun de",1806,1893,surname_year_mismatch,8,Reg0095550;Reg0095560;Reg0095570;Reg0095580;Reg0095590;Reg0095610;Reg0095620;Reg0095630,"Nederlandene, Amalia, Prinsesse af –, f. Prinsesse af Sachsen-Weimar-Eisenach (1830–1872) | Nederlandene, Anna Pavlovna, Dronning af f. Storfyrstinde af Rusland (1795–1865) | Nederlandene, Louise, Prinsesse af –, f. Prinsesse af Preussen (1808–1870) | Nederlandene, Marie, Prinsesse af – (1841–1910) | Nederlandene, Sophie, Dronning af f. Prinsesse af Württemberg (1818–1877) | Nederlandene, Willem I, Konge af – (1772–1843) | Nederlandene, Willem II, Konge af – (1792–1849) | Nederlandene, Willem III, Konge af – (1817–1890)"
Neergaard,"Louise de, f. Olsen",1808,1866,exact,1,Reg0095760,"Neergaard, Louise, f. Olsen (1808–1866)"
Nees,Fritz,1838,1883,surname_only,1,Reg0095850,"Nees, Wilhelmine (død 1911)"
Nees,"Sophie, f. Jürgensen",1813,1882,exact,1,Reg0095840,"Nees, Sophie, f. Jürgensen (1813–1882)"
Neruda,Franz,1843,1915,exact,1,Reg0095920,"Neruda, Franz (1843–1915)"
Neruda,Joseph,1807,1875,surname_year_mismatch,4,Reg0095920;Reg0095930;Reg0095950;Reg0095960,"Neruda, Franz (1843–1915) | Neruda, Ludovica Camilla, f. Cetti (1848–1935) | Neruda, Marie (1840–1922) | Neruda, Wilhelmine (Wilma) (1838–1911)"
Nestroy,Johann Nepomuk,1802,1862,exact,1,Reg0095970,"Nestroy, Johann Nepomuk (1802–1862)"
Nicolai,Gustav,1795,1852,exact,1,Reg0096110,"Nicolai, Gustav (1795–1852)"
Nicolai,Otto,1810,1849,exact,1,Reg0096130,"Nicolai, Otto (1810–1849)"
Nielsen,August,1828,1868,ambiguous,2,Reg0096280;Reg0096430,"Nielsen, August (1828–1868) | Nielsen, Jens Peter (1828–1893)"
Nielsen,Augusta,1822,1902,exact,1,Reg0096290,"Nielsen, Augusta (1822–1902)"
Nielsen,"Edle Margrethe, f. Nielsen",1815,1893,ambiguous,3,Reg0096330;Reg0096400;Reg0096410,"Nielsen, Edel Margrethe, f. Nielsen (1815–1893) | Nielsen, Henriette (1815–1900) | Nielsen, Ida (1815–1889)"
Nielsen,Fredrik,1846,1907,surname_only,5,Reg0096210;Reg0096220;Reg0096230;Reg0096360;Reg0096450,"Nielsen | Nielsen | Nielsen | Nielsen, F. P. | Nielsen, Lars"
Nielsen,Henriette,1815,1900,ambiguous,3,Reg0096330;Reg0096400;Reg0096410,"Nielsen, Edel Margrethe, f. Nielsen (1815–1893) | Nielsen, Henriette (1815–1900) | Nielsen, Ida (1815–1889)"
Nielsen,Johan Martin,1789,1867,exact,1,Reg0096440,"Nielsen, Johan Martin (1789–1867)"
Nielsen,Michael,1776,1846,surname_only,5,Reg0096210;Reg0096220;Reg0096230;Reg0096360;Reg0096450,"Nielsen | Nielsen | Nielsen | Nielsen, F. P. | Nielsen, Lars"
Nielsen,N. P.,1795,1860,exact,1,Reg0096480,"Nielsen, N. P. (1795–1860)"
Nielsen,Rasmus,1809,1884,exact,1,Reg0096530,"Nielsen, Rasmus (1809–1884)"
Nieuwenhuis,"Augusta, f. Nygaard",1818,1879,exact,1,Reg0096600,"Nieuwenhuis, Augusta, f. Nygaard (1818–1879)"
Nieuwenhuis,Coenraad Jacobus Nicolaas,1813,1881,exact,1,Reg0096610,"Nieuwenhuis, Coenraad Jacobus Nicolaas (1813–1881)"
Nieuwenhuis,P. N.,1842,1924,exact,1,Reg0096620,"Nieuwenhuis, Peder (1842–1924)"
Nilsson,Christina,1843,1921,exact,1,Reg0096650,"Nilsson, Christina (1843–1921)"
Niss,"Caroline Kirstine, f. Christensen",1849,1876,exact,1,Reg0096670,"Niss, Caroline Christine, f. Bjergrav (1849–1876)"
Norman,Ludvig,1831,1885,exact,1,Reg0096910,"Norman, Ludvig (1831–1885)"
Nutzhorn,"Charlotte, f. Feilberg",1802,1879,surname_year_mismatch,4,Reg0097000;Reg0097010;Reg0097020;Reg0097030,"Nutzhorn, Ditlev von (1800–1865) | Nutzhorn, Ditlev Andersen von (1840–1864) | Nutzhorn, Fr. von (1834–1866) | Nutzhorn, Marie von (1840–1932)"
Nutzhorn,Fr. v.,1834,1866,exact,1,Reg0097020,"Nutzhorn, Fr. von (1834–1866)"
Nutzhorn,Marie v.,1840,1932,ambiguous,2,Reg0097010;Reg0097030,"Nutzhorn, Ditlev Andersen von (1840–1864) | Nutzhorn, Marie von (1840–1932)"
Nyerup,R.,1759,1829,exact,1,Reg0097130,"Nyerup, Rasmus (1759–1829)"
