page_id,entity_id,entity_label,vol,page,seq
Pag070258,P1835000,"Brock, G. (1816–1878)",VII,258,5
Pag070258,P1835000,"Brock, G. (1816–1878)",VII,258,6
Pag070258,P1835000,"Brock, G. (1816–1878)",VII,258,7
Pag070064,P1837200,"Brockdorff, Ferdinand Schack (1814–1881)",VII,64,1
Pag070064,P1837200,"Brockdorff, Ferdinand Schack (1814–1881)",VII,64,2
Pag060214,P1849800,"Brosbøll, Anna (1852–1931)",VI,214,1
Pag060214,P1849800,"Brosbøll, Anna (1852–1931)",VI,214,2
Pag060214,P1849800,"Brosbøll, Anna (1852–1931)",VI,214,3
Pag060214,P1849800,"Brosbøll, Anna (1852–1931)",VI,214,4
Pag060129,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VI,129,4
Pag060129,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VI,129,5
Pag060129,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VI,129,6
Pag060157,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VI,157,1
Pag060157,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VI,157,2
Pag060157,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VI,157,3
Pag070235,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,235,19
Pag070235,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,235,20
Pag070235,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,235,21
Pag070235,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,235,22
Pag070235,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,235,23
Pag070235,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,235,24
Pag070246,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,246,21
Pag070246,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,246,22
Pag070246,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,246,23
Pag070246,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,246,24
Pag070259,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,259,11
Pag070259,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,259,12
Pag070259,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,259,13
Pag070259,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,259,14
Pag070259,P1850600,"Brosbøll, Carl (Carit Etlar) (1816–1900)",VII,259,15
Pag060214,P1856200,"Brosbøll, Hansine, f. Thoibjørnsen (1829–1908)",VI,214,5
Pag060214,P1856200,"Brosbøll, Hansine, f. Thoibjørnsen (1829–1908)",VI,214,6
Pag060214,P1856200,"Brosbøll, Hansine, f. Thoibjørnsen (1829–1908)",VI,214,7
Pag060214,P1856200,"Brosbøll, Hansine, f. Thoibjørnsen (1829–1908)",VI,214,8
Pag060039,P1856800,"Browning, Elizabeth Barrett (1806–1861)",VI,39,1
Pag060039,P1856800,"Browning, Elizabeth Barrett (1806–1861)",VI,39,2
Pag060039,P1856800,"Browning, Elizabeth Barrett (1806–1861)",VI,39,3
Pag070386,P1858600,"Brummer, S. (1817–1892)",VII,386,7
Pag070386,P1858600,"Brummer, S. (1817–1892)",VII,386,8
Pag060054,P1864200,"Brun, Friderica (Friede), f. Bügel (1789–1875)",VI,54,3
Pag060054,P1864200,"Brun, Friderica (Friede), f. Bügel (1789–1875)",VI,54,4
Pag060103,P1864800,"Brun, Friedrich (Fritz) Constantin (1813–1888)",VI,103,5
Pag060103,P1864800,"Brun, Friedrich (Fritz) Constantin (1813–1888)",VI,103,6
Pag060103,P1864800,"Brun, Friedrich (Fritz) Constantin (1813–1888)",VI,103,7
Pag060103,P1864800,"Brun, Friedrich (Fritz) Constantin (1813–1888)",VI,103,8
Pag070388,P1865600,"Brun, M. W. (1819–1891)",VII,388,3
Pag070388,P1865600,"Brun, M. W. (1819–1891)",VII,388,4
Pag070389,P1865600,"Brun, M. W. (1819–1891)",VII,389,1
Pag070389,P1865600,"Brun, M. W. (1819–1891)",VII,389,2
Pag070389,P1865600,"Brun, M. W. (1819–1891)",VII,389,3
Pag060103,P1868800,"Brun, Sophie, f. Vind (1825–1901)",VI,103,9
Pag060103,P1868800,"Brun, Sophie, f. Vind (1825–1901)",VI,103,10
Pag060103,P1868800,"Brun, Sophie, f. Vind (1825–1901)",VI,103,11
Pag060103,P1868800,"Brun, Sophie, f. Vind (1825–1901)",VI,103,12
Pag060274,P1869800,"Brunette, Mile",VI,274,1
Pag060274,P1869800,"Brunette, Mile",VI,274,2
Pag060274,P1869800,"Brunette, Mile",VI,274,3
Pag070349,P1872000,Bruun,VII,349,1
Pag070349,P1872000,Bruun,VII,349,2
Pag060057,P1873000,"Bruun, August (1812–1887)",VI,57,1
Pag060057,P1873000,"Bruun, August (1812–1887)",VI,57,2
Pag060057,P1873000,"Bruun, August (1812–1887)",VI,57,3
Pag070260,P1875600,"Bruun, G. L. (død 1892, 65 år gl.)",VII,260,13
Pag070260,P1875600,"Bruun, G. L. (død 1892, 65 år gl.)",VII,260,14
Pag070260,P1875600,"Bruun, G. L. (død 1892, 65 år gl.)",VII,260,15
Pag070260,P1875600,"Bruun, G. L. (død 1892, 65 år gl.)",VII,260,16
Pag070387,P1877200,"Bruun, Hans Frederik (1811–1898)",VII,387,2
Pag070390,P1877200,"Bruun, Hans Frederik (1811–1898)",VII,390,13
Pag070390,P1877200,"Bruun, Hans Frederik (1811–1898)",VII,390,14
Pag070390,P1877200,"Bruun, Hans Frederik (1811–1898)",VII,390,15
Pag070390,P1877200,"Bruun, Hans Frederik (1811–1898)",VII,390,16
Pag070393,P1877200,"Bruun, Hans Frederik (1811–1898)",VII,393,5
Pag070393,P1877200,"Bruun, Hans Frederik (1811–1898)",VII,393,6
Pag070393,P1877200,"Bruun, Hans Frederik (1811–1898)",VII,393,7
Pag070393,P1877200,"Bruun, Hans Frederik (1811–1898)",VII,393,8
Pag060070,P1878400,"Bruun, M. P. (1809–1884)",VI,70,1
Pag060070,P1878400,"Bruun, M. P. (1809–1884)",VI,70,2
Pag060070,P1878400,"Bruun, M. P. (1809–1884)",VI,70,3
Pag060070,P1878400,"Bruun, M. P. (1809–1884)",VI,70,4
Pag070309,P1878400,"Bruun, M. P. (1809–1884)",VII,309,13
Pag070309,P1878400,"Bruun, M. P. (1809–1884)",VII,309,14
Pag070309,P1878400,"Bruun, M. P. (1809–1884)",VII,309,15
Pag070309,P1878400,"Bruun, M. P. (1809–1884)",VII,309,16
Pag070309,P1878400,"Bruun, M. P. (1809–1884)",VII,309,17
Pag070309,P1878400,"Bruun, M. P. (1809–1884)",VII,309,18
Pag070260,P1879000,"Bruun, Mary",VII,260,17
Pag070260,P1879000,"Bruun, Mary",VII,260,18
Pag070260,P1879000,"Bruun, Mary",VII,260,19
Pag070260,P1879000,"Bruun, Mary",VII,260,20
Pag070088,P1884000,"Brøndsted, P. O. (1780–1842)",VII,88,3
Pag070088,P1884000,"Brøndsted, P. O. (1780–1842)",VII,88,4
Pag060061,P1886000,"Brøndum, Anton (1809–1873)",VI,61,1
Pag060061,P1886000,"Brøndum, Anton (1809–1873)",VI,61,2
Pag060061,P1886000,"Brøndum, Anton (1809–1873)",VI,61,3
Pag060165,P1886000,"Brøndum, Anton (1809–1873)",VI,165,1
Pag060165,P1886000,"Brøndum, Anton (1809–1873)",VI,165,2
Pag060165,P1886000,"Brøndum, Anton (1809–1873)",VI,165,3
Pag060165,P1886000,"Brøndum, Anton (1809–1873)",VI,165,4
Pag060043,P1889200,"Buchheister, H. (1825–1906)",VI,43,1
Pag060043,P1889200,"Buchheister, H. (1825–1906)",VI,43,2
Pag060143,P1889400,Buchwald,VI,143,6
Pag060143,P1889400,Buchwald,VI,143,7
Pag060143,P1889400,Buchwald,VI,143,8
Pag060143,P1889400,Buchwald,VI,143,9
Pag060143,P1889400,Buchwald,VI,143,10
Pag060151,P1890800,"Budde, Leopold (1836–1902)",VI,151,1
Pag060151,P1890800,"Budde, Leopold (1836–1902)",VI,151,2
Pag060151,P1890800,"Budde, Leopold (1836–1902)",VI,151,3
Pag060162,P1890800,"Budde, Leopold (1836–1902)",VI,162,1
Pag060162,P1890800,"Budde, Leopold (1836–1902)",VI,162,2
Pag060162,P1890800,"Budde, Leopold (1836–1902)",VI,162,3
Pag060162,P1890800,"Budde, Leopold (1836–1902)",VI,162,4
Pag060350,P1890800,"Budde, Leopold (1836–1902)",VI,350,4
Pag060350,P1890800,"Budde, Leopold (1836–1902)",VI,350,5
Pag060350,P1890800,"Budde, Leopold (1836–1902)",VI,350,6
Pag070384,P1899400,"Bunkeflod, Susanne (1796–1882)",VII,384,7
Pag070384,P1899400,"Bunkeflod, Susanne (1796–1882)",VII,384,8
Pag070384,P1899400,"Bunkeflod, Susanne (1796–1882)",VII,384,9
Pag060058,P1900600,"Buntzen, Andreas (1811–1880)",VI,58,1
Pag060058,P1900600,"Buntzen, Andreas (1811–1880)",VI,58,2
Pag060058,P1900600,"Buntzen, Andreas (1811–1880)",VI,58,3
Pag060340,P1900600,"Buntzen, Andreas (1811–1880)",VI,340,9
Pag060340,P1900600,"Buntzen, Andreas (1811–1880)",VI,340,10
Pag060340,P1900600,"Buntzen, Andreas (1811–1880)",VI,340,11
Pag060340,P1900600,"Buntzen, Andreas (1811–1880)",VI,340,12
Pag070219,P1900600,"Buntzen, Andreas (1811–1880)",VII,219,4
Pag070219,P1900600,"Buntzen, Andreas (1811–1880)",VII,219,5
Pag070219,P1900600,"Buntzen, Andreas (1811–1880)",VII,219,6
Pag070014,P1903000,"Buntzen, Anna Sophie Laurentia (Laura), f. Nissen (1820–1874)",VII,14,10
Pag070014,P1903000,"Buntzen, Anna Sophie Laurentia (Laura), f. Nissen (1820–1874)",VII,14,11
Pag070014,P1903000,"Buntzen, Anna Sophie Laurentia (Laura), f. Nissen (1820–1874)",VII,14,12
Pag070014,P1903800,"Buntzen, Edouard (1809–1885)",VII,14,13
Pag070014,P1903800,"Buntzen, Edouard (1809–1885)",VII,14,14
Pag070014,P1903800,"Buntzen, Edouard (1809–1885)",VII,14,15
Pag060001,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,1,9
Pag060001,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,1,10
Pag060001,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,1,11
Pag060001,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,1,12
Pag060070,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,70,5
Pag060070,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,70,6
Pag060070,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,70,7
Pag060070,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,70,8
Pag060104,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,104,1
Pag060104,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,104,2
Pag060327,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,327,3
Pag060327,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,327,4
Pag060346,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,346,5
Pag060346,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,346,6
Pag060346,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,346,7
Pag060346,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VI,346,8
Pag070320,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VII,320,10
Pag070320,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VII,320,11
Pag070320,P1907600,"Bushby, Mrs. Anne S. (død 1875)",VII,320,12
Pag070112,P1912800,"Butenschön, Emma, f. Bang (1811–1882)",VII,112,7
Pag070112,P1912800,"Butenschön, Emma, f. Bang (1811–1882)",VII,112,8
Pag070112,P1912800,"Butenschön, Emma, f. Bang (1811–1882)",VII,112,9
Pag060136,P1913600,"Butenschön, N. P. (1808–1879)",VI,136,1
Pag060136,P1913600,"Butenschön, N. P. (1808–1879)",VI,136,2
Pag060136,P1913600,"Butenschön, N. P. (1808–1879)",VI,136,3
Pag060113,P1915200,"Bügel, Catharina, f. Adzer (1767–1845)",VI,113,1
Pag060113,P1915200,"Bügel, Catharina, f. Adzer (1767–1845)",VI,113,2
Pag060113,P1915200,"Bügel, Catharina, f. Adzer (1767–1845)",VI,113,3
Pag060068,P1918800,"Bülow, Franz (1818–1900)",VI,68,1
Pag060068,P1918800,"Bülow, Franz (1818–1900)",VI,68,2
Pag060068,P1918800,"Bülow, Franz (1818–1900)",VI,68,3
Pag060068,P1918800,"Bülow, Franz (1818–1900)",VI,68,4
Pag060094,P1920000,"Bülow, Frederikke (Friede), f. Riegels (1825–1911)",VI,94,19
Pag060094,P1920000,"Bülow, Frederikke (Friede), f. Riegels (1825–1911)",VI,94,20
Pag060168,P1920000,"Bülow, Frederikke (Friede), f. Riegels (1825–1911)",VI,168,3
Pag060168,P1920000,"Bülow, Frederikke (Friede), f. Riegels (1825–1911)",VI,168,4
Pag070346,P1920000,"Bülow, Frederikke (Friede), f. Riegels (1825–1911)",VII,346,7
Pag070346,P1920000,"Bülow, Frederikke (Friede), f. Riegels (1825–1911)",VII,346,8
Pag070346,P1920000,"Bülow, Frederikke (Friede), f. Riegels (1825–1911)",VII,346,9
Pag060094,P1921000,"Bülow, Johan (1814–1890)",VI,94,21
Pag060094,P1921000,"Bülow, Johan (1814–1890)",VI,94,22
Pag060168,P1921000,"Bülow, Johan (1814–1890)",VI,168,5
Pag060168,P1921000,"Bülow, Johan (1814–1890)",VI,168,6
Pag070324,P1921000,"Bülow, Johan (1814–1890)",VII,324,7
Pag070324,P1921000,"Bülow, Johan (1814–1890)",VII,324,8
Pag070324,P1921000,"Bülow, Johan (1814–1890)",VII,324,9
Pag060068,P1922600,"Bülow, Sophie Wilhelmine, f. Hasle (1819–?)",VI,68,5
Pag060068,P1922600,"Bülow, Sophie Wilhelmine, f. Hasle (1819–?)",VI,68,6
Pag060068,P1922600,"Bülow, Sophie Wilhelmine, f. Hasle (1819–?)",VI,68,7
Pag060068,P1922600,"Bülow, Sophie Wilhelmine, f. Hasle (1819–?)",VI,68,8
Pag060290,P1924600,"Byron, George Gordon, Lord (1788–1824)",VI,290,3
Pag060290,P1924600,"Byron, George Gordon, Lord (1788–1824)",VI,290,4
Pag070355,P1928600,Büsch,VII,355,3
Pag070355,P1928600,Büsch,VII,355,4
Pag070357,P1931600,"Bødtcher, Ludvig (1793–1874)",VII,357,15
Pag070357,P1931600,"Bødtcher, Ludvig (1793–1874)",VII,357,16
Pag070357,P1931600,"Bødtcher, Ludvig (1793–1874)",VII,357,17
Pag070357,P1931600,"Bødtcher, Ludvig (1793–1874)",VII,357,18
Pag070357,P1931600,"Bødtcher, Ludvig (1793–1874)",VII,357,19
Pag070357,P1931600,"Bødtcher, Ludvig (1793–1874)",VII,357,20
Pag070357,P1931600,"Bødtcher, Ludvig (1793–1874)",VII,357,21
Pag060190,P1938200,"Bøgh, Erik (1822–1899)",VI,190,1
Pag060190,P1938200,"Bøgh, Erik (1822–1899)",VI,190,2
Pag060219,P1938200,"Bøgh, Erik (1822–1899)",VI,219,1
Pag060219,P1938200,"Bøgh, Erik (1822–1899)",VI,219,2
Pag060219,P1938200,"Bøgh, Erik (1822–1899)",VI,219,3
Pag060219,P1938200,"Bøgh, Erik (1822–1899)",VI,219,4
Pag060293,P1938200,"Bøgh, Erik (1822–1899)",VI,293,1
Pag060293,P1938200,"Bøgh, Erik (1822–1899)",VI,293,2
Pag060310,P1938200,"Bøgh, Erik (1822–1899)",VI,310,4
Pag060310,P1938200,"Bøgh, Erik (1822–1899)",VI,310,5
Pag060310,P1938200,"Bøgh, Erik (1822–1899)",VI,310,6
Pag060323,P1938200,"Bøgh, Erik (1822–1899)",VI,323,9
Pag060323,P1938200,"Bøgh, Erik (1822–1899)",VI,323,10
Pag060331,P1938200,"Bøgh, Erik (1822–1899)",VI,331,3
Pag060331,P1938200,"Bøgh, Erik (1822–1899)",VI,331,4
Pag070014,P1938200,"Bøgh, Erik (1822–1899)",VII,14,16
Pag070014,P1938200,"Bøgh, Erik (1822–1899)",VII,14,17
Pag070014,P1938200,"Bøgh, Erik (1822–1899)",VII,14,18
Pag070375,P1938200,"Bøgh, Erik (1822–1899)",VII,375,3
Pag070375,P1938200,"Bøgh, Erik (1822–1899)",VII,375,4
Pag060145,P1943800,"Bøgh, Frederik (1836–1882)",VI,145,1
Pag060145,P1943800,"Bøgh, Frederik (1836–1882)",VI,145,2
Pag060178,P1943800,"Bøgh, Frederik (1836–1882)",VI,178,1
Pag060178,P1943800,"Bøgh, Frederik (1836–1882)",VI,178,2
Pag060178,P1943800,"Bøgh, Frederik (1836–1882)",VI,178,3
Pag060178,P1943800,"Bøgh, Frederik (1836–1882)",VI,178,4
Pag060178,P1943800,"Bøgh, Frederik (1836–1882)",VI,178,5
Pag060225,P1943800,"Bøgh, Frederik (1836–1882)",VI,225,9
Pag060225,P1943800,"Bøgh, Frederik (1836–1882)",VI,225,10
Pag060225,P1943800,"Bøgh, Frederik (1836–1882)",VI,225,11
Pag060225,P1943800,"Bøgh, Frederik (1836–1882)",VI,225,12
Pag060227,P1943800,"Bøgh, Frederik (1836–1882)",VI,227,6
Pag060227,P1943800,"Bøgh, Frederik (1836–1882)",VI,227,7
Pag060227,P1943800,"Bøgh, Frederik (1836–1882)",VI,227,8
Pag060227,P1943800,"Bøgh, Frederik (1836–1882)",VI,227,9
Pag060227,P1943800,"Bøgh, Frederik (1836–1882)",VI,227,10
Pag070136,P1943800,"Bøgh, Frederik (1836–1882)",VII,136,13
Pag070136,P1943800,"Bøgh, Frederik (1836–1882)",VII,136,14
Pag070136,P1943800,"Bøgh, Frederik (1836–1882)",VII,136,15
Pag070139,P1943800,"Bøgh, Frederik (1836–1882)",VII,139,3
Pag070139,P1943800,"Bøgh, Frederik (1836–1882)",VII,139,4
Pag070200,P1943800,"Bøgh, Frederik (1836–1882)",VII,200,1
Pag070200,P1943800,"Bøgh, Frederik (1836–1882)",VII,200,2
Pag070200,P1943800,"Bøgh, Frederik (1836–1882)",VII,200,3
Pag070207,P1943800,"Bøgh, Frederik (1836–1882)",VII,207,11
Pag070207,P1943800,"Bøgh, Frederik (1836–1882)",VII,207,12
Pag070207,P1943800,"Bøgh, Frederik (1836–1882)",VII,207,13
Pag070207,P1943800,"Bøgh, Frederik (1836–1882)",VII,207,14
Pag070207,P1943800,"Bøgh, Frederik (1836–1882)",VII,207,15
Pag070214,P1943800,"Bøgh, Frederik (1836–1882)",VII,214,1
Pag070214,P1943800,"Bøgh, Frederik (1836–1882)",VII,214,2
Pag070214,P1943800,"Bøgh, Frederik (1836–1882)",VII,214,3
Pag070214,P1943800,"Bøgh, Frederik (1836–1882)",VII,214,4
Pag070215,P1943800,"Bøgh, Frederik (1836–1882)",VII,215,5
Pag070215,P1943800,"Bøgh, Frederik (1836–1882)",VII,215,6
Pag070215,P1943800,"Bøgh, Frederik (1836–1882)",VII,215,7
Pag070215,P1943800,"Bøgh, Frederik (1836–1882)",VII,215,8
Pag070235,P1943800,"Bøgh, Frederik (1836–1882)",VII,235,25
Pag070235,P1943800,"Bøgh, Frederik (1836–1882)",VII,235,26
Pag070235,P1943800,"Bøgh, Frederik (1836–1882)",VII,235,27
Pag070235,P1943800,"Bøgh, Frederik (1836–1882)",VII,235,28
Pag070235,P1943800,"Bøgh, Frederik (1836–1882)",VII,235,29
Pag070235,P1943800,"Bøgh, Frederik (1836–1882)",VII,235,30
Pag070241,P1943800,"Bøgh, Frederik (1836–1882)",VII,241,17
Pag070241,P1943800,"Bøgh, Frederik (1836–1882)",VII,241,18
Pag070241,P1943800,"Bøgh, Frederik (1836–1882)",VII,241,19
Pag070241,P1943800,"Bøgh, Frederik (1836–1882)",VII,241,20
Pag070254,P1943800,"Bøgh, Frederik (1836–1882)",VII,254,9
Pag070254,P1943800,"Bøgh, Frederik (1836–1882)",VII,254,10
Pag070254,P1943800,"Bøgh, Frederik (1836–1882)",VII,254,11
Pag070254,P1943800,"Bøgh, Frederik (1836–1882)",VII,254,12
Pag070262,P1943800,"Bøgh, Frederik (1836–1882)",VII,262,9
Pag070262,P1943800,"Bøgh, Frederik (1836–1882)",VII,262,10
Pag070262,P1943800,"Bøgh, Frederik (1836–1882)",VII,262,11
Pag070262,P1943800,"Bøgh, Frederik (1836–1882)",VII,262,12
Pag070305,P1943800,"Bøgh, Frederik (1836–1882)",VII,305,3
Pag070308,P1943800,"Bøgh, Frederik (1836–1882)",VII,308,28
Pag070308,P1943800,"Bøgh, Frederik (1836–1882)",VII,308,29
Pag070308,P1943800,"Bøgh, Frederik (1836–1882)",VII,308,30
Pag070200,P1953400,"Bøgh, Nicolai (1843–1905)",VII,200,4
Pag070200,P1953400,"Bøgh, Nicolai (1843–1905)",VII,200,5
Pag070200,P1953400,"Bøgh, Nicolai (1843–1905)",VII,200,6
Pag070201,P1953400,"Bøgh, Nicolai (1843–1905)",VII,201,4
Pag070201,P1953400,"Bøgh, Nicolai (1843–1905)",VII,201,5
Pag070201,P1953400,"Bøgh, Nicolai (1843–1905)",VII,201,6
Pag070215,P1953400,"Bøgh, Nicolai (1843–1905)",VII,215,9
Pag070215,P1953400,"Bøgh, Nicolai (1843–1905)",VII,215,10
Pag070215,P1953400,"Bøgh, Nicolai (1843–1905)",VII,215,11
Pag070215,P1953400,"Bøgh, Nicolai (1843–1905)",VII,215,12
Pag060292,P1970400,"Böttiger, C. W. (1807–1878)",VI,292,1
Pag060292,P1970400,"Böttiger, C. W. (1807–1878)",VI,292,2
Pag060294,P1970400,"Böttiger, C. W. (1807–1878)",VI,294,7
Pag060294,P1970400,"Böttiger, C. W. (1807–1878)",VI,294,8
Pag060294,P1970400,"Böttiger, C. W. (1807–1878)",VI,294,9
Pag060304,P1970400,"Böttiger, C. W. (1807–1878)",VI,304,3
Pag060304,P1970400,"Böttiger, C. W. (1807–1878)",VI,304,4
Pag060292,P1972000,"Böttiger, Disa, f. Tegnér (1813–1866)",VI,292,3
Pag060292,P1972000,"Böttiger, Disa, f. Tegnér (1813–1866)",VI,292,4
Pag060309,P1972000,"Böttiger, Disa, f. Tegnér (1813–1866)",VI,309,9
Pag060309,P1972000,"Böttiger, Disa, f. Tegnér (1813–1866)",VI,309,10
Pag060309,P1972000,"Böttiger, Disa, f. Tegnér (1813–1866)",VI,309,11
Pag060309,P1972000,"Böttiger, Disa, f. Tegnér (1813–1866)",VI,309,12
Pag060335,P1973600,"Caén, Anton (1813–1872)",VI,335,7
Pag060335,P1973600,"Caén, Anton (1813–1872)",VI,335,8
Pag060335,P1973600,"Caén, Anton (1813–1872)",VI,335,9
Pag070049,P1974000,"Calame, Alexandre (1810–1864)",VII,49,3
Pag070049,P1974000,"Calame, Alexandre (1810–1864)",VII,49,4
Pag070292,P1974400,"Calame, Marie-Anne (1775–1834)",VII,292,10
Pag070292,P1974400,"Calame, Marie-Anne (1775–1834)",VII,292,11
Pag070292,P1974400,"Calame, Marie-Anne (1775–1834)",VII,292,12
Pag060008,P1974600,"Calderon de la Barca, Pedro (1600–1681)",VI,8,1
Pag060008,P1974600,"Calderon de la Barca, Pedro (1600–1681)",VI,8,2
Pag060008,P1974600,"Calderon de la Barca, Pedro (1600–1681)",VI,8,3
Pag060014,P1974600,"Calderon de la Barca, Pedro (1600–1681)",VI,14,1
Pag060014,P1974600,"Calderon de la Barca, Pedro (1600–1681)",VI,14,2
Pag060014,P1974600,"Calderon de la Barca, Pedro (1600–1681)",VI,14,3
Pag060014,P1974600,"Calderon de la Barca, Pedro (1600–1681)",VI,14,4
Pag060006,P1976200,"Calepoliti, Alexandra",VI,6,1
Pag060006,P1976200,"Calepoliti, Alexandra",VI,6,2
Pag060006,P1976200,"Calepoliti, Alexandra",VI,6,3
Pag060006,P1976200,"Calepoliti, Alexandra",VI,6,4
Pag060006,P1976200,"Calepoliti, Alexandra",VI,6,5
Pag060006,P1976200,"Calepoliti, Alexandra",VI,6,6
Pag070073,P1978200,"Galon, Madame",VII,73,7
Pag070073,P1978200,"Galon, Madame",VII,73,8
Pag070070,P1978800,"Galon, P. (død 1918)",VII,70,3
Pag070070,P1978800,"Galon, P. (død 1918)",VII,70,4
Pag070073,P1978800,"Galon, P. (død 1918)",VII,73,9
Pag070073,P1978800,"Galon, P. (død 1918)",VII,73,10
Pag070074,P1978800,"Galon, P. (død 1918)",VII,74,3
Pag070074,P1978800,"Galon, P. (død 1918)",VII,74,4
Pag070075,P1978800,"Galon, P. (død 1918)",VII,75,1
Pag070075,P1978800,"Galon, P. (død 1918)",VII,75,2
Pag070077,P1978800,"Galon, P. (død 1918)",VII,77,4
Pag070077,P1978800,"Galon, P. (død 1918)",VII,77,5
Pag070077,P1978800,"Galon, P. (død 1918)",VII,77,6
Pag070223,P1978800,"Galon, P. (død 1918)",VII,223,1
Pag070223,P1978800,"Galon, P. (død 1918)",VII,223,2
Pag070223,P1978800,"Galon, P. (død 1918)",VII,223,3
Pag070223,P1978800,"Galon, P. (død 1918)",VII,223,4
Pag070268,P1978800,"Galon, P. (død 1918)",VII,268,1
Pag070282,P1978800,"Galon, P. (død 1918)",VII,282,1
Pag070282,P1978800,"Galon, P. (død 1918)",VII,282,2
Pag070282,P1978800,"Galon, P. (død 1918)",VII,282,3
Pag070282,P1978800,"Galon, P. (død 1918)",VII,282,4
Pag070346,P1978800,"Galon, P. (død 1918)",VII,346,10
Pag070346,P1978800,"Galon, P. (død 1918)",VII,346,11
Pag070346,P1978800,"Galon, P. (død 1918)",VII,346,12
Pag070105,P1982000,"Camöes, Luis Vaz de (1524–1580)",VII,105,1
Pag070105,P1982000,"Camöes, Luis Vaz de (1524–1580)",VII,105,2
Pag070145,P1982000,"Camöes, Luis Vaz de (1524–1580)",VII,145,1
Pag070164,P1982000,"Camöes, Luis Vaz de (1524–1580)",VII,164,3
Pag070164,P1982000,"Camöes, Luis Vaz de (1524–1580)",VII,164,4
Pag070257,P1995800,"Carlsen, Franziska (1817–1876)",VII,257,22
Pag070257,P1995800,"Carlsen, Franziska (1817–1876)",VII,257,23
Pag070257,P1995800,"Carlsen, Franziska (1817–1876)",VII,257,24
Pag070257,P1995800,"Carlsen, Franziska (1817–1876)",VII,257,25
Pag070257,P1995800,"Carlsen, Franziska (1817–1876)",VII,257,26
Pag070257,P1995800,"Carlsen, Franziska (1817–1876)",VII,257,27
Pag070257,P1995800,"Carlsen, Franziska (1817–1876)",VII,257,28
Pag060069,P1999200,"Caroc, Carl (1811–1882)",VI,69,3
Pag060069,P1999200,"Caroc, Carl (1811–1882)",VI,69,4
Pag070243,P1999200,"Caroc, Carl (1811–1882)",VII,243,3
Pag070243,P1999200,"Caroc, Carl (1811–1882)",VII,243,4
Pag070259,P1999200,"Caroc, Carl (1811–1882)",VII,259,16
Pag070259,P1999200,"Caroc, Carl (1811–1882)",VII,259,17
Pag070259,P1999200,"Caroc, Carl (1811–1882)",VII,259,18
Pag070259,P1999200,"Caroc, Carl (1811–1882)",VII,259,19
Pag070259,P1999200,"Caroc, Carl (1811–1882)",VII,259,20
Pag060069,P2001000,"Caroc, Clara Augusta, f. Resch (1818–1885)",VI,69,5
Pag060069,P2001000,"Caroc, Clara Augusta, f. Resch (1818–1885)",VI,69,6
Pag070237,P2002800,Caroline,VII,237,1
Pag070237,P2002800,Caroline,VII,237,2
Pag070237,P2002800,Caroline,VII,237,3
Pag070237,P2002800,Caroline,VII,237,4
