entity_id,entity_type,category_h1,genre_h2,form_h3,subform_h4,label,description,see,see_also,year_derived,date_derived,person_derived
P3370000,person,PERSON-REGISTER,,,,"Faure, Jean Baptiste (1830–1914)","Fransk Operasanger og Komponist, 1861–1876 ved den store Opera i Paris.",,,1830–1914,,
P3370200,person,PERSON-REGISTER,,,,"Faust, Johann (ca. 1490–1539)",Tysk Mager og Sortekunstner.,,,1490–1539,,
P3370600,person,PERSON-REGISTER,,,,"Favre-Favre, Fritz","President du College des anciens d’église, le Locle.",,,,,
P3370800,person,PERSON-REGISTER,,,,"Faye, Andreas (1802–1869)","Norsk cand. theol., senere Provst i Nordre Jarlsberg Provsti.",,,1802–1869,,
P3371000,person,PERSON-REGISTER,,,,"Faye, Jørgen (1823–1908)","Bankchef, Bergens Privatbank.",,,1823–1908,,
P3371200,person,PERSON-REGISTER,,,,"Fearnley, Carl (1818–1890)",Professor i Astronomi ved Universitetet i Christiania.,,,1818–1890,,
P3371400,person,PERSON-REGISTER,,,,"Fearnley, Carl Fredrik (1858–1880)","Søn af Henri Emil F., senere Handelsmand i Christiania.",,,1858–1880,,
P3371600,person,PERSON-REGISTER,,,,"Fearnley, Dorothea (1865–1963)","Datter af C.F.F., g. 1891 m. norsk Major Andreas Thaulow Petersen Gill.",,,1865–1963,,
P3371800,person,PERSON-REGISTER,,,,"Fearnley, Emma, f. Mariboe (1820–1903)",g. 1853 m. Carl F.,,,1820–1903,,
P3372000,person,PERSON-REGISTER,,,,"Fearnley, Henri Emil (1813–1879)","Sognepræst i Eidskog, Norge.",,,1813–1879,,
P3372400,person,PERSON-REGISTER,,,,"Fearnley, Henry Parr (1857–1919)","Søn af Henri Emil F., senere norsk Højesteretsadvokat.",,,1857–1919,,
P3372600,person,PERSON-REGISTER,,,,"Fearnley, Josephine Augusta (1849–1884)","Datter af Henri Emil F., g. 1876 m. Adjunkt i Skien Axel Ludvigsen (Coll).",,,1849–1884,,
P3372800,person,PERSON-REGISTER,,,,"Fearnley, Thomas (1802–1842)",Norsk Landskabsmaler.,,,1802–1842,,
P3374000,person,PERSON-REGISTER,,,,"Feddersen, Benjamin (1824–1902)","Pianist, Musiklærer, Oversætter og Bearbejder af Skuespil for Casino.",,,1824–1902,,
P3374400,person,PERSON-REGISTER,,,,"Feddersen, Fr. (1805–1863)","cand. jur., 1835 Auditør, 1841 Medlem af Østifternes Stænderforsamling, 1842 Kommitteret i General-Toldkammer- og Kommercekollegiet, 1851–1855 Guvernør for de dansk-vestindiske Øer, 1860 Folketingsmand; Justitsraad 1842, Kammerherre 1855.",,,1805–1863,,
P3375400,person,PERSON-REGISTER,,,,"Feddersen, Gustav Hakon Valdemar (1848–1912)","Søn af Fr. F., Elev på Herlufsholm, senere Stiftamtmand i Nykøbing F.",,,1848–1912,,
P3375800,person,PERSON-REGISTER,,,,"Feddersen, Henry (1811–1871)","Broder til Fr. F., Student 1831, cand. jur. (Kiel 1837), 1852–1853 Bureauchef i Det slesvigske Ministerium, Kammerraad, død i München.",,,1811–1871,,
P3376600,person,PERSON-REGISTER,,,,"Feddersen, Søren (1866)",,,,,,
P3376800,person,PERSON-REGISTER,,,,Federl,Oberammergau 1860.,,,,,
P3377000,person,PERSON-REGISTER,,,,"Fehringer, Auguste, f. Wittun (1822–1877)","Tysk Operasangerinde, g. 1° m. Skuespiller August F., 2° m. Operasanger Karl Knopp.",,,1822–1877,,
P3377200,person,PERSON-REGISTER,,,,"Feisthamel, J.","Baron, Geneve 1860.",,,,,
P3377400,person,PERSON-REGISTER,,,,"Feldmann, Karl Anton Matthias (1822–1853)",Tysk Forfatter.,,,1822–1853,,
P3377600,person,PERSON-REGISTER,,,,"Femmer, Frederikke, f. Klem (død 1832)",Enke efter Postmester Oluf F.,,,1832,,
P3377800,person,PERSON-REGISTER,,,,"Femmer, Ole","Søn af Henriette Cathrine Orelius, f. Kikkebusch, Elev i Slagelse Skole.",,,,,
P3378000,person,PERSON-REGISTER,,,,"Fenger, C. E. (1814–1884)","Læge og Politiker, Finansminister 1859–1863 og 1870–1872, Finansborgmester i København 1873, Professor ved Universitetet og Direktør for Landbohøjskolen.",,,1814–1884,,
P3383400,person,PERSON-REGISTER,,,,"Fenger, Clara (1847–1918)","Datter af C.E.F., g. 1872 m. Distriktslæge i Skibby Vilhelm Wanscher.",,,1847–1918,,
P3383800,person,PERSON-REGISTER,,,,"Fenger, Ida Louise, f. Plockross (1827–1882)",g. 1846 m. C.E.F.,,,1827–1882,,
P3384800,person,PERSON-REGISTER,,,,"Fenger, Johs. Ferd. (1805–1861)","Broder til G.E.F., Sognepræst i Lynge og Braaby 1833, i Høje Taastrup 1854, lie. theol.",,,1805–1861,,
P3385200,person,PERSON-REGISTER,,,,"Fenger, Louise Jacobine Adamine, f. Henningsen (1828–1874)",g. 1853 m. Th. F.,,,1828–1874,,
P3386200,person,PERSON-REGISTER,,,,"Fenger, Tabitha Christence (1861–?)",Datter af Th. F.,,,1861,,
P3386400,person,PERSON-REGISTER,,,,"Fenger, Theodor (1816–1889)","Broder til G.E.F., Sognepræst til Hyllested, Venslev og Holsteinborg 1863, til Hvedstrup og Fløng 1872.",,,1816–1889,,
P3387800,person,PERSON-REGISTER,,,,"Fensmark, Henrik (1797–1871)","Stabskaptajn i Artilleriet, Adjunkt hos Kong Christian VIII, senere Generalmajor og Generaladjudant hos Kong Frederik VII.",,,1797–1871,,
P3388000,person,PERSON-REGISTER,,,,Fenzi,"Bankier, Firenze.",,,,,
P3388200,person,PERSON-REGISTER,,,,"Feraldi, Franz",sachsisk Generalkonsul i Athen.,,,,,
P3388400,person,PERSON-REGISTER,,,,"Fernandes, Vasco (død mellem 1541 og 1543)",portugisisk Maler.,,,,,
P3389000,person,PERSON-REGISTER,,,,"Ferrari, Francesco","Kammertjener hos F. S. Vogt, senere Hotelvært i Napoli.",,,,,
P3391800,person,PERSON-REGISTER,,,,"Ferrini, W. Th. (død 1841)",Restauratør.,,,1841,,
P3392000,person,PERSON-REGISTER,,,,"Fersen, Gustaf Hans, Greve (1802–1839)","Major, Besidder af Ljung og Steninge.",,,1802–1839,,
P3392200,person,PERSON-REGISTER,,,,"Ferslev, Christian (1817–1883)",Skuespiller og Operasanger ved Det kgl. Teater 1837–1883.,,,1817–1883,,
P3394200,person,PERSON-REGISTER,,,,"Ferslev, Elisabeth Thomasine, f. Madden (1825–1899)",g. 1863 m. R.W.F.,,,1825–1899,,
P3394600,person,PERSON-REGISTER,,,,"Ferslev, Jens Laasby Michael (død 1868, 71 år gl.)",Købmand i Aalborg.,,,1868,,
P3394800,person,PERSON-REGISTER,,,,"Ferslev, Rasmus Winther Assens (1829–1872)","Søn af H.L.M.F., cand. theol. 1854, Huslærer på Basnæs 1857–1860, Sognepræst i Lyksborg 1863, i Hylke 1865.",,,1829–1872,,
P3395600,person,PERSON-REGISTER,,,,"Ferslev, Wilhelmine Frederikke, f. Weyhe (1814–1904)",g. 1861 m. Chr. F.,,,1814–1904,,
P3395800,person,PERSON-REGISTER,,,,"Fesch, Giuseppe (1763–1839)","Kardinal, Napoléon I's Morbroder, Kunstsamler.",,,1763–1839,,
P3396000,person,PERSON-REGISTER,,,,Feuerherd,"fra Portugal, Dresden 30.10.1860.",,,,,
P3396200,person,PERSON-REGISTER,,,,"Feuerherd, Frk.","Datter af F. fra Portugal, Dresden 30.10.1860.",,,,,
P3396400,person,PERSON-REGISTER,,,,"Fibiger, Axel (1815–1882)","Ritmester, 1865 kar. Oberstløjtnant, 1869 kar. Oberst.",,,1815–1882,,
P3396600,person,PERSON-REGISTER,,,,"Fibiger, Ilia (1817–1867)","Søster til Axel F., Forfatterinde, Filantrop.",,,1817–1867,,
P3398400,person,PERSON-REGISTER,,,,"Fibiger, Johannes (1821–1897)","residerende Kapellan ved Garnisons Kirke, 1874 Sognepræst i Vallensved, 1881–1895 i Ønslev og Eskilstrup, Digter.",,,1821–1897,,
P3399000,person,PERSON-REGISTER,,,,"Fibiger, Laura (1845–1912) eller Margrethe (1846–1927)",Døtre af Axel F.,,,1846–1927,,
P3399200,person,PERSON-REGISTER,,,,"Fibiger, Marie Amalie, f. Waage (1824–1907)",g. 1850 m. Johannes F.,,,1824–1907,,
P3399400,person,PERSON-REGISTER,,,,"Fibiger, Mathilde (1830–1872)","Søster til Axel F., Forfatterinde (Clara Raphael).",,,1830–1872,,
P3400000,person,PERSON-REGISTER,,,,Fich,Hotelvært i Malmø 1839.,,,,,
P3400400,person,PERSON-REGISTER,,,,"Fick, Joh. Chr. (1788–1864)","Auktionsdirektør i København, Justitsraad.",,,1788–1864,,
P3400600,person,PERSON-REGISTER,,,,"Fiedler, Valdemar (1808–1887)","Broder til F.J.F., Birkedommer i Holsteinborg Birk 1856, Regeringens Konsulent i Fiskerisager 1867.",,,1808–1887,,
P3401000,person,PERSON-REGISTER,,,,"Fiesco, Gianluigi de’, Greve af Lavagna (1523–1547)",Genuesisk Adelsmand.,,,1523–1547,,
P3401200,person,PERSON-REGISTER,,,,"Fiesoie, Giovanni da (1387–1455)",Italiensk Maler.,,,1387–1455,,
P3401800,person,PERSON-REGISTER,,,,"Fikkesen, Peder (død 1488)",til Broholm.,,,1488,,
P3402000,person,PERSON-REGISTER,,,,"Finckh, Frøken",Oldenburg.,,,,,
P3402600,person,PERSON-REGISTER,,,,"Finckh, Alexander (1806–1888)","Regeringspræsident i Oldenburg, Geheimrat.",,,1806–1888,,
P3402800,person,PERSON-REGISTER,,,,"Finckh, Eduard (1836–1924)","Søn af Alexander F., senere preussisk Generalmajor.",,,1836–1924,,
P3403200,person,PERSON-REGISTER,,,,"Finne, Margrethe Vilhelmine (1792–1860)",Tante til A. F. Krieger.,,,1792–1860,,
P3403400,person,PERSON-REGISTER,,,,"Finsen, Hilmar (1824–1886)","Stiftamtmand (Landshøvding) på Island 1865, Overpræsident i København 1883, Indenrigsminister 1883–1885, derpaa igen Overpræsident.",,,1824–1886,,
P3403600,person,PERSON-REGISTER,,,,"Fiorentini, Signora","Italiensk Operasangerinde, Casino 3.5.1869.",,,,,
P3403800,person,PERSON-REGISTER,,,,Firmenich,Broder til Johann Mathias F.,,,,,
P3404000,person,PERSON-REGISTER,,,,"Firmenich (Richartz), Johann Mathias (1808–1889)","Tysk Forfatter og Oversætter, Professor 1860.",,,1808–1889,,
P3404600,person,PERSON-REGISTER,,,,"Fischer, Frøken","Passy-Paris 1865–1866 (kaldes VII, 3: Frøken Richter).",,,,,
P3405000,person,PERSON-REGISTER,,,,Fischer,"Østrigsk Skuespillerinde, Wien 16.6.1834.",,,,,
P3405200,person,PERSON-REGISTER,,,,"Fischer, Charlotte Dorothea, f. Schweffel (1784–1855)",Hofdame hos Prinsesse Charlotte Frederikke 1833–1837.,,,1784–1855,,
P3405400,person,PERSON-REGISTER,,,,"Fischer, Johanne (Hanne) (1819–1910)","Søster til Fru Christiane Liith, g. 1858 m. Arkitekt Laurits Albert Winstrup.",,,1819–1910,,
P3405600,person,PERSON-REGISTER,,,,"Fischer, Louis (1784–1845)",Tegnelærer og Maler i Schwerin.,,,1784–1845,,
P3405800,person,PERSON-REGISTER,,,,"Fischer, Maximilian",Kældermester i Kloster-Neuburg 1834.,,,,,
P3406000,person,PERSON-REGISTER,,,,"Fischer, Peter de (1820–1888)","Dansk Læge i Chile, 1864 dansk Vicekonsul i San Jago.",,,1820–1888,,
P3406200,person,PERSON-REGISTER,,,,"Fistaine, Gustav (1820–1886)","dr. phil., Lærer ved Kadetskolen og Officersskolen, Privatdocent i Fransk og Italiensk, Translatør.",,,1820–1886,,
P3406400,person,PERSON-REGISTER,,,,"Fitzjames, Madame","Balletdanserinde, Trieste 21.3.1846.",,,,,
P3406600,person,PERSON-REGISTER,,,,"Fjeldsted, Caroline (1821–1881)","Solodanserinde ved Det kgl. Teater, g. 1849 m. Chr. Kellermann.",,,1821–1881,,
P3407400,person,PERSON-REGISTER,,,,"Flacknecker, Wolfgang Ferdinand (1792–efter 1847)",Tysk Maler og Litograf.,,,,,
P3408000,person,PERSON-REGISTER,,,,"Fladager, Ole (1832–1871)",Norsk Billedhugger.,,,1832–1871,,
P3408800,person,PERSON-REGISTER,,,,"Flaminius, Gaius (død 217 f. Chr.)",romersk Statsmand og Feltherre.,,,-217,,
P3409000,person,PERSON-REGISTER,,,,"Fleischer, Eilert H.",svensk-norsk Konsul i Napoli.,,,,,
P3409600,person,PERSON-REGISTER,,,,"Fleischer, Esaias (1732–1804)","Amtmand, Naturhistoriker, økonomisk og theologisk Forfatter, Konferensraad.",,,1732–1804,,
P3409800,person,PERSON-REGISTER,,,,"Fleischer, Johan Seckman (død 1852)","Broder til E.H.F., dansk Generalkonsul i Napoli.",,,1852,,
P3411600,person,PERSON-REGISTER,,,,"Flemming. Armgard, Grevinde, f. von Arnim (1821–1880)","Datter af Ludwig Achim von Arnim, g. 1860 m. Grev Albert F.",,,1821–1880,,
P3411800,person,PERSON-REGISTER,,,,"Flensborg, Emilie Mathilde, f. Saabye (1820–1893)","Søster til A. V. Saabye, g. 1850 m. Thøger F.",,,1820–1893,,
P3412000,person,PERSON-REGISTER,,,,"Flensborg, Thøger (1820–1869)",Sognepræst til Haurum og Sald.,,,1820–1869,,
P3412400,person,PERSON-REGISTER,,,,"Flinch, Alfred (1840–1910)","Skuespiller ved Det kgl. Teater 1861–1865, derefter Litterat og Oversætter.",,,1840–1910,,
P3413400,person,PERSON-REGISTER,,,,Flindt(?),8.9.1859.,,,,,
P3413600,person,PERSON-REGISTER,,,,"Flindt, Frederik Christian Ferdinand de (1800–1855)",Ritmester.,,,1800–1855,,
P3413800,person,PERSON-REGISTER,,,,"Flindt, H. A. (1822–1901)","Landskabsgartner, 1877 Inspektør for de kgl. Lysthaver.",,,1822–1901,,
P3414200,person,PERSON-REGISTER,,,,"Flindt, Oligra Petrine Constance, f. Holm (1827–1903)",g. 1861 m. H.A.F.,,,1827–1903,,
P3415000,person,PERSON-REGISTER,,,,"Flindt, Peter Ludvig Detlev (1799–1857)","Overauditør, Herredsfoged i Ø. Flakkebjerg Herred (Førslev).",,,1799–1857,,
P3415200,person,PERSON-REGISTER,,,,"Floderus, Manfred Mustafa (1832–1909)","Lektor i Naturvidenskab ved Uppsala Katedralskole, fil. dr., 1866 Rektor sst.",,,1832–1909,,
P3415400,person,PERSON-REGISTER,,,,"Flor, August",Redaktør af Altonaer Adress-Comtoir-Nachrichten 1843.,,,,,
P3415600,person,PERSON-REGISTER,,,,"Flor, Christian (1792–1875)","Professor, Skolemand og Politiker, 1848 Etatsraad.",,,1792–1875,,
P3415800,person,PERSON-REGISTER,,,,"Flor, Ferd. (1793–1881)",Tysk Maler.,,,1793–1881,,
P3416000,person,PERSON-REGISTER,,,,"Florian, Jean Pierre Claris de (1755–1794)",Fransk Digter.,,,1755–1794,,
P3416200,person,PERSON-REGISTER,,,,Florio,Fører af Dampskibet Ferdinand I 1841.,,,,,
P3416400,person,PERSON-REGISTER,,,,"Flotow, Friedrich von (1812–1883)",Tysk Komponist.,,,1812–1883,,
P3417400,person,PERSON-REGISTER,,,,"Flygare-Carlén, Emilie, f. Smith (1807–1892)","Svensk Forfatterinde, g. 1° 1827 m. Stadslæge Axel Flygare, 2° 1841 m. Forfatteren J. G. Carlen.",,,1807–1892,,
P3418800,person,PERSON-REGISTER,,,,Foersom,"Tryllekunstner, 14.1.1868.",,,,,
P3419000,person,PERSON-REGISTER,,,,"Foersom, Christen (1794–1850)","Søn af Peter F., Skuespiller ved Det kgl. Teater.",,,1794–1850,,
P3419400,person,PERSON-REGISTER,,,,"Foersom, Edel Cathrine, f. Bang (1771–1851)",g.m. Peter F.,,,1771–1851,,
P3419600,person,PERSON-REGISTER,,,,"Foersom, Peter (1769–1856)",Organist ved St. Knuds Kirke i Odense.,,,1769–1856,,
P3419800,person,PERSON-REGISTER,,,,"Foersom, Peter Thun (1777–1817)","Skuespiller ved Det kgl. Teater, Oversætter.",,,1777–1817,,
P3420000,person,PERSON-REGISTER,,,,Fog,"Dansk Turist med Frue og Børn, Brunnen 19.6.1873.",,,,,
P3420200,person,PERSON-REGISTER,,,,"Fog, Bruun Juul (1819–1896)","dr. phil., 1857 residerende Kapellan ved Holmens Kirke, 1867 Holmens Provst, 1881 Biskop i Aarhus, 1884 Sjællands Biskop.",,,1819–1896,,
P3421000,person,PERSON-REGISTER,,,,"Fog, Carl Jacob Henrik (1823–1901)","Broder til Bruun Juul F., 1855 Sognepræst i Mejrup samt Førstelærer og Kateket i Holstebro, 1864 Sognepræst i Ebeltoft og Draaby, 1873 i Bogense og Provst for Lunde, Skam og Skovby Herreder.",,,1823–1901,,
P3421200,person,PERSON-REGISTER,,,,"Fog, Petra, f. Høegh-Guldberg (1804–1870)",g. 1845 m. Bruun Juul F.,,,1804–1870,,
P3421400,person,PERSON-REGISTER,,,,"Fogelberg, B. E. (1786–1854)",Svensk Billedhugger.,,,1786–1854,,
P3422000,person,PERSON-REGISTER,,,,"Fogtmann, Nicolai (1788–1851)","Lektor ved Sorø Akademi, 1830 Professor i Theologi ved Københavns Universitet, 1831 Biskop i Ribe, 1833 i Aalborg.",,,1788–1851,,
P3422200,person,PERSON-REGISTER,,,,"Folchi, Clemente",Italiensk Arkitekt.,,,,,
P3422400,person,PERSON-REGISTER,,,,"Foltmar, Frederik Wilhelm (1794–1873)","Ritmester ved 2. Dragonregiment (Itzehoe), 1842 Major, 1847 kar. Oberstløjtnant, Land- og Søkrigskommissær i 3die slesvig-holstenske Distrikt.",,,1794–1873,,
P3422600,person,PERSON-REGISTER,,,,"Foltz, Philipp (1805–1877)",Tysk Historiemaler og Genremaler.,,,1805–1877,,
P3422800,person,PERSON-REGISTER,,,,"Fonnesbech, C. A. (1817–1880)","Godsejer, Folketingsmand 1858–1872, Finansminister 1865, 1870 Indenrigsminister, KonsejIspræsident 1874–1875, Kammerherre 1868, Gehejmekonferensraad 1876.",,,1817–1880,,
P3423400,person,PERSON-REGISTER,,,,"Forchhammer, Abigael Marie Bing, f. Ebbesen (1840–1888)",g. 1860 m. Johannes F.,,,1840–1888,,
P3423600,person,PERSON-REGISTER,,,,"Forchhammer, Emilie Mariane, f. Fugl (1815–1882)",g. 1832 m. G. F.,,,1815–1882,,
P3423800,person,PERSON-REGISTER,,,,"Forchhammer, G. (1794–1865)","Professor i Mineralogi og Geognosi ved Københavns Universitet, Etatsraad 1851, Konferensraad 1857.",,,1794–1865,,
P3426000,person,PERSON-REGISTER,,,,"Forchhammer, Johannes (1827–1909)","Søn af G. F., Rektor for Herlufsholms Skole 1872–1892, Filolog og Historiker.",,,1827–1909,,
P3426200,person,PERSON-REGISTER,,,,"Forconi, Felicita (1819–efter 1860)","Italiensk Operasangerinde, g.m. Direktøren for den italienske Operatrup ved Hofteatret i København 1842–1844 Grev Giovanni Marasini, Primadonna 1842–1845.",,,,,
P3426400,person,PERSON-REGISTER,,,,"Forestier Demours, Léon","Fransk Journalist, deltog i Journalistbesøget i København August 1867.",,,,,
P3426600,person,PERSON-REGISTER,,,,"Foroni, Jacopo (1825–1858)","Italiensk Komponist, 1849 Hofkapelmester ved den kgl. Opera i Stockholm.",,,1825–1858,,
P3427000,person,PERSON-REGISTER,,,,"Forster, John","Engelsk Rejsende, Göta-Kanalen og Uppsala 1837.",,,,,
P3427600,person,PERSON-REGISTER,,,,"Forster, John (1812–1876)","Engelsk Forfatter, Dickens’ Biograf og Ven, Advokat, Secretary to the Commissioners of Lunacy.",,,1812–1876,,
P3427800,person,PERSON-REGISTER,,,,"Forster, Eliza Ann, f. Crosbie","Enke efter Forlæggeren Henry Colburn, g. 2° m. John F.",,,,,
P3428000,person,PERSON-REGISTER,,,,"Foscarini, Marco Trabaudi","Italiensk Advokat, italiensk Konsul i København 1869.",,,,,
P3428200,person,PERSON-REGISTER,,,,"Fossum, Leocadie, f. Bergnehr (1826–1919)","Operasangerinde ved Det kgl. Teater, g. 1° 1852 m. Lysestøber, senere Toldassistent Carl Edvard F., 2° 1861 m. Syngemester Carl Ludvig Gerlach.",,,1826–1919,,
P3428800,person,PERSON-REGISTER,,,,Fouché,"Greve fra Dijon, bor i Dresden med sin Moder, Maxen 10.10.1869.",,,,,
P3429000,person,PERSON-REGISTER,,,,"Foulke, Julia De Veaux",Amerikansk Beundrerinde 1875.,,,,,
P3429200,person,PERSON-REGISTER,,,,"Fouqué, Friedrich de La Motte, Baron (1777–1843)",Tysk Forfatter.,,,1777–1843,,
P3429800,person,PERSON-REGISTER,,,,"Fourment, Helene (1614–1673)","g. 1° 1630 m. P. P. Rubens, 2° 1645 m. Joh. Baptist van Broeckhoven, senere Greve af Bergeyck.",,,1614–1673,,
P3430200,person,PERSON-REGISTER,,,,"Fournel, Victor (1829–1894)","Fransk Journalist, Litteraturhistoriker og Topograf.",,,1829–1894,,
P3430600,person,PERSON-REGISTER,,,,Foy. C. A.,"stud, philos., Boston (München 21.6.1852).",,,,,
P3430800,person,PERSON-REGISTER,,,,"Foy, Maximilien-Sébastian (1775–1825)",Fransk General.,,,1775–1825,,
P3431000,person,PERSON-REGISTER,,,,Foyr,Le Locle 4.9.1833.,,,,,
P3431200,person,PERSON-REGISTER,,,,"Foz, Gil Guedes Correia de Queiros, Greve (1824–1898)","portugisisk Brigadegeneral, Adjudant hos Kong Fernando af Portugal.",,,1824–1898,,
P3431600,person,PERSON-REGISTER,,,,"Foz, Mariana Georgina, Grevinde, f. Palha de Faria Lacerda (1824–1898)",g. 1847 m. Gil de F.,,,1824–1898,,
P3432000,person,PERSON-REGISTER,,,,"Fraenckel, Adolph (1855–1900)","Søn af Sally F., senere Tapetfabrikant.",,,1855–1900,,
P3432400,person,PERSON-REGISTER,,,,"Fraenckel, Birgitte (1856–1920)","Datter af Sally F., g. 1877 m. Grosserer Ruben Carl Henriques.",,,1856–1920,,
P3432600,person,PERSON-REGISTER,,,,"Fraenckel, Elise (1852–1938)","Datter af Sally F., g. 1876 m. Bankier B. D. Adler.",,,1852–1938,,
P3433400,person,PERSON-REGISTER,,,,"Fraenckel, Esther, f. Henriques (1819–1885)","Datter af Ruben Henriques, Enke efter Tapetfabrikant Adolph F.",,,1819–1885,,
P3434200,person,PERSON-REGISTER,,,,"Fraenckel, Nathalia (1846–1892)","Datter af Esther F., g. 1870 m. Grosserer Frederik Trier.",,,1846–1892,,
P3434400,person,PERSON-REGISTER,,,,"Fraenckel, Sally (1820–1886)",Tapetfabrikant.,,,1820–1886,,
P3435200,person,PERSON-REGISTER,,,,"Fraenckel, Sara, f. Melchior (1822–1871)","Datter af Gerson Moses Melchior, g. 1848 m. Sally F.",,,1822–1871,,
P3435800,person,PERSON-REGISTER,,,,"Francesca, Piero della (1416–1492)",Italiensk Maler.,,,1416–1492,,
P3436000,person,PERSON-REGISTER,,,,"Francia, Francesco (1450–1517)",Italiensk Maler.,,,1450–1517,,
P3436600,person,PERSON-REGISTER,,,,Francisque,"Fransk Skuespiller, Medlem af Delcours Selskab fra Berlin.",,,,,
P3437000,person,PERSON-REGISTER,,,,"Francke, Karl (1805–1870)","Deputeret i General-Toldkammer- og Kommercekollegiet 1840–1848, 1847 i handelspolitisk Mission til England og Frankrig, fra 1848 i slesvig-holstensk og tysk Tjeneste, 1851–1863 Regeringspræsident i Coburg, Etatsraad 1839.",,,1805–1870,,
P3437400,person,PERSON-REGISTER,,,,"Franckenstein, Carl von, Baron (1831–1898)","Østrigsk Legationssekretær i København, 1866–1867 fungerende Chargé d’affaires.",,,1831–1898,,
P3437800,person,PERSON-REGISTER,,,,"Frandsen, P. S. (1797–1881)","dr. phil., 1854 Director for og 1. Lærer ved Real-Gymnasiet i Rendsborg.",,,1797–1881,,
P3438000,person,PERSON-REGISTER,,,,"Frankenberg und Ludwigsdorff, An tonie von, Grevinde, f. Grevinde von Teczin-Paczinsky (1801–1877)",Enke efter Grev Fr.v.F.-L.,,,1801–1877,,
P3438200,person,PERSON-REGISTER,,,,"Frankenberg und Ludwigsdorff, Siegfried von, Greve (1822–?)",Søn af Antonie v. F.-L.,,,1822,,
P3438400,person,PERSON-REGISTER,,,,"Frankl, Ludwig August (1810–1894)",Østrigsk Digter.,,,1810–1894,,
P3439000,person,PERSON-REGISTER,,,,"Frankrig, Charles X, Konge af – (1757–1836)","Broder til Louis XVI af F., Konge 1824–1830.",,,1757–1836,,
P3439800,person,PERSON-REGISTER,,,,"Frankrig, Eugénie, Kejserinde af –, f. Komtesse Montijo (1826–1920)",g. 1853 m. Napoléon III af F.,,,1826–1920,,
P3440200,person,PERSON-REGISTER,,,,"Frankrig, François I, Konge af – (1494–1547)",Konge 1515.,,,1494–1547,,
P3440400,person,PERSON-REGISTER,,,,"Frankrig, Henri III, Konge af – (1551–1589)",Konge 1574.,,,1551–1589,,
P3440800,person,PERSON-REGISTER,,,,"Frankrig, Josephine, Kejserinde af –, f. Tascher de la Pagerie (1763–1814)","g. 1° 1779 m. Vicomte Alexandre Beauharnais, 2° 1796 m. General Napoléon Bonaparte, Kejserinde 1804–1809.",,,1763–1814,,
P3441400,person,PERSON-REGISTER,,,,"Frankrig, Louis XIV, Konge af – (1638–1715)",Konge 1643.,,,1638–1715,,
P3442000,person,PERSON-REGISTER,,,,"Frankrig, Louis XVI, Konge af – (1754–1793)",Konge 1774–1792.,,,1754–1793,,
P3442600,person,PERSON-REGISTER,,,,"Frankrig, Louis XVIII, Konge af – (1755–1824)","Broder til Louis XVI af F., Konge 1814 og 1815–1824.",,,1755–1824,,
P3442800,person,PERSON-REGISTER,,,,"Frankrig, Louis Philippe, Konge af – (1773–1850)",Konge 1830–1848.,,,1773–1850,,
P3444000,person,PERSON-REGISTER,,,,"Frankrig, Maria af Medici, Dronning af – (1573–1642)","Datter af Storhertug Francesco af Toscana, g. 1600 m. Henri IV af F.",,,1573–1642,,
P3444200,person,PERSON-REGISTER,,,,"Frankrig, Marie-Amélie, Dronning af –, f. Prinsesse af Neapel (1782–1866)",g. 1809 m. Louis Philippe af F.,,,1782–1866,,
P3444400,person,PERSON-REGISTER,,,,"Frankrig, Marie Antoinette, Dronning af –, f. Prinsesse af Østrig (1755–1793)","Datter af Maria Theresia af Østrig, g. 1770 m. Louis XVI af F.",,,1755–1793,,
P3445000,person,PERSON-REGISTER,,,,"Frankrig, Marie Louise, Kejserinde af –, f. Prinsesse af Østrig (1791–1847)","g. 1° 1810 m. Napoléon I af F., 2° 1822 m. sin Overhofmester A. A. von Neipperg, 3° 1834 m. Grev Ch. Bombelles; Kejserinde 1810–1814, derefter Hertuginde af Parma.",,,1791–1847,,
P3445200,person,PERSON-REGISTER,,,,"Frankrig, Napoléon I, Kejser af – (1769–1821)",Kejser 1804–1814 og 1815.,,,1769–1821,,
P3454600,person,PERSON-REGISTER,,,,"Frankrig, Napoléon III, Kejser af – (1808–1873)",Kejser 1852–1870.,,,1808–1873,,
P3458200,person,PERSON-REGISTER,,,,"Frankrig, Napoléon (IV), Kejserprinsen af – (1856–1879)",Søn af Napoléon III af F.,,,1856–1879,,
P3458600,person,PERSON-REGISTER,,,,Franz (Rössler-Franz),"Hotelejerdynasti i Via Condotti, Rom.",,,,,
P3459200,person,PERSON-REGISTER,,,,"Franzén, Frans Mikael (1772–1847)","finlandssvensk Digter, 1834 Biskop i Härnösand Stift.",,,1772–1847,,
P3459400,person,PERSON-REGISTER,,,,Franzl,Prag 1.8.1851.,,,,,
P3459600,person,PERSON-REGISTER,,,,"Franzos, Angelo",Italiensk Billedhugger.,,,,,
P3459800,person,PERSON-REGISTER,,,,Frauenlob (Heinrich von Meissen) (ca. 1260–1318),Tysk Mestersanger.,,,1260–1318,,
P3460200,person,PERSON-REGISTER,,,,"Frederici, Frk.","fra Stuttgart, Guvernante på Frijsenborg 1863.",,,,,
