kind	reference_name	reference_desc	reference_refs
candidate_missing	Werliin, Christian (1804–1866)	Student 1824, 1827 kst. Adjunkt i Helsingør, cand. theol. 1829, lic.theol. 1838, 1841 Sognepræst til Hasle, Skejby og Lisbjerg, 1850 til Ferslev og Vellerup.	I:33–34
candidate_missing	Werliin, Henri (1837–1892)	Søn af Chr. W., Stedsøn af Chr. Winther, Fuldmægtig i Finansministeriet.	VIII:222
candidate_missing	Werner, Karl Fr. Heinr. (1808–1894)	Tysk Maler.	II:131
candidate_missing	Werner, Nathalie (død 1866)	Tante til Clara Heinke.	IV:276–277;IV:320;VII:47
candidate_missing	Werning, Marie (1798–1871)	tidligere Solodanserinde ved Det kgl. Teater, Afsked 1837, g. s.A. m. Artisten Jean d'Abis.	VI:67
candidate_missing	Wesley	London 25.6.1857.	IV:251
candidate_missing	Wessel, Johan Herman (1742–1785)	Digter.	V:372;V:385;VII:268;VIII:49;VIII:252
candidate_missing	Wessely, Abraham (1800–1875)	Dispachør, Landstingsmand.	VI:274
candidate_missing	West, Hans Frederik (1821–1866)	Skovrider, Glorup.	III:184;III:405
candidate_missing	West, Johan Wilhelm (1801–1865)	tidligere Huslærer på Bregentved, 1832 Sognepræst i Hellested.	II:280;II:284
candidate_missing	Westberg, Maria (1853–1893)	Solodanserinde ved Det kgl. Teater 1871–1890.	IX:157;X:443
candidate_missing	Westengaard, Carl Theodor (1824–1915)	Skolelærer i Bisserup ved Holsteinborg.	VII:330;X:258
candidate_missing	Westengaard, Caroline Jensine, f. Borup (1822–1904)	Søster til Hansine Borup, g.m. Carl Theodor W.	VII:330;X:258
candidate_missing	Westengaard, Else Marie, f. Høyen (1800–1847)	g. 1820 m. L.C.D.W.	II:435
candidate_missing	Westengaard, Lauritz Christian Ditlev (1795–1853)	Sognepræst 1830 ved St. Hans Kirke i Odense.	II:431;II:435
candidate_missing	Wester, Anders Magnus (1844–?)	Svensk Publicist og Maler. »Som tidningsutgivare skrev han sig artisten Anders Magnus Wester Manhem, men om hans konstnärliga verksamhet är intet känt« (Svensk konstnarslexikon).	IX:100
candidate_missing	Westergaard, Anna, f. Bille (1831–1889)	Søster til C.St.A. Bille, g. 1852 m. Chr. Jørgensen W.	VII:319
candidate_missing	Westergaard, Otto (1822–1906)	Premierløjtnant ved 5. Forstærkningsbataillon, senere Oberst.	III:399
candidate_missing	Westermann, Blanka, f. Vieweg (død 1879)	Søster til Eduard Vieweg, g. 1838 m. George W.	II:48
candidate_missing	Westermann, Carl Ludvig Theodor (1840–?)	Søn af Carl Th. W.	IV:359
candidate_missing	Westermann, Carl Th. (1812–1882)	Grosserer, borgerlig Raadmand og tysk Konsul i Randers.	IV:326;IV:359–360;VI:247
candidate_missing	Westermann, George (1810–1879)	Forlagsboghandler i Braunschweig.	II:48;IV:223;IV:225;IV:230
candidate_missing	Westermann, Ida Sophie, f. Fürst (1813–1885)	Søster til Augusta Fürst, g.m. Carl Theodor W.	IV:326;IV:357;IV:358;V:424;VI:281;VII:227
candidate_missing	Westermann, Paul Anton (1838–1909)	Boghandler i Leipzig.	X:355
candidate_missing	Westermann, W. (død 1861)	Billetkasserer ved Det kgl. Teater.	V:120
candidate_missing	Westmoreland, John Fane, Jarl af – (1784–1859)	Engelsk Diplomat, 1841 Gesandt i Berlin, 1851–1855 i Wien.	III:37
candidate_missing	Westphal fra ltzehoe	(enten Obergerichtsadvokat Eggert W. eller Konsul, Købmand og Tobaksfabrikant Herman W.).	II:438
candidate_missing	Westrup, August (1838–1897)	Forlagsboghandler, Medredaktør og -udgiver af Illustreret Børneblad 1871 og Ugeblad for Børn 1872.	IX:97–98;IX:139;IX:221–222;IX:225;X:422
candidate_missing	Wettering, Joh. Karl Ludwig von der	Kirchspielvogt in der Crempes Marsch.	II:385
candidate_missing	Wexschall, Anna, f. Brenøe (1803–1856)	Skuespillerinde ved Det kgl. Teater, g. 1° 1823 m. Violinisten F. W., Ægteskabet opløst 1831, 2° 1834 m. Skuespiller N.P. Nielsen.	I:471–472
candidate_missing	Weyse, C. E. F. (1774–1842)	Komponist.	I:63;I:118;I:129;I:144;I:332;II:69;II:297;II:344;IV:195;IV:413;VI:326;VII:263;VIII:65;VIII:151;VIII:157;VIII:459;X:223;X:388–389
candidate_missing	Whitte, Hans Kofod (1810–1894)	Student 1828, dr.phil., Rektor ved Randers lærde Skole 1857–1885, tit. Professor 1858.	VIII:137
candidate_missing	Wibe, Møller	Østfyn, 1.8.1850.	III:422
candidate_missing	Wich, Edouard Herløw (1846–1873)	Søn af Peder Jørgen W., Skræddersvend i Odense.	VII:385
candidate_missing	Wich, Peder (1765–1828)	Skræddermester i Odense.	VII:383
candidate_missing	Wich, Peder Jørgen (1809–1873)	Søn af Peder W., Skræddermester, Medlem af Odense Kommunalbestyrelse.	VII:383;VII:385
candidate_missing	Wichfeld, Jørgen (1800–1888)	cand. jur. 1824, Kammerjunker, 1846 Besidder af Engestofte og Ulriksdal, Landstingsmand, 1847 Kammerherre.	I:105;VI:328–329;VIII:45;VIII:137;VIII:349
candidate_missing	Wichfeld, Warinka, f. Baronesse Rosenkrantz (1822–1908)	g.1842 m. Jørgen W.	VIII:45;IX:41
candidate_missing	Wichmann, Ludwig (1788–1859)	Tysk Billedhugger.	III:313
candidate_missing	Wilckens, G.F. (1808–1877)	Thorvaldsens Kammertjener, Kustode ved Thorvaldsens Museum.	VIII:434–435;X:231;X:242
candidate_missing	Wilkens, Gl. (1844–1929)	cand. mag. i Filosofi 1869, Professor 1897, Filosof, Sociolog og Æstetiker.	IX:220
candidate_missing	Willemoes-Suhm, Frøknerne	Døtre af Martin W.-S.	II:301
candidate_missing	Williams & Norgate	Boghandlerfirma i Govent Garden, London 1847.	III:225
candidate_missing	Willich, Mrs.	London 8.8.1847. Beundrerinde af H.C. Andersen og af Jenny Lind.	III:245–246
candidate_missing	Winsløw, Ferd. S.	Direktør for den skandinaviske Bank i Chicago, efter Bankens Fallit 1872 Indehaver af en Østersforretning i Virginia, derefter ansat i et Regeringskontor i Washington.	IX:201
candidate_missing	Winther, Petrine, f. Steffensen (1850–1930)	Datter af Fisker Steffen Olsen, Taarbæk, g. 1873 m. Georg W.	X:180
candidate_missing	With	Eller Hvidt?.	III:415
candidate_missing	Witzleben, Fru von	Hofdame hos Dronning Amalia af Grækenland (Navnet vist misforstået af H.C. Andersen).	II:255–256
candidate_missing	Wulff, Henriette (Jette) (1804–1858)	Datter af P.F.W.	V:34;V:106;VII:102;VII:139;VII:168
candidate_missing	Wørishøffer, J. A. P. F. (1804–1892)	Oberst i Infanteriet, 1864 Generalmajor, 1874 Generalløjtnant.	V:127
candidate_missing	Xenophon (ca. 430–ca. 355 f.Chr.)	græsk Historiker.	I:49
candidate_missing	Xerxes (død 465 f.Chr.)	Konge i Persien 485–65.	IV:386
candidate_missing	Ûxküll (Uexküll), Clara, Friherreinde, f. Walter (1823–1909)	g. 1843 m. Boris v.U.	IV:66;VIII:319
candidate_missing	Zeise, Frk.	Datter af Heinrich Z. (1793–1863).	III:15
candidate_missing	Zemlen (Zelmen)	Napoli 1846, J.A. Josephsons Rejsefælle.	III:109;III:115–118;III:120–22;III:126–127
candidate_missing	Zimmermann, Clemens von (1788–1869)	Tysk Historiemaler, Raderer og Litograf.	II:67
candidate_missing	Zytphen-Adeler, Anna Charlotte, Baronesse (1837–1876)	Hofdame hos Kronprinsesse Louise af Danmark.	IX:181
candidate_missing	Zöllner, von, Hauptmann (død 8.6.1856)	Ven af Serres.	III:66–67;III:69;IV:53;IV:68;IV:134–135;IV:207–208
candidate_missing	Æsop (Aisopos)	Græsk Fabeldigter, 6. årh. f. Chr.	II:132;III:197;X:391
candidate_missing	Oehlenschlæger, Charlotte (Lotte) (1811–1835)	Datter af Adam O., g. 1832 m. Ludvig Phister.	I:33;I:36–37;I:88–90;I:92;I:118;I:493;II:51;VII:369
candidate_missing	Oertzen, Friherreinde	g.m. Georg v. Oe.	III:269
candidate_missing	Oesterreicher, Joseph Renner von (død 1865)	Dansk Generalkonsul i Triest, senere Etatsraad.	III:79–82;IV:139
