kind	reference_name	reference_desc	reference_refs
candidate_missing	Juel, Frederikke, f. Komtesse Knuth (1777–1861)	g. 1797 m. Knud F. J.	II:286
candidate_missing	Julia (død 14)	Datter af Kejser Augustus, g. 1° Marcellus, 2° Feltherren Agrippa, 3° den senere Kejser Tiberius.	IV:97
candidate_missing	Julienne, Mile (1793–?)	Fransk Skuespillerinde ved Gymnase, Paris, 1824–1843, Specialist i Anstands-Dameroller.	II:340
candidate_missing	Junck, Karl (1814/16–78)	Østrigsk Major, Krigshistoriker.	IX:269
candidate_missing	Junck, Karoline (død ca. 1891)	g.m. Karl J.	IX:269
candidate_missing	Junck, Wilhelm	Søn af Karl J., østrigsk Violinist.	IX:201–202;IX:205;IX:207;IX:209;IX:211;IX:268–269
candidate_missing	Jung	har Pension i Dresden for unge Piger (1856).	IV:225
candidate_missing	Jørgensen, Jørgen	Tjener hos Chr. Thyberg.	III:74–75
candidate_missing	Jørgensen, Rasmus (kaldet Specius) (1792–?)	Vognmand, 1838–1858 Vært i Hotel du Nord, Kongens Nytorv, hvor H.C. Andersen boede 1.12.1838–13.5.1847.	X:473
candidate_missing	Kali, Nancy, f. Rørbye (1813–1863)	Søster til F. G. Rørbye, g. 1835 m. P.J.K.	IV:353
candidate_missing	Kali, Peter Julius (1804–1878)	svensknorsk Vicekonsul i Frederikshavn, Kommerceraad.	IV:344;IV:353;IV:355–356
candidate_missing	Kayser, G. J. H. (1811–1870)	Student 1828, dr. med., Stiftsfysikus i Odense, 1848 Professor i Statistik og Statsøkonomi, Afsked 1865, 1852–1854 og 1861–1864 Folketingsmand.	III:279;III:285;III:290–291;VI:340;VII:34
candidate_missing	Kircher, Frøknerne	Basel September 1860.	IV:436–437
candidate_missing	Kirchheiner, A. G. E. (1827–?)	Fuldmægtig 1851–1869 på Udskrivningschefens Kontor i Aalborg.	IV:345
candidate_missing	Kirk, Mette, f. Ghristensdatter (1799–1869)	g.1816 m. Ole K.	IV:336
candidate_missing	Kiær, Emilie	Datter af Fritz K.	VIII:232
candidate_missing	Kiær, Frederik (Fritz) (1825–1893)	Sekondløjtnant i Kavalleriet 1842, Premierløjtnant 1849, Ritmester 1859, kar. Oberst 1872, kar. Generalmajor 1883, Gesandt i Rom 1872, i Wien 1880, i St. Petersborg 1884; Kammerjunker 1849, Kammerherre 1869.	III:288–289;V:430;V:433–434;VII:312;VIII:34;IX:92;IX:140–141;IX:152
candidate_missing	Kiær, Regitze Christiane Johanne	Datter af Fritz K.	VIII:232
candidate_missing	Kjærulf	(24.4.1862: »Middag hos Ørsteds med ... Hr. Kjærulf, der ikke behager mig«).	V:163
candidate_missing	Klein, Caroline, f. Serre	Søster til F. A. Serre, g.m. Rat K., Berlin.	IV:163;IV:276–277;IV:281;IV:283
candidate_missing	Klein, Victor	Dreng fra Karlsborg (29.-30.7.1849).	III:366–367
candidate_missing	Klock, Frue	Weimar 1846.	III:51
candidate_missing	Klock (Klok), Frk.	Hofdame, Weimar.	III:272
candidate_missing	Knudsen, Frøken	Aalborg Juli-August 1859.	IV:343–344;IV:358
candidate_missing	Knuth, Anna Eleonore Frederikke Elisabeth, Grevinde, f. Komtesse Holck-Winterfeldt (1841–1917)	Datter af Gustav Hoick-Winterfeldt, g. 1862 m. Julius K.	X:284
candidate_missing	Knör & Sohn	Bankierfirma, Luzern.	IV:404
candidate_missing	Koch, G. G. (1737–1813)	Professor i Strassburg, fransk Historiker.	II:364
candidate_missing	Koch, Hans Henrik (Henni) (1836–1903)	Søn af J.H.K. (1787–1860), Kadet 1850, Sekondløjtnant i Søetaten 1856, Løjtnant 1858, Kaptajn 1873, senere Viceadmiral.	V:414;V:449–450;VI:59–60;VI:154;VI:196;VI:197;VI:202;VI:231;VI:247;VIII:34;VIII:209;VIII:248;VIII:347;VIII:350;VIII:352;VIII:453;IX:18;IX:206;IX:212–214;IX:217;IX:230;IX:336
candidate_missing	Koch, Jørgen Hansen (»Jøn«) (1861–1935)	Søn af Peter K., senere Præsident i Sø- og Handelsretten.	V:7;V:414;VI:3;VI:66;VI:76;VI:139–140;VI:325;VII:216;VII:238;VIII:9–10;VIII:157;VIII:161;VIII:323;VIII:333;VIII:425;VIII:453;IX:82;X:136;X:140;X:152;X:197
candidate_missing	Kohan, A.	russisk Rejsende, Odessa.	V:299–300;VI:275
candidate_missing	Kohle	Holstener, bosat i örebro 1837.	II:33–34
candidate_missing	Koopmann & Comp.	Hamburg.	X:264
candidate_missing	Koscielski o: Koscietoki, Hugo von	Frankfurt 1869.	VIII:253
candidate_missing	Kottwitz (Fritz?)	Baron, Giion 26.5.1873.	X:91–92
candidate_missing	Kragh	(Kraghs Have 10.8.1869).	VIII:239
candidate_missing	Krog-Meyer, Frøken	Søster til H.W.K.- M. (enten Louise Augusta (1811–1891) eller Marie Margrete (1814–1907)), Ulkebøl 17.9.1844.	II:440
candidate_missing	Krogh, Frøknerne	Døtre af Georg Frederik von K.	II:43;II:303–305
candidate_missing	Kruse	(fra Nyborg), dansk Skibsfører på Vej til Valparaiso, Hamburg 23.11.1845.	III:12
candidate_missing	Kuhlau, Georg Frederik (død 1878)	Brodersøn af Fr. K., senere Pianist og kgl. Kammermusikus.	I:37
candidate_missing	Kuliman	Broder til J.R.K., Sodertelge 25.5.1849.	III:302
candidate_missing	Kunze, Frau	»Bondekone som digter«, Maxen 1869.	VIII:268–269
candidate_missing	Kutzner, Maria (Mimmy) (1851–1876)	Søsterdatter af Elisabeth Jerichau-Baumann, g. 1875 m. Harald Jerichau.	IX:142
candidate_missing	- Hans Moder		IV:211
candidate_missing	Käsemodel, G. H. (1798–1849)	Oberstløjtnant, Kommandør for 6. Reservebataillon, faldet ved Fredericia.	III:400
candidate_missing	Käthchen von Heilbronn		IV:184
candidate_missing	Königsberger, Elias Colm	Handelsmand fra Fürth.	II:52–53
candidate_missing	Køppen, Adolph Ludvig (1804–ca. 1873)	Informator, rejste 1834 til Grækenland, Professor i Historie og Geografi ved Miltær-Gymnasiet i Piræus, senere ved Universitetet i Athen, Afsked 1843, 1846 Professor i Arkæologi ved Universitetet i Philadelphia, derefter Lærer i Historie og tysk Litteratur ved Franklin and Marshall College, Pennsylvania, fra 1863 i Kong Georg I af Grækenlands Tjeneste som Bibliotekar.	I:424–425;I:431;I:446;II:152–154;II:156;II:160;II:173–175;II:177–80;II:184;II:187;V:416;VII:277
candidate_missing	Køster, Nicolette (1841–1897)	Datter af Apoteker S. L. K., Randers, g. 1865 m. Apoteker J. P. Karmark Obel.	IV:360
candidate_missing	Lange, Juliana Maria, f. Michaelsen (1799–1866)	g. 1835 m. H.W.L.	VI:314
candidate_missing	Larramendi, Donna	g.m. José L.	V:248–249;V:267
candidate_missing	Larramendi, José	Spansk Oberstløj tntnt, Granada.	V:247–251;V:254–255;V:263–64;V:266;V:268
candidate_missing	Lassen, Jfr.	Søster til Fr.Chr.L., Sæby Præstegaard 1829.	III:388
candidate_missing	Lavaggi(?), Carolina	Italiensk Danserinde, Milano 10.6.1861.	V:75
candidate_missing	Le Beuf, Madame	g.m. Ferdinand L.B.	VII:91
candidate_missing	Le Beuf, Ferdinand	Bayonne 25.4.1866.	VII:91
candidate_missing	Lehmann, Heinrich (Henri) (1810–1890)	tysk-fransk Historie- og Portrætmaler.	III:99
candidate_missing	Leijonhufvud, Birgitta (Brita) (1514–1572)	Søster til Dronning Margareta Leijonhufvud af Sverrig, g. 1531 m. Gustaf Olofsson Stenbock.	III:355;III:360–363
candidate_missing	Leo I (den Store) (død 461)	Pave 440.	I:282
candidate_missing	Leo IV (død 855)	Pave 847.	I:282
candidate_missing	Leo XII (1760–1829)	Pave 1823.	I:238
candidate_missing	Léon, Emilie & Virgile	Bayonne 25.4.1866.	VII:91
candidate_missing	Leonhard	Købmand i Ilsenstein (1831).	I:75
candidate_missing	Levetzau, Friederike (1817–1885)	Broderdatter af J.G.L., Stiftsdame i Vallø.	X:287
candidate_missing	Levin	(Middagsselskab hos D. B. Adler 18.12.1870).	VIII:447
candidate_missing	Levy	(fra København), Rendsborg 6.6.1860.	IV:372
candidate_missing	Lewini, Ida	Datter af W.L., Skuespillerinde ved Casino.	IX:16–17
candidate_missing	Lewis, Mrs.	g.m. engelsk Konsul i Amsterdam J.G.C.L. (1868).	VIII:62
candidate_missing	l’Hardy, Anastasie-Sophie-Rosalie, f. Jürgensen (1839–1907)	Datter af Jules Jürgensen, g.m. Paul François l’H., Ægteskabet opløst 1873.	IV:406–410;V:201–202;VII:289;VII:291–293;VIII:73;X:96–97
candidate_missing	l’Hardy, Anne	Datter af Paul François l’H.	IV:407–408;IV:411;V:201;VII:289;VII:293;VIII:72–73;VIII:75
candidate_missing	l’Hardy, Paul François	Jules Jürgensens Svigersøn.	V:25
candidate_missing	Lichtenstein, Gustav	preussisk Konsul i Marseille (1846).	III:140
candidate_missing	Lüsberg, H. (1815–1883)	Købmand og Brændevinsbrænder i Aarhus, Raadmand.	V:403
candidate_missing	Lindemann-F römmel, Karl (1819–1891)	Tysk Maler.	V:46
candidate_missing	Linharas, Rodrigo Domingos de Sousa Gontinho Teixeira de Andrade Barbon, Greve (1745–1812)	Byggede 1801–1808 Kanalen til Aveiro.	VII:143–144
candidate_missing	Lockhart, Charlotte Harriet Jane (død 1858)	Datter af J. G. L., g. 1847 m. Advokat James Hope(-Scott).	III:224–225;III:238
candidate_missing	Lorck, Jean Etienne (fra 1914: Stefan) (1860–1933)	Søn af Carl Julius L., senere Professor i Filologi ved Kölns Universitet.	VIII:264
candidate_missing	Lorenzi, Battista (kaldet Battista del Cavaliere) (1527–1594)	Italiensk Billedhugger.	I:207
candidate_missing	Lough, Mrs., f. Paget	g.m. J.G.L.	III:236
candidate_missing	Lumbye, Caroline (1833–1901)	Skuespillerinde, Datter af H. C. L., g. 1 ° m. Adolph Recke 1851, 2° 1870 m. Skuespiller Frederik Madsen.	IV:10
candidate_missing	Lund, Margaretha, f. Amemann (1839–1902)	Datter af C. Th. Amemann, g. 1857 m. Fr. E. A. E. L.	IV:448;V:157;VIII:236;IX:206;IX:227
candidate_missing	Lutz, Carlotta	5 år 1867.	VII:296
candidate_missing	Lutz, Elisabeth	13 år 1867.	VII:296
candidate_missing	Lutz, Marietta	8 år 1867.	VII:296
candidate_missing	Lücke, Caroline	Magdeburg, Passager på Jernbanen mellem Leipzig og Dresden 3.7.1844.	II:406
candidate_missing	Lüders & Strange	Speditørfirma, Lübeck og Hamburg.	IX:34
candidate_missing	Lyngbye, Laurids (Lorents) (1809–1869)	Maler.	II:339
candidate_missing	Lytton, Edith, Lady, f. Villiers (Clarendon) (død 1936, 95 år gl.)	g. 1864 m. Edward Robert Bulwer L., senere Lady of the Bedchamber hos Dronningerne Victoria og Alexandra af Storbritannien.	VII:149;VII:152;VII:157;VII:161;VIII:277–278;VIII:286
candidate_missing	Lützau	Baronesse, Schlesien (Maxen 5.8.1857).	IV:275
candidate_missing	Lützau, Augusta (1855–1932)	Datter af F.G.L., g. 1881 m. Købmand i Slagelse E. Th. B. Ohmeyer.	IX:76–77
candidate_missing	Lützau, Frederik Georg (1809–1891)	kar. Oberst, Højstbefalende ved Korsør Søbatteri.	IX:76–77
candidate_missing	Lützau, Hugo (1857–1932)	Søn af F.G.L., senere Fabrikant.	IX:76–77
candidate_missing	Lützau, Juliane, f. Borberg (1824–1903)	g. 1853 m. F.G.L.	IX:76–77
candidate_missing	Læssøe, Emy, f. Komtesse Krag-Juel-Vind-Frijs (1825–1863)	Datter af Jens Chr. Carl Krag-Juel-Vind-Frijs, g. 1857 m. Thorald L.	V:403–404;V:419–420;X:301–302
candidate_missing	Læssøe, Niels Frederik (1869–?)	Søn af Viggo L.	IX:298
candidate_missing	Løitved, Emst Frederik (1842–1893)	Løjtnant i Søetaten, 1868 Premierløjtnant, 1881 Kaptajn.	VIII:3
candidate_missing	Løvenskiold, Gharlotta Eugénie Louise Augusta, f. Friherreinde Lagerheim (1828–1892)	Datter af Elias Lagerheim, g. 1852 m. Garl Ludvig L.	VIII:48
candidate_missing	Løvenskiold, Eggert (Aga), Baron (1788–1861)	Overførster, Hofjægermester.	I:495
candidate_missing	Løvenskiold, Emst (1803–1867)	Kammerherre hos Dronning Desideria af Sverrig-Norge, senere Hofmarskal hos Kong Oscar I.	II:64;II:69
candidate_missing	Løvenskiold, Franciska Veronika Johanne Josephine, f. Baronesse Seckendorf-Aberdar (1807–1873)	Statsfrue hos Dronning Desideria af Sverrig-Norge, senere Overhofmesterinde hos Dronning Josefina, g. 1827 m. Emst L.	II:64
candidate_missing	Løwe, Vilhelm (død 1879, 52 år gl.)	Handelsgartner.	IX:86–87;IX:88
candidate_missing	Løwener, Fanny, f. Eyckholt	g.m. Sophus L.	VIII:63–65
candidate_missing	Maag, Sophie (1846–1870)	g. 1869 m. Otto v. Düring.	VIII:221–222
candidate_missing	Månsdotter, Cecilia	Moder til Gustaf I Vasa af Sverrig.	I:151
candidate_missing	Machado de Gastro, Joaquim (1732–1822)	portugisisk Billedhugger.	VII:117
candidate_missing	Madsen, Jomfru	(»En gal hysterisk Pige på Hospitalet skal elske mig, hedder Jomf Madsen«, Almanak 15.7.1840).	X:474–475
candidate_missing	Madsen, Nordmand	København 21.10.1868.	VIII:136–137
candidate_missing	Madsen, A. S. (død 1888)	Købmand i Faaborg, Ejer af den Voigtske Gaard.	VIII:261–262
candidate_missing	Madsen, Chr. (død 1848)	Proprietær, Daurup, Medlem af Commiteen for Sjælland i Selskabet til Hesteavlens Fremme i de danske Provindser.	II:5
candidate_missing	- Hans Datter (enten Göthilda (1831–1905)	g. 1854 m. Fabrikant i Norrköping John Philipson, eller Amelie (1838–1910), g. 1860 m. Godsejer Oscar Philipson, Marieborg).	IX:300
candidate_missing	Mallefille, Léon	Broder til Félicien M., fransk Forfatter, København 1867.	VII:373–376;VIII:53
candidate_missing	Maltitz, Fru von	Amerikanerinde, g.m. Franz v. M.	III:199
candidate_missing	Manthey, G. F. Poul (1777–1858)	Amtsforvalter i Sønderborg Amt, Etatsraad.	II:440;II:447–448
candidate_missing	Margoldt, Louise von (1823–1865)	Datter af Henriette von M.	II:409
candidate_missing	Marlow, Mathilde (Mathilde Homolatich) (1826–1888)	Tysk Operasangerinde.	IV:274
candidate_missing	Marokko, Sidi Muhammed, Sultan af – (død 1873)	Søn af Abd-ur-Rahman af M., Sultan 1859.	V:280
candidate_missing	Martin y Rodriguez, José (ca. 1825–1881)	Spansk Figurmaler og Billedhugger, Professor ved Kunstskolen i Granada.	V:255;V:257
candidate_missing	Martines	(Martini, Martinho, Martino, Martins), Nabo til Carlos O’Neill, Setübal 1866.	VII:124;VII:128;VII:131;VII:133;VII:134;VII:137;VII:155
candidate_missing	- Deres Datter		X:94
candidate_missing	Mehmed (Mohammed)	Pasha i Rustschuk 1841.	II:215
candidate_missing	Meisling, Bentine (Tine) (1813–1884)	Datter af Simon M., g.1839 m. Kontrollør ved Øresunds Toldkammer Carl Eduard Theodor Schouw.	I:22;I:24;I:44;I:46–47;I:53;I:56;VIII:348
candidate_missing	- Hendes Søster og dennes Børn		VIII:108
candidate_missing	Melchior, Henriette (Tante Jette) (1813–1892)	Datter af Gerson Moses M.	VII:19;VII:311;VII:315–316;VII:359
candidate_missing	Merrel, Mrs.	København 29.4.1870.	VIII:362
candidate_missing	Mertens, Christiane	Frøken, Hannover, Søster til Fru Marie (Mary) Krüger, Hotel d’Angleterre, København.	VI:311–312;VIII:394–395;VIII:428
candidate_missing	Metella, Cæcilia	g.m. Licinius Crassus, Officer hos Cæsar i Gallien.	I:219;I:284;II:102;II:134;V:55
candidate_missing	Metternich, Sybilla Wolff gen. von Friherreinde	Datter(?) af Clemens W.v.M.	IV:95
candidate_missing	Milion de Verteville, Erneste	Greve, fransk Legationssekretær i København 1872.	IX:209
candidate_missing	Milnes, Richard Monckton (fra 1863: Lord Houghton) (1809–1885)	Engelsk Digter og Politiker.	III:263
candidate_missing	Mindermann, Madam	Vaagekone (Rolighed 31.7–10.8.1873).	X:139–142
candidate_missing	Moltke, Julie, Komtesse (1830–1889)	Datter af A.W.M., g. 1854 m. Herredsfoged i Eckernförde Herred, senere Amtmand over Svendborg Amt, Grev Ludvig Brockenhuus-Schack.	II:275
candidate_missing	Monies, Adolph (Abraham) (1816–1882)	Detailhandler i Kbhvn., Ungdomsven af Albert Bonnier.	II:23
candidate_missing	Montgomery, Mrs.	Engelsk Beundrerinde 14.7.1847.	III:227–228
candidate_missing	Morel, Benedikt (Pater Gallus) (1803–1872)	Benediktinermunk i Einsiedeln, Rektor ved Stiftsskolen, religiøs Lyriker.	V:100–101;V:191–192;X:111
candidate_missing	Morsing, Johanne (død 1776, 55 år gl.)	Enke efter Chr.M.	I:58
candidate_missing	Mosenthai, Karoline, f. Weil (ca. 1830–62)	g.m. S.H.M.	IV:228
candidate_missing	Moslim	(Navnet synes misforstået), Frue, Oldenburg 15.12.1845.	III:24
candidate_missing	Mozart, Maria-Anna (Nannerl) (1751–1829)	Pianistinde, Søster til W.A.M., g. 1784 m. Baron Barthold.	I:441
candidate_missing	Munch, Frøknerne	Døtre af P.A.M., Rom 23.5.1861.	V:56
candidate_missing	Munch, Caroline (død 1907, 86½ år gl.)	Søster til Andreas M.	IV:449
candidate_missing	Müller, Brødrene	Kvartetspillere, Kammervirtuoser i Meiningen (Carl Müller-Berghaus (1829–1907, Violino 1), Hugo Müller (1832–86, Violino II), Bernhard Müller (1825–95, Viola), Wilhelm Müller (1834–97, Violoncello)).	IV:377–379
candidate_missing	Müller, Frue	Meiningen 12.6.1860.	IV:377–378
candidate_missing	Müller, Otto, og hans Kæreste	Oldenburg 1846.	III:181
candidate_missing	Münster, Clare Lovisa Petrine	Datter af Helga M., Koncertsangerinde.	VII:278–279;VIII:217–218
candidate_missing	Münster, Helga Clare Marie Sophie, f. Fahnøe (død 1894)	g.m. Premierløjtnant Gutzon M., Ejer af Hegnsholt, Grønholt S.	VII:278–279
candidate_missing	Møller, Eline, f. Biilow (1804–1876)	g. 1836 m. Poul M.	III:423
candidate_missing	Møller, Joachim Otto (1781–1873)	(i Folketællingen 1834: Müller), Regimentskirurg, Overkirurg ved Øresunds Hospital i Helsingør 1834–1853.	II:29
candidate_missing	Mønster, G. H. (1811–1880)	Hofvinhandler.	II:418;V:124;VI:11;VII:356;VIII:451–452;IX:39;IX:49;IX:51;IX:235
candidate_missing	Mønster, Gomme Garl (1813–1884)	Kateket i Vordingborg 1840, Sognepræst i Skørping og Frær 1849–1864.	II:296
candidate_missing	Mörner, Garl, Greve (1792–1870)	Landshøvding i Kronobergs Len.	III:311
candidate_missing	Nagel, Hans Garl Fog (1813–1872)	Købmand i Skelskør.	VIII:379
candidate_missing	Nathansen, M. (1840–1902)	Redaktionssekretær ved Berlingske Tidende.	VII:318
candidate_missing	Naumann, Frue	Berlin (1871).	IX:175
candidate_missing	Neergaard, Frøken	København 13.4.1875 (NB! ikke fra Førslev).	X:453
candidate_missing	Neergaard, Elisabeth (Betzy) (1848–1927)	Datter af Godsejer Christopher N. til Julianeholm, Kusine til Marie N., Konventualinde i Roskilde adelige Jomfrukloster.	X:389
candidate_missing	Neergaard, Marie, f. Gastenschiold (1850–1913)	Datter af L.V.Castenschiold, g. 1869 m. Johan N.	IX:238
candidate_missing	Neruda, Wilhelmine (Wilma) (1838–1911)	Czekisk Violinvirtuos, Søster til Franz N., g. 1° 1864–1869 m. Ludvig Norman, 2° 1888 m. Sir Charles Halle.	V:158;V:162;V:164–165;VIII:274;X:96;X:246;X:330
candidate_missing	Neumann, Frue	g.m. Kapelmester N., Nizza.	VIII:303–304;VIII:307–308;VIII:314;VIII:324
candidate_missing	Nicolai, Martha	Frue, Dresden, Slægtning af Chamisso (1864).	VI:264
candidate_missing	Nielsen, F. P.	Underkorporal, 9. Infanteri-Regiment, 2. Kompagni, Nr. 321 (Basnæs Juni 1864).	VI:74–75;VI:76–77;VI:78–79
candidate_missing	Nieuwenhuis, Coenraad Jacobus Nicolaas (1813–1881)	Dommer i Woerden, senere Medlem af Provinsialretten i Utrecht, dr.jur., Oversætter.	III:229;VII:28–29;VII:34;VII:47;VIII:231;X:436;X:440
candidate_missing	Nocedal, Ramon (1848–1907)	Spansk Forfatter.	VIII:302
candidate_missing	Nolcken, Carl Adam von, Friherre (1811–1857)	Svensk Forfatter og Godsejer (Jordberga, Skåne).	VI:305
candidate_missing	von Norden	(Taffel hos Friedrich Wilhelm IV af Preussen, Berlin 26.12.1845).	III:34
candidate_missing	- Hans Søster		VI:310
candidate_missing	Norton, Caroline E. S., f. Sheridan (senere Lady Sterling-Maxwell) (1808–1877)	Engelsk Forfatterinde, g. 1 ° 1827 m. Advokat George Chapple N., 2° 1877 m. Sir William Stirling-Maxwell.	III:241
candidate_missing	Nyegaard, Frøken	Datter af Malthe Bruun N.	II:260
candidate_missing	Næb, Frøken	(Navnet forskrevet, NB ikke = Næboe).	IX:369
candidate_missing	Nør, Frederik, Prins af Slesvig-Holsten-Sønderborg-Augustenborg (1800–1865)	Søn af Frederik Christian af Augustenborg, Statholder og kommanderende General i Slesvig og Holsten 1842–1846, Besidder af Nør.	II:432–434;II:441–447;III:188;III:288;III:407;IV:176;IV:370;X:316
candidate_missing	Olsen fra Fredericia	(Haderslev 5.9.1866).	VII:181–182
candidate_missing	Oltmann, Caroline, f. Wagner (død 1874, 64 år gl.)	Enke efter Skræddermester J.K.O.O.	VIII:81
candidate_missing	Omar Pasha		IV:172
candidate_missing	O’Neill, Frue	Enke efter José Maria O’N.	VII:142–143
candidate_missing	O’Neill, Adelaide, f. Custance (død efter 1905)	g.m. Carlos O’N. (1820–1874).	VIII:105;VIII:241;IX:156
candidate_missing	O’Neill, Eduardo	Setübal, Søn af José Maria O’N.	VII:133
candidate_missing	O’Neill, Enrico	Søn af José Maria O’N.	VII:133
candidate_missing	O’Neill, Joaquim	Søn af José Maria O’N., ansat på Broderen Carlos’ Kontor i Setübal.	VII:121;VII:130;VII:133–134
candidate_missing	Oppenheimer og Frue	fra Leipzig, Dresden 20.8.1851.	IV:67
candidate_missing	Ortenbach, Alexander (død 1881)	Dansk Konsul i Barcelona.	V:215–216;V:222
candidate_missing	Ostfriesland, Johan, Greve af – (omkr. 1560)	Broder til Edzard II af O.	III:359–360
candidate_missing	Oude, Mirza Mohummed Hamid Allie, Kronprins af –	(London 10.7.1857).	IV:264
candidate_missing	Oude, Mirza Mohummed Jowaad Allie Sekunder Husmut Bahadorr, Prins af –	Broder til Kongen af Oude (London 10.7.1857).	IV:264
candidate_missing	Oxenstiema, Axel Gustafsson, Greve (1583–1654)	Svensk Statsmand, Rigskansler.	III:347
candidate_missing	Oxholm, de yngre Frøkner	1869, Døtre af Harald O. (Mary Ann (1842–1911), senere Stiftsdame i Vallø), Louise (1843–1913), g. 1871 m. Baron Emil Schaffalitzky de Muckadell) og Georgina (1846–1912), senere Hofdame hos Dronning Louise).	VIII:259
candidate_missing	Paganini, Niccold (1782–1840)	Italiensk Violinvirtuos og Komponist.	I:176
candidate_missing	Palmers ton, Henry John Temple, Viscount (1784–1865)	Engelsk Statsmand, Udenrigsminister 1830–1841 og 1846–1851, Premierminister 1855–1858 og fra 1859.	III:208–209;III:218;III:223
candidate_missing	Parish-Alvars (1808–1849)	Engelsk Harpevirtuos og Pianist.	III:63
candidate_missing	Paschwitz	Forstmester, Tharandt Juli 1844.	II:409–410;II:413;III:176
candidate_missing	Paul (Paolo)	Karl hos H.C. Andersens Værtinde i Via purificazione, Rom, 1840–1841.	II:132
candidate_missing	Paul V (1552–1621)	Pave 1605.	I:304
candidate_missing	Peacock, Gibson	Udgiver af »The Evening Bulletin« i Philadelphia.	X:318–319;X:384
candidate_missing	Pearl, Cora (Pseudonym for Emma Crouch-Nicholls) (1842–1882)	Fransk Demimonde, optraadte Januar 1867 på Bouffes-Parisiens i »Orphée aux Enfers«.	III:347
candidate_missing	Pedersen, Ole (jun.) (1807–1854)	Søn af Ole P. (sen.), Elev i Slagelse Skole, senere Brændevinsbrænder i Slagelse og Heste-Ejer (»Heste-Petersen«), ivrig Deltager i Væddeløb.	II:444
candidate_missing	Peer Klit	Bondedreng fra Hem.	VI:244;VI:245
candidate_missing	Peisistratos (ca. 600–527 f. Chr.)	Tyran i Athen.	II:166
candidate_missing	Penni, Francesco (il Fattore) (ca. 1488–1523)	Italiensk Maler.	I:244
candidate_missing	Peres, Domingo Garcia	portugisisk Læge (Maj 1866).	VII:97–99;VII:104;VII:122
candidate_missing	Perikies (ca. 495–429 f.Chr.)	Attisk Statsmand.	II:167
candidate_missing	Persson, Anders	på Rankhyttan (henrettet 1534), Bondefører fra Dalarne.	III:334
candidate_missing	Perthes & Besser	Sortimentsboghandlerfirma i Hamburg.	II:390;IV:127–128
candidate_missing	Petersen, Clemens (1834–1918)	»Fædrelandet«s Teater- og Litteraturanmelder, cand. mag. i Æstetik 1857, forlod Danmark 1869, i U.S.A. indtil 1904.	V:7;V:12–13;V:49;V:418;V:422;V:437;VI:310;VI:332–333;VII:213;VII:336;VIII:8;VIII:16;VIII:36;VIII:49;VIII:102;VIII:156;VIII:186–190;IX:31
candidate_missing	Petit, Frederik (Fritz) (1809–1854)	Broder til Charles P., dansk-tysk Forfatter og Oversætter.	I:421;II:390–391;II:407;II:419;II:421;III:3;III:4;III:176–177;III:188–189
candidate_missing	Pfaffins, Baronesse, f. Grevinde Mierzciewska		II:332–334
candidate_missing	Pfordten, Adelgunde von der, Friherreinde, f. Marx (1823–1873)	g. 1844 m. Ludwig v.d.P.	III:63;IV:169;X:114–115
candidate_missing	Pfordten, Marie von der, Friherreinde (1848–19?)	Datter af Ludwig v.d.P., g. 1881 m. dr.med. Friedr. Ohlenschlager.	X:114–115
candidate_missing	Philips, Mrs., f. Parson	Søster til Fru Harriet Bornemann.	III:244
candidate_missing	Philipsen	(»en Hr. Philipsen jeg har seet hos Hartmann«), München August 1855.	IV:173–175
candidate_missing	Pius II (Æneas Silvius Piccolomini) (1405–1464)	Pave 1458.	I:380
candidate_missing	Pius V (1504–1572)	Pave 1566.	I:304
candidate_missing	Pius VII (1740–1823)	Pave 1800.	I:289;I:464;III:98
candidate_missing	Pius VIII (1761–1830)	Pave 1829.	I:242
candidate_missing	Pius IX (1792–1878)	Pave 1846.	III:131;III:135;III:136;III:217;III:237;V:43–44;V:46;V:54;V:59;V:61;VII:361;VIII:412;X:265
candidate_missing	Platen, Frk.	fra Omegnen af Berlin, Jernbanepassager fra Biichen 18.5.1852.	IV:77–78
candidate_missing	Pienge, J. (1822–1889)	fhv. Sognepræst i Saatrup og Ødis og Præst i London, Forfatter.	X:199
candidate_missing	Piesner, Augusta (1817–1885)	Oversætter af H.C. Andersens Eventyr, en årrække fast bosat i London.	VII:262;X:157–158
candidate_missing	Plesner, G. (1826–1882)	Broder til Augusta P., Registrator ved Gehejmearkivet, Løjtnant i Artilleriets Reserve.	VIII:445
candidate_missing	Piessen, Baron	(paa hvis Gods Corfitz Ulfeldts Lig skulde være fundet).	II:271
candidate_missing	Piessen (fra 1853: Scheel-Plessen), Cail, Baron, senere Greve (1811–1892)	slesvig- holstensk Politiker, 1843–1845 Amtmand over Nordborg og Sønderborg Amter, 1866 preussisk Overpræsident for Slesvig-Holsten.	II:441
candidate_missing	Piessen, Siegfried von (1646–1723)	Præsident i Rentekammeret, Statsmand, Godsejer.	II:294
candidate_missing	Piessen, Vilhelmine, f. Gutfeld (1793–1881)	Datter af F.G.Gutfeld, g. 1812 m. senere Oberstøjtnant G.L.P., Enke 1855.	IX:17
candidate_missing	Piessis, Alphonsine (død 1847)	Fransk Kurtisane (»Kameliadamen«).	VIII:67
candidate_missing	Piessy, Jeanne (1819–1897)	Fransk Skuespillerinde.	II:362;II:348–349
